"records","n.max","n.start","events","rmean","se(rmean)","median","0.95LCL","0.95UCL","Method","Cancer","Gender","Age","Stratification","GenderAge","Database","CalenderYearGp"
1995,1995,1995,956,8.39756901802477,0.233891385574113,6.52977412731006,5.85352498288843,7.49075975359343,"Kaplan-Meier","HeadNeckSubtypeCancerLarynx","Male","All","Gender",NA,"CPRDGold","2000-2019"
458,458,458,211,9.09105112533307,0.497583583165989,6.34907597535934,4.93634496919918,8.21629021218344,"Kaplan-Meier","HeadNeckSubtypeCancerLarynx","Female","All","Gender",NA,"CPRDGold","2000-2019"
131,131,131,71,7.74097632450148,0.900573825923173,5.01848049281314,2.40383299110198,6.70225872689938,"Kaplan-Meier","HeadNeckSubtypeCancerNasalCavitySinus","Male","All","Gender",NA,"CPRDGold","2000-2019"
90,90,90,46,8.03990740377955,1.05378913319695,4.27926078028747,2.1492128678987,10.1054072553046,"Kaplan-Meier","HeadNeckSubtypeCancerNasalCavitySinus","Female","All","Gender",NA,"CPRDGold","2000-2019"
222,222,222,103,8.03950647779928,0.63946931229564,6.16563997262149,3.56194387405886,9.73853524982888,"Kaplan-Meier","HeadNeckSubtypeCancerNasopharynx","Male","All","Gender",NA,"CPRDGold","2000-2019"
102,102,102,46,8.70383461679764,0.916939738979165,4.9719370294319,3.709787816564,NA,"Kaplan-Meier","HeadNeckSubtypeCancerNasopharynx","Female","All","Gender",NA,"CPRDGold","2000-2019"
1013,1013,1013,418,9.25922319087099,0.340933290077816,8.6735112936345,7.58658453114305,9.88637919233402,"Kaplan-Meier","HeadNeckSubtypeCancerOralCavityIncidence","Male","All","Gender",NA,"CPRDGold","2000-2019"
731,731,731,282,10.3484528429851,0.407318157058049,8.88980150581793,6.90485968514716,12.6105407255305,"Kaplan-Meier","HeadNeckSubtypeCancerOralCavityIncidence","Female","All","Gender",NA,"CPRDGold","2000-2019"
1477,1477,1477,581,9.33273623420521,0.325903995174075,7.79739904175222,6.56262833675565,10.1245722108145,"Kaplan-Meier","HeadNeckSubtypeCancerOropharynx","Male","All","Gender",NA,"CPRDGold","2000-2019"
525,525,525,204,9.26591518943312,0.555599857907889,8.2984257357974,6.99794661190965,10.3819301848049,"Kaplan-Meier","HeadNeckSubtypeCancerOropharynx","Female","All","Gender",NA,"CPRDGold","2000-2019"
383,383,383,176,8.25699744391914,0.583924285267135,5.6974674880219,3.95893223819302,8.06023271731691,"Kaplan-Meier","HeadNeckSubtypeCancerSalivaryGland","Male","All","Gender",NA,"CPRDGold","2000-2019"
267,267,267,79,11.5420142885869,0.644823401209276,NA,8.63791923340178,NA,"Kaplan-Meier","HeadNeckSubtypeCancerSalivaryGland","Female","All","Gender",NA,"CPRDGold","2000-2019"
1410,1410,1410,625,8.52608397143563,0.307176059609222,6.42026009582478,4.90349075975359,8.12046543463381,"Kaplan-Meier","HeadNeckSubtypeCancerTongueIncidence","Male","All","Gender",NA,"CPRDGold","2000-2019"
744,744,744,329,8.64787740695722,0.418461537842966,7.17864476386037,5.57700205338809,8.90896646132786,"Kaplan-Meier","HeadNeckSubtypeCancerTongueIncidence","Female","All","Gender",NA,"CPRDGold","2000-2019"
1,1,1,1,0.947296372347707,0,0.947296372347707,NA,NA,"Kaplan-Meier","HeadNeckSubtypeCancerHypopharynx","Both",NA,"Age",NA,"CPRDGold","2000-2019"
35,35,35,21,7.28822862944329,1.31006523041563,4.98288843258042,3.20328542094456,NA,"Kaplan-Meier","HeadNeckSubtypeCancerHypopharynx","Both",NA,"Age",NA,"CPRDGold","2000-2019"
153,153,153,74,8.46665884642819,0.769283556877935,4.7501711156742,3.07734428473648,NA,"Kaplan-Meier","HeadNeckSubtypeCancerHypopharynx","Both",NA,"Age",NA,"CPRDGold","2000-2019"
247,247,247,136,6.85929996052481,0.573487736852456,3.61943874058864,2.57631759069131,5.76043805612594,"Kaplan-Meier","HeadNeckSubtypeCancerHypopharynx","Both",NA,"Age",NA,"CPRDGold","2000-2019"
200,200,200,126,5.25314559446748,0.516748605915101,3.09924709103354,2.12457221081451,5.31964407939767,"Kaplan-Meier","HeadNeckSubtypeCancerHypopharynx","Both",NA,"Age",NA,"CPRDGold","2000-2019"
82,82,82,61,2.92738927171579,0.544026945208701,1.28678986995209,1.01026694045175,2.89664613278576,"Kaplan-Meier","HeadNeckSubtypeCancerHypopharynx","Both",NA,"Age",NA,"CPRDGold","2000-2019"
8,8,8,6,3.45605749486653,2.42780023207372,0.780287474332649,0.580424366872005,NA,"Kaplan-Meier","HeadNeckSubtypeCancerHypopharynx","Both",NA,"Age",NA,"CPRDGold","2000-2019"
11,11,11,1,16.6402007757244,2.82463051368357,NA,NA,NA,"Kaplan-Meier","HeadNeckSubtypeCancerLarynx","Both",NA,"Age",NA,"CPRDGold","2000-2019"
23,23,23,5,13.8551418681106,2.28282415839306,NA,2.45311430527036,NA,"Kaplan-Meier","HeadNeckSubtypeCancerLarynx","Both",NA,"Age",NA,"CPRDGold","2000-2019"
121,121,121,48,10.4168751582999,0.965337704920226,14.9787816563997,4.82135523613963,NA,"Kaplan-Meier","HeadNeckSubtypeCancerLarynx","Both",NA,"Age",NA,"CPRDGold","2000-2019"
481,481,481,191,10.7350949049948,0.485016900513931,10.2477754962355,8.49281314168378,15.5208761122519,"Kaplan-Meier","HeadNeckSubtypeCancerLarynx","Both",NA,"Age",NA,"CPRDGold","2000-2019"
811,811,811,358,9.3144685737296,0.371973715077063,7.98357289527721,6.362765229295,9.74127310061602,"Kaplan-Meier","HeadNeckSubtypeCancerLarynx","Both",NA,"Age",NA,"CPRDGold","2000-2019"
705,705,705,364,7.20668615459945,0.350555045611567,5.42915811088296,4.93634496919918,6.7378507871321,"Kaplan-Meier","HeadNeckSubtypeCancerLarynx","Both",NA,"Age",NA,"CPRDGold","2000-2019"
269,269,269,175,4.45201181456365,0.409524445548298,2.90485968514716,2.21218343600274,3.80287474332649,"Kaplan-Meier","HeadNeckSubtypeCancerLarynx","Both",NA,"Age",NA,"CPRDGold","2000-2019"
32,32,32,25,1.79800663618977,0.401475375885542,0.826830937713895,0.246406570841889,2.5845311430527,"Kaplan-Meier","HeadNeckSubtypeCancerLarynx","Both",NA,"Age",NA,"CPRDGold","2000-2019"
1,1,1,1,1.43737166324435,0,1.43737166324435,NA,NA,"Kaplan-Meier","HeadNeckSubtypeCancerNasalCavitySinus","Both",NA,"Age",NA,"CPRDGold","2000-2019"
10,10,10,2,15.7409993155373,2.29755359012732,NA,NA,NA,"Kaplan-Meier","HeadNeckSubtypeCancerNasalCavitySinus","Both",NA,"Age",NA,"CPRDGold","2000-2019"
21,21,21,7,12.3610038786219,2.11159241425082,NA,2.78713210130048,NA,"Kaplan-Meier","HeadNeckSubtypeCancerNasalCavitySinus","Both",NA,"Age",NA,"CPRDGold","2000-2019"
42,42,42,20,8.65637173359086,1.64000368261456,6.53798767967146,2.40383299110198,NA,"Kaplan-Meier","HeadNeckSubtypeCancerNasalCavitySinus","Both",NA,"Age",NA,"CPRDGold","2000-2019"
55,55,55,23,9.51492288976426,1.44464165984316,9.62354551676934,3.0444900752909,NA,"Kaplan-Meier","HeadNeckSubtypeCancerNasalCavitySinus","Both",NA,"Age",NA,"CPRDGold","2000-2019"
68,68,68,47,4.70115776484949,0.895703405163046,1.61533196440794,1.00752908966461,5.23477070499658,"Kaplan-Meier","HeadNeckSubtypeCancerNasalCavitySinus","Both",NA,"Age",NA,"CPRDGold","2000-2019"
23,23,23,17,4.57395589679493,1.57811355194601,2.0643394934976,0.588637919233402,5.64271047227926,"Kaplan-Meier","HeadNeckSubtypeCancerNasalCavitySinus","Both",NA,"Age",NA,"CPRDGold","2000-2019"
1,1,1,0,19.3730321697468,0,NA,NA,NA,"Kaplan-Meier","HeadNeckSubtypeCancerNasalCavitySinus","Both",NA,"Age",NA,"CPRDGold","2000-2019"
6,6,6,2,11.1266255989049,3.41504512219129,4.52566735112936,4.07118412046543,NA,"Kaplan-Meier","HeadNeckSubtypeCancerNasopharynx","Both",NA,"Age",NA,"CPRDGold","2000-2019"
16,16,16,5,11.0254391968971,2.37395258807354,9.05954825462012,4.82409308692676,NA,"Kaplan-Meier","HeadNeckSubtypeCancerNasopharynx","Both",NA,"Age",NA,"CPRDGold","2000-2019"
35,35,35,11,11.7366471590394,1.48217072061192,NA,4.08213552361396,NA,"Kaplan-Meier","HeadNeckSubtypeCancerNasopharynx","Both",NA,"Age",NA,"CPRDGold","2000-2019"
99,99,99,36,9.95702770408964,0.939243333108374,9.73853524982888,6.06160164271047,NA,"Kaplan-Meier","HeadNeckSubtypeCancerNasopharynx","Both",NA,"Age",NA,"CPRDGold","2000-2019"
76,76,76,34,8.99288199477687,1.07144154316081,6.45311430527036,2.61464750171116,NA,"Kaplan-Meier","HeadNeckSubtypeCancerNasopharynx","Both",NA,"Age",NA,"CPRDGold","2000-2019"
57,57,57,34,5.48175600920263,1.10117833851184,2.33264887063655,1.09240246406571,6.16563997262149,"Kaplan-Meier","HeadNeckSubtypeCancerNasopharynx","Both",NA,"Age",NA,"CPRDGold","2000-2019"
30,30,30,22,1.89882113631129,0.403656396337743,1.3388090349076,0.678986995208761,3.14305270362765,"Kaplan-Meier","HeadNeckSubtypeCancerNasopharynx","Both",NA,"Age",NA,"CPRDGold","2000-2019"
5,5,5,5,2.0062970568104,0.726559119938865,1.83983572895277,1.02121834360027,NA,"Kaplan-Meier","HeadNeckSubtypeCancerNasopharynx","Both",NA,"Age",NA,"CPRDGold","2000-2019"
23,23,23,3,16.7093405121795,1.6155729393803,NA,NA,NA,"Kaplan-Meier","HeadNeckSubtypeCancerOralCavityIncidence","Both",NA,"Age",NA,"CPRDGold","2000-2019"
56,56,56,4,17.6348255058969,0.964927072704914,NA,NA,NA,"Kaplan-Meier","HeadNeckSubtypeCancerOralCavityIncidence","Both",NA,"Age",NA,"CPRDGold","2000-2019"
161,161,161,39,13.7735173701606,0.832062732440724,NA,12.0547570157426,NA,"Kaplan-Meier","HeadNeckSubtypeCancerOralCavityIncidence","Both",NA,"Age",NA,"CPRDGold","2000-2019"
356,356,356,114,12.1192168892138,0.564642652152419,NA,9.37440109514031,NA,"Kaplan-Meier","HeadNeckSubtypeCancerOralCavityIncidence","Both",NA,"Age",NA,"CPRDGold","2000-2019"
490,490,490,195,9.91455384665532,0.473621340519088,9.4072553045859,7.05817932922656,11.8083504449008,"Kaplan-Meier","HeadNeckSubtypeCancerOralCavityIncidence","Both",NA,"Age",NA,"CPRDGold","2000-2019"
371,371,371,176,7.39774401003769,0.425916763129793,6.32717316906229,5.13073237508556,9.30595482546201,"Kaplan-Meier","HeadNeckSubtypeCancerOralCavityIncidence","Both",NA,"Age",NA,"CPRDGold","2000-2019"
245,245,245,140,5.24328485858056,0.515791754475606,3.66872005475702,2.64476386036961,5.37440109514031,"Kaplan-Meier","HeadNeckSubtypeCancerOralCavityIncidence","Both",NA,"Age",NA,"CPRDGold","2000-2019"
42,42,42,29,4.72120184530457,1.36551078557655,1.23750855578371,0.65160848733744,3.28815879534565,"Kaplan-Meier","HeadNeckSubtypeCancerOralCavityIncidence","Both",NA,"Age",NA,"CPRDGold","2000-2019"
4,4,4,0,19.0198494182067,0,NA,NA,NA,"Kaplan-Meier","HeadNeckSubtypeCancerOropharynx","Both",NA,"Age",NA,"CPRDGold","2000-2019"
15,15,15,5,12.0423480329846,2.39676250877394,NA,3.06091718001369,NA,"Kaplan-Meier","HeadNeckSubtypeCancerOropharynx","Both",NA,"Age",NA,"CPRDGold","2000-2019"
239,239,239,60,12.6124219074502,0.80170718264028,NA,12.7857631759069,NA,"Kaplan-Meier","HeadNeckSubtypeCancerOropharynx","Both",NA,"Age",NA,"CPRDGold","2000-2019"
656,656,656,193,11.5441436457064,0.462580068688228,11.7645448323066,10.5379876796715,NA,"Kaplan-Meier","HeadNeckSubtypeCancerOropharynx","Both",NA,"Age",NA,"CPRDGold","2000-2019"
645,645,645,256,8.81505419515077,0.482892527956807,7.60027378507871,5.8425735797399,9.36892539356605,"Kaplan-Meier","HeadNeckSubtypeCancerOropharynx","Both",NA,"Age",NA,"CPRDGold","2000-2019"
329,329,329,184,6.0560125837718,0.529916827692974,2.86652977412731,2.30800821355236,3.94798083504449,"Kaplan-Meier","HeadNeckSubtypeCancerOropharynx","Both",NA,"Age",NA,"CPRDGold","2000-2019"
101,101,101,78,3.27511008836662,0.569690940998609,1.10335386721424,0.698151950718686,1.90006844626968,"Kaplan-Meier","HeadNeckSubtypeCancerOropharynx","Both",NA,"Age",NA,"CPRDGold","2000-2019"
13,13,13,9,1.23109829937345,0.385179621465717,0.769336071184121,0.153319644079398,NA,"Kaplan-Meier","HeadNeckSubtypeCancerOropharynx","Both",NA,"Age",NA,"CPRDGold","2000-2019"
20,20,20,0,18.6858316221766,0,NA,NA,NA,"Kaplan-Meier","HeadNeckSubtypeCancerSalivaryGland","Both",NA,"Age",NA,"CPRDGold","2000-2019"
32,32,32,4,16.1016437634918,1.19685065946612,NA,NA,NA,"Kaplan-Meier","HeadNeckSubtypeCancerSalivaryGland","Both",NA,"Age",NA,"CPRDGold","2000-2019"
65,65,65,12,14.7317024840829,1.01446009509086,NA,NA,NA,"Kaplan-Meier","HeadNeckSubtypeCancerSalivaryGland","Both",NA,"Age",NA,"CPRDGold","2000-2019"
101,101,101,19,14.3333018495705,0.917817546333434,NA,NA,NA,"Kaplan-Meier","HeadNeckSubtypeCancerSalivaryGland","Both",NA,"Age",NA,"CPRDGold","2000-2019"
127,127,127,52,9.30385851374117,0.895203494095328,8.24914442162902,5.99315537303217,NA,"Kaplan-Meier","HeadNeckSubtypeCancerSalivaryGland","Both",NA,"Age",NA,"CPRDGold","2000-2019"
155,155,155,70,8.15747495494693,0.905986946671678,5.7741273100616,4.03011635865845,8.93908281998631,"Kaplan-Meier","HeadNeckSubtypeCancerSalivaryGland","Both",NA,"Age",NA,"CPRDGold","2000-2019"
113,113,113,69,3.76094039937645,0.416897235791469,2.18754277891855,1.60438056125941,3.9315537303217,"Kaplan-Meier","HeadNeckSubtypeCancerSalivaryGland","Both",NA,"Age",NA,"CPRDGold","2000-2019"
37,37,37,29,1.99714898299253,0.391939458564846,1.5523613963039,0.731006160164271,2.8145106091718,"Kaplan-Meier","HeadNeckSubtypeCancerSalivaryGland","Both",NA,"Age",NA,"CPRDGold","2000-2019"
12,12,12,2,15.3980150581793,2.26560041873899,NA,NA,NA,"Kaplan-Meier","HeadNeckSubtypeCancerTongueIncidence","Both",NA,"Age",NA,"CPRDGold","2000-2019"
44,44,44,9,14.6380303224165,1.2786679537009,NA,NA,NA,"Kaplan-Meier","HeadNeckSubtypeCancerTongueIncidence","Both",NA,"Age",NA,"CPRDGold","2000-2019"
225,225,225,76,10.9165739032717,0.657387065070068,13.5523613963039,10.1437371663244,NA,"Kaplan-Meier","HeadNeckSubtypeCancerTongueIncidence","Both",NA,"Age",NA,"CPRDGold","2000-2019"
600,600,600,196,11.253815463266,0.451354649160532,13.6700889801506,9.37440109514031,NA,"Kaplan-Meier","HeadNeckSubtypeCancerTongueIncidence","Both",NA,"Age",NA,"CPRDGold","2000-2019"
646,646,646,290,8.28576753402708,0.447693912998883,6.42026009582478,4.38603696098563,8.75838466803559,"Kaplan-Meier","HeadNeckSubtypeCancerTongueIncidence","Both",NA,"Age",NA,"CPRDGold","2000-2019"
397,397,397,219,5.71087071768758,0.519022123415109,2.65023956194387,2.10266940451745,3.8466803559206,"Kaplan-Meier","HeadNeckSubtypeCancerTongueIncidence","Both",NA,"Age",NA,"CPRDGold","2000-2019"
194,194,194,130,3.71591270927398,0.405958269483945,1.36892539356605,0.985626283367556,2.1409993155373,"Kaplan-Meier","HeadNeckSubtypeCancerTongueIncidence","Both",NA,"Age",NA,"CPRDGold","2000-2019"
36,36,36,32,1.84930560578098,0.325704050363732,1.1088295687885,0.635181382614648,2.21218343600274,"Kaplan-Meier","HeadNeckSubtypeCancerTongueIncidence","Both",NA,"Age",NA,"CPRDGold","2000-2019"
1,1,1,1,0.947296372347707,0,0.947296372347707,NA,NA,"Kaplan-Meier","HeadNeckSubtypeCancerHypopharynx","Female","30-39","Age*Gender","Female_30-39","CPRDGold","2000-2019"
6,6,6,5,3.55418663016199,1.76625005174334,0.818617385352498,0.366872005475702,NA,"Kaplan-Meier","HeadNeckSubtypeCancerHypopharynx","Female","40-49","Age*Gender","Female_40-49","CPRDGold","2000-2019"
33,33,33,18,7.43824167145706,1.58570420402706,2.94866529774127,2.2861054072553,NA,"Kaplan-Meier","HeadNeckSubtypeCancerHypopharynx","Female","50-59","Age*Gender","Female_50-59","CPRDGold","2000-2019"
53,53,53,25,8.16602938561011,1.35841248351186,6.4476386036961,3.06913073237509,NA,"Kaplan-Meier","HeadNeckSubtypeCancerHypopharynx","Female","60-69","Age*Gender","Female_60-69","CPRDGold","2000-2019"
48,48,48,32,4.04329897079392,0.654998284464574,2.92402464065708,0.862422997946612,6.12183436002738,"Kaplan-Meier","HeadNeckSubtypeCancerHypopharynx","Female","70-79","Age*Gender","Female_70-79","CPRDGold","2000-2019"
24,24,24,19,1.78896615744897,0.57784951401002,0.889801505817933,0.473648186173854,2.06981519507187,"Kaplan-Meier","HeadNeckSubtypeCancerHypopharynx","Female","80-89","Age*Gender","Female_80-89","CPRDGold","2000-2019"
3,3,3,2,1.27857631759069,0.507446198139887,1.90006844626968,0.0355920602327173,NA,"Kaplan-Meier","HeadNeckSubtypeCancerHypopharynx","Female",">=90","Age*Gender","Female_>=90","CPRDGold","2000-2019"
29,29,29,16,8.08761954932223,1.49277885287037,5.01300479123888,3.45516769336071,NA,"Kaplan-Meier","HeadNeckSubtypeCancerHypopharynx","Male","40-49","Age*Gender","Male_40-49","CPRDGold","2000-2019"
120,120,120,56,8.68433654962207,0.877376113404549,4.92813141683778,3.37029431895962,NA,"Kaplan-Meier","HeadNeckSubtypeCancerHypopharynx","Male","50-59","Age*Gender","Male_50-59","CPRDGold","2000-2019"
194,194,194,111,6.59777245967046,0.621326293605042,2.84736481861739,2.16837782340862,5.35797399041752,"Kaplan-Meier","HeadNeckSubtypeCancerHypopharynx","Male","60-69","Age*Gender","Male_60-69","CPRDGold","2000-2019"
152,152,152,94,5.64757649147177,0.637370365498942,3.30184804928131,2.15468856947296,5.40451745379877,"Kaplan-Meier","HeadNeckSubtypeCancerHypopharynx","Male","70-79","Age*Gender","Male_70-79","CPRDGold","2000-2019"
58,58,58,42,3.34947929022525,0.710010646834219,2.06981519507187,1.06228610540726,3.55373032169747,"Kaplan-Meier","HeadNeckSubtypeCancerHypopharynx","Male","80-89","Age*Gender","Male_80-89","CPRDGold","2000-2019"
5,5,5,4,4.22340862422998,3.1819911604122,0.780287474332649,0.580424366872005,NA,"Kaplan-Meier","HeadNeckSubtypeCancerHypopharynx","Male",">=90","Age*Gender","Male_>=90","CPRDGold","2000-2019"
5,5,5,0,19.7344284736482,0,NA,NA,NA,"Kaplan-Meier","HeadNeckSubtypeCancerLarynx","Female","18-29","Age*Gender","Female_18-29","CPRDGold","2000-2019"
14,14,14,2,15.9375183338222,2.45085150628543,NA,NA,NA,"Kaplan-Meier","HeadNeckSubtypeCancerLarynx","Female","30-39","Age*Gender","Female_30-39","CPRDGold","2000-2019"
36,36,36,14,11.4600197207471,1.65642997168447,NA,3.64407939767283,NA,"Kaplan-Meier","HeadNeckSubtypeCancerLarynx","Female","40-49","Age*Gender","Female_40-49","CPRDGold","2000-2019"
85,85,85,34,11.2724327306913,1.10347499936682,8.49281314168378,6.52156057494867,NA,"Kaplan-Meier","HeadNeckSubtypeCancerLarynx","Female","50-59","Age*Gender","Female_50-59","CPRDGold","2000-2019"
130,130,130,50,10.6848240799502,0.946219130105189,8.44900752908966,5.29500342231348,NA,"Kaplan-Meier","HeadNeckSubtypeCancerLarynx","Female","60-69","Age*Gender","Female_60-69","CPRDGold","2000-2019"
122,122,122,67,7.04854916467883,0.796593692710652,4.93634496919918,3.21423682409309,7.3347022587269,"Kaplan-Meier","HeadNeckSubtypeCancerLarynx","Female","70-79","Age*Gender","Female_70-79","CPRDGold","2000-2019"
57,57,57,38,5.19278666304643,1.05933274695693,2.49144421629021,1.21013004791239,5.6290212183436,"Kaplan-Meier","HeadNeckSubtypeCancerLarynx","Female","80-89","Age*Gender","Female_80-89","CPRDGold","2000-2019"
9,9,9,6,4.51823604185,2.95067024062133,0.955509924709103,0.10403832991102,NA,"Kaplan-Meier","HeadNeckSubtypeCancerLarynx","Female",">=90","Age*Gender","Female_>=90","CPRDGold","2000-2019"
6,6,6,1,15.0930869267625,4.01951968724318,NA,1.16906228610541,NA,"Kaplan-Meier","HeadNeckSubtypeCancerLarynx","Male","18-29","Age*Gender","Male_18-29","CPRDGold","2000-2019"
9,9,9,3,10.6639288158795,4.07979856911376,2.32991101984942,2.32991101984942,NA,"Kaplan-Meier","HeadNeckSubtypeCancerLarynx","Male","30-39","Age*Gender","Male_30-39","CPRDGold","2000-2019"
85,85,85,34,9.93877512280547,1.07942647441471,8.47912388774812,4.82135523613963,NA,"Kaplan-Meier","HeadNeckSubtypeCancerLarynx","Male","40-49","Age*Gender","Male_40-49","CPRDGold","2000-2019"
396,396,396,157,10.6221571607695,0.532104045620439,10.0342231348392,8.49281314168378,15.5208761122519,"Kaplan-Meier","HeadNeckSubtypeCancerLarynx","Male","50-59","Age*Gender","Male_50-59","CPRDGold","2000-2019"
681,681,681,308,9.17040186524256,0.39475554153497,7.7864476386037,6.34633812457221,9.84804928131417,"Kaplan-Meier","HeadNeckSubtypeCancerLarynx","Male","60-69","Age*Gender","Male_60-69","CPRDGold","2000-2019"
583,583,583,297,7.06105220484273,0.34321722295695,5.42915811088296,5.07871321013005,6.76249144421629,"Kaplan-Meier","HeadNeckSubtypeCancerLarynx","Male","70-79","Age*Gender","Male_70-79","CPRDGold","2000-2019"
212,212,212,137,4.404802569284,0.423759221572985,2.97604380561259,2.21218343600274,3.80287474332649,"Kaplan-Meier","HeadNeckSubtypeCancerLarynx","Male","80-89","Age*Gender","Male_80-89","CPRDGold","2000-2019"
23,23,23,19,1.75399872176946,0.444744622169524,0.733744010951403,0.26009582477755,3.27720739219713,"Kaplan-Meier","HeadNeckSubtypeCancerLarynx","Male",">=90","Age*Gender","Male_>=90","CPRDGold","2000-2019"
1,1,1,1,1.43737166324435,0,1.43737166324435,NA,NA,"Kaplan-Meier","HeadNeckSubtypeCancerNasalCavitySinus","Female","18-29","Age*Gender","Female_18-29","CPRDGold","2000-2019"
5,5,5,1,15.676386036961,3.30638081666827,NA,NA,NA,"Kaplan-Meier","HeadNeckSubtypeCancerNasalCavitySinus","Female","30-39","Age*Gender","Female_30-39","CPRDGold","2000-2019"
4,4,4,2,8.66187542778919,4.87116050977285,2.78713210130048,1.4072553045859,NA,"Kaplan-Meier","HeadNeckSubtypeCancerNasalCavitySinus","Female","40-49","Age*Gender","Female_40-49","CPRDGold","2000-2019"
19,19,19,11,6.11174292523044,2.16952731624039,2.1574264202601,1.76865160848734,NA,"Kaplan-Meier","HeadNeckSubtypeCancerNasalCavitySinus","Female","50-59","Age*Gender","Female_50-59","CPRDGold","2000-2019"
25,25,25,10,10.9044269640563,1.90597667294071,9.62354551676934,4.27926078028747,NA,"Kaplan-Meier","HeadNeckSubtypeCancerNasalCavitySinus","Female","60-69","Age*Gender","Female_60-69","CPRDGold","2000-2019"
25,25,25,15,6.24939288843556,1.54516742278593,2.85284052019165,1.32785763175907,NA,"Kaplan-Meier","HeadNeckSubtypeCancerNasalCavitySinus","Female","70-79","Age*Gender","Female_70-79","CPRDGold","2000-2019"
10,10,10,6,7.71047227926078,2.98268917864594,1.42915811088296,0.454483230663929,NA,"Kaplan-Meier","HeadNeckSubtypeCancerNasalCavitySinus","Female","80-89","Age*Gender","Female_80-89","CPRDGold","2000-2019"
1,1,1,0,19.3730321697468,0,NA,NA,NA,"Kaplan-Meier","HeadNeckSubtypeCancerNasalCavitySinus","Female",">=90","Age*Gender","Female_>=90","CPRDGold","2000-2019"
5,5,5,1,15.8056125941136,3.19079707015165,NA,NA,NA,"Kaplan-Meier","HeadNeckSubtypeCancerNasalCavitySinus","Male","30-39","Age*Gender","Male_30-39","CPRDGold","2000-2019"
17,17,17,5,13.252803664508,2.24006270020298,NA,6.88843258042437,NA,"Kaplan-Meier","HeadNeckSubtypeCancerNasalCavitySinus","Male","40-49","Age*Gender","Male_40-49","CPRDGold","2000-2019"
23,23,23,9,10.8960299413043,2.06889694212759,8.71731690622861,6.53798767967146,NA,"Kaplan-Meier","HeadNeckSubtypeCancerNasalCavitySinus","Male","50-59","Age*Gender","Male_50-59","CPRDGold","2000-2019"
30,30,30,13,8.21282462806926,1.27972259683839,14.1382614647502,1.76591375770021,NA,"Kaplan-Meier","HeadNeckSubtypeCancerNasalCavitySinus","Male","60-69","Age*Gender","Male_60-69","CPRDGold","2000-2019"
43,43,43,32,4.67581072446169,1.09676143756684,1.3223819301848,0.629705681040383,5.06776180698152,"Kaplan-Meier","HeadNeckSubtypeCancerNasalCavitySinus","Male","70-79","Age*Gender","Male_70-79","CPRDGold","2000-2019"
13,13,13,11,3.21925302623455,1.49606270614582,2.17932922655715,0.449007529089665,NA,"Kaplan-Meier","HeadNeckSubtypeCancerNasalCavitySinus","Male","80-89","Age*Gender","Male_80-89","CPRDGold","2000-2019"
