"records","n.max","n.start","events","rmean","se(rmean)","median","0.95LCL","0.95UCL","Method","Cancer","Gender","Age","Stratification","GenderAge","Database","CalenderYearGp"
4382,4382,4382,2258,8.60021704292631,0.139024564914687,6.5845311430527,6.11088295687885,7.1895961670089,"Kaplan-Meier","HeadNeckSubtypeCancerLarynx","Male","All","Gender",NA,"CPRDAurum","2000-2019"
1071,1071,1071,508,9.04175778557957,0.303367773224704,7.05544147843943,5.93018480492813,8.20807665982204,"Kaplan-Meier","HeadNeckSubtypeCancerLarynx","Female","All","Gender",NA,"CPRDAurum","2000-2019"
294,294,294,158,7.89553152071403,0.554213654223609,4.84599589322382,2.7296372347707,8,"Kaplan-Meier","HeadNeckSubtypeCancerNasalCavitySinus","Male","All","Gender",NA,"CPRDAurum","2000-2019"
194,194,194,116,6.41758461996034,0.612471971608869,3.91512662559891,2.16563997262149,5.00205338809035,"Kaplan-Meier","HeadNeckSubtypeCancerNasalCavitySinus","Female","All","Gender",NA,"CPRDAurum","2000-2019"
538,538,538,218,9.83763430527195,0.491634475304097,9.11156741957563,6.19849418206708,12.0328542094456,"Kaplan-Meier","HeadNeckSubtypeCancerNasopharynx","Male","All","Gender",NA,"CPRDAurum","2000-2019"
255,255,255,106,9.70702150518718,0.651765901183123,8.56947296372348,6.24503764544832,12.3504449007529,"Kaplan-Meier","HeadNeckSubtypeCancerNasopharynx","Female","All","Gender",NA,"CPRDAurum","2000-2019"
1539,1539,1539,707,9.41888932024928,0.259696867253853,7.57837097878166,6.55989048596851,8.64065708418891,"Kaplan-Meier","HeadNeckSubtypeCancerOralCavityIncidence","Male","All","Gender",NA,"CPRDAurum","2000-2019"
1045,1045,1045,464,9.92750285963722,0.306913182442759,8.26009582477755,7.49075975359343,9.87816563997262,"Kaplan-Meier","HeadNeckSubtypeCancerOralCavityIncidence","Female","All","Gender",NA,"CPRDAurum","2000-2019"
3167,3167,3167,1251,9.9206413404691,0.210442070733594,8.85147159479808,7.64134154688569,9.927446954141,"Kaplan-Meier","HeadNeckSubtypeCancerOropharynx","Male","All","Gender",NA,"CPRDAurum","2000-2019"
1173,1173,1173,463,10.1271821598827,0.319425978337511,9.05954825462012,7.70431211498973,11.7152635181383,"Kaplan-Meier","HeadNeckSubtypeCancerOropharynx","Female","All","Gender",NA,"CPRDAurum","2000-2019"
867,867,867,392,9.05540065481651,0.368866252630615,5.41273100616016,4.45995893223819,7.63039014373717,"Kaplan-Meier","HeadNeckSubtypeCancerSalivaryGland","Male","All","Gender",NA,"CPRDAurum","2000-2019"
706,706,706,222,12.2362501991872,0.410406299882506,14.3326488706366,11.6632443531828,NA,"Kaplan-Meier","HeadNeckSubtypeCancerSalivaryGland","Female","All","Gender",NA,"CPRDAurum","2000-2019"
2943,2943,2943,1269,9.42377313311892,0.206795927489175,7.20602327173169,6.43668720054757,8.12594113620808,"Kaplan-Meier","HeadNeckSubtypeCancerTongueIncidence","Male","All","Gender",NA,"CPRDAurum","2000-2019"
1475,1475,1475,635,9.85944518493772,0.281212165809692,8.32032854209446,6.93497604380561,9.58247775496235,"Kaplan-Meier","HeadNeckSubtypeCancerTongueIncidence","Female","All","Gender",NA,"CPRDAurum","2000-2019"
2,2,2,0,19.9808350444901,0,NA,NA,NA,"Kaplan-Meier","HeadNeckSubtypeCancerHypopharynx","Both",NA,"Age",NA,"CPRDAurum","2000-2019"
10,10,10,5,9.02541638147387,3.16426367161251,3.16221765913758,1.28952772073922,NA,"Kaplan-Meier","HeadNeckSubtypeCancerHypopharynx","Both",NA,"Age",NA,"CPRDAurum","2000-2019"
55,55,55,28,8.45306992274742,1.34217326381685,7.9233401779603,1.65639972621492,NA,"Kaplan-Meier","HeadNeckSubtypeCancerHypopharynx","Both",NA,"Age",NA,"CPRDAurum","2000-2019"
249,249,249,140,7.60956488532852,0.611656166187799,3.69609856262834,2.61464750171116,6.8993839835729,"Kaplan-Meier","HeadNeckSubtypeCancerHypopharynx","Both",NA,"Age",NA,"CPRDAurum","2000-2019"
373,373,373,241,6.1950141681297,0.450929357171415,2.40657084188912,1.82067077344285,3.28815879534565,"Kaplan-Meier","HeadNeckSubtypeCancerHypopharynx","Both",NA,"Age",NA,"CPRDAurum","2000-2019"
277,277,277,183,4.706325073809,0.373034102455634,2.26967830253251,1.83436002737851,3.35386721423682,"Kaplan-Meier","HeadNeckSubtypeCancerHypopharynx","Both",NA,"Age",NA,"CPRDAurum","2000-2019"
102,102,102,82,2.24285206304838,0.287502552891738,0.85968514715948,0.635181382614648,2.00136892539357,"Kaplan-Meier","HeadNeckSubtypeCancerHypopharynx","Both",NA,"Age",NA,"CPRDAurum","2000-2019"
13,13,13,10,2.40308417721149,1.7387358738572,0.355920602327173,0.254620123203285,NA,"Kaplan-Meier","HeadNeckSubtypeCancerHypopharynx","Both",NA,"Age",NA,"CPRDAurum","2000-2019"
11,11,11,2,13.0639288158795,3.79758483206486,NA,2.72689938398357,NA,"Kaplan-Meier","HeadNeckSubtypeCancerLarynx","Both",NA,"Age",NA,"CPRDAurum","2000-2019"
59,59,59,8,17.1390988466226,0.929916755434626,NA,NA,NA,"Kaplan-Meier","HeadNeckSubtypeCancerLarynx","Both",NA,"Age",NA,"CPRDAurum","2000-2019"
286,286,286,86,13.1286333611195,0.594949247745399,NA,18.0780287474333,NA,"Kaplan-Meier","HeadNeckSubtypeCancerLarynx","Both",NA,"Age",NA,"CPRDAurum","2000-2019"
1011,1011,1011,391,11.4650070216261,0.309650564970305,12.2737850787132,10.8364134154689,14.2505133470226,"Kaplan-Meier","HeadNeckSubtypeCancerLarynx","Both",NA,"Age",NA,"CPRDAurum","2000-2019"
1762,1762,1762,838,9.45044449274217,0.22244627073468,8.86516084873374,7.709787816564,9.75222450376454,"Kaplan-Meier","HeadNeckSubtypeCancerLarynx","Both",NA,"Age",NA,"CPRDAurum","2000-2019"
1543,1543,1543,902,6.93625887235194,0.198443649287266,4.9719370294319,4.59411362080767,5.5523613963039,"Kaplan-Meier","HeadNeckSubtypeCancerLarynx","Both",NA,"Age",NA,"CPRDAurum","2000-2019"
693,693,693,478,4.51371557367273,0.221387032061337,3.03353867214237,2.50239561943874,3.66050650239562,"Kaplan-Meier","HeadNeckSubtypeCancerLarynx","Both",NA,"Age",NA,"CPRDAurum","2000-2019"
88,88,88,61,2.62836611717579,0.389562574109137,1.12799452429843,0.731006160164271,3.01984941820671,"Kaplan-Meier","HeadNeckSubtypeCancerLarynx","Both",NA,"Age",NA,"CPRDAurum","2000-2019"
1,1,1,0,19.5975359342916,0,NA,NA,NA,"Kaplan-Meier","HeadNeckSubtypeCancerNasalCavitySinus","Both",NA,"Age",NA,"CPRDAurum","2000-2019"
14,14,14,2,16.8647697271927,1.7896404081493,NA,NA,NA,"Kaplan-Meier","HeadNeckSubtypeCancerNasalCavitySinus","Both",NA,"Age",NA,"CPRDAurum","2000-2019"
51,51,51,23,10.1470482745625,1.34619846712813,8.84873374401095,3.91512662559891,NA,"Kaplan-Meier","HeadNeckSubtypeCancerNasalCavitySinus","Both",NA,"Age",NA,"CPRDAurum","2000-2019"
80,80,80,32,10.787397206258,0.952308175081635,13.3661875427789,12.1889117043121,NA,"Kaplan-Meier","HeadNeckSubtypeCancerNasalCavitySinus","Both",NA,"Age",NA,"CPRDAurum","2000-2019"
129,129,129,72,7.30330656494319,0.783456843590074,4.62970568104038,2.05065023956194,7.98631074606434,"Kaplan-Meier","HeadNeckSubtypeCancerNasalCavitySinus","Both",NA,"Age",NA,"CPRDAurum","2000-2019"
121,121,121,74,6.6427498894426,0.830668851647771,2.64476386036961,1.54414784394251,5.04585900068446,"Kaplan-Meier","HeadNeckSubtypeCancerNasalCavitySinus","Both",NA,"Age",NA,"CPRDAurum","2000-2019"
75,75,75,59,2.42091285471695,0.317064088813761,1.44832306639288,0.955509924709103,2.32169746748802,"Kaplan-Meier","HeadNeckSubtypeCancerNasalCavitySinus","Both",NA,"Age",NA,"CPRDAurum","2000-2019"
17,17,17,12,4.73625639167371,1.907445492627,1.72210814510609,0.796714579055442,NA,"Kaplan-Meier","HeadNeckSubtypeCancerNasalCavitySinus","Both",NA,"Age",NA,"CPRDAurum","2000-2019"
19,19,19,3,16.0294033766826,1.98852332314709,NA,NA,NA,"Kaplan-Meier","HeadNeckSubtypeCancerNasopharynx","Both",NA,"Age",NA,"CPRDAurum","2000-2019"
66,66,66,10,16.1274810475088,1.12313838908779,NA,NA,NA,"Kaplan-Meier","HeadNeckSubtypeCancerNasopharynx","Both",NA,"Age",NA,"CPRDAurum","2000-2019"
120,120,120,33,13.0155608682814,0.994901737830252,NA,12.2546201232033,NA,"Kaplan-Meier","HeadNeckSubtypeCancerNasopharynx","Both",NA,"Age",NA,"CPRDAurum","2000-2019"
203,203,203,71,10.9144464776176,0.683089658144727,12.0301163586585,11.4168377823409,NA,"Kaplan-Meier","HeadNeckSubtypeCancerNasopharynx","Both",NA,"Age",NA,"CPRDAurum","2000-2019"
181,181,181,89,7.93326997594624,0.722205735539323,5.89733059548255,3.89596167008898,9.58247775496235,"Kaplan-Meier","HeadNeckSubtypeCancerNasopharynx","Both",NA,"Age",NA,"CPRDAurum","2000-2019"
142,142,142,81,5.8779720488127,0.723383256272909,3.77549623545517,1.97672826830938,6.87748117727584,"Kaplan-Meier","HeadNeckSubtypeCancerNasopharynx","Both",NA,"Age",NA,"CPRDAurum","2000-2019"
49,49,49,30,1.91445709719263,0.339688012059277,1.1937029431896,0.766598220396988,2.99794661190965,"Kaplan-Meier","HeadNeckSubtypeCancerNasopharynx","Both",NA,"Age",NA,"CPRDAurum","2000-2019"
13,13,13,7,1.98557363239088,0.734952731483839,0.235455167693361,0.136892539356605,NA,"Kaplan-Meier","HeadNeckSubtypeCancerNasopharynx","Both",NA,"Age",NA,"CPRDAurum","2000-2019"
25,25,25,1,19.1490759753593,0.77739863376708,NA,NA,NA,"Kaplan-Meier","HeadNeckSubtypeCancerOralCavityIncidence","Both",NA,"Age",NA,"CPRDAurum","2000-2019"
68,68,68,7,17.7359585447098,0.787888616121642,NA,NA,NA,"Kaplan-Meier","HeadNeckSubtypeCancerOralCavityIncidence","Both",NA,"Age",NA,"CPRDAurum","2000-2019"
246,246,246,50,15.4636890593948,0.549541353833233,NA,NA,NA,"Kaplan-Meier","HeadNeckSubtypeCancerOralCavityIncidence","Both",NA,"Age",NA,"CPRDAurum","2000-2019"
568,568,568,209,11.4466677372018,0.427436730448506,12.4626967830253,8.47638603696099,16.498288843258,"Kaplan-Meier","HeadNeckSubtypeCancerOralCavityIncidence","Both",NA,"Age",NA,"CPRDAurum","2000-2019"
696,696,696,331,9.15797907699823,0.369919753507494,8.08213552361396,6.77618069815195,9.50034223134839,"Kaplan-Meier","HeadNeckSubtypeCancerOralCavityIncidence","Both",NA,"Age",NA,"CPRDAurum","2000-2019"
555,555,555,294,7.87694799817461,0.370123896397692,6.26967830253251,5.19096509240246,7.81930184804928,"Kaplan-Meier","HeadNeckSubtypeCancerOralCavityIncidence","Both",NA,"Age",NA,"CPRDAurum","2000-2019"
359,359,359,230,4.86754053058936,0.375681631052046,2.97878165639973,2.25598904859685,4,"Kaplan-Meier","HeadNeckSubtypeCancerOralCavityIncidence","Both",NA,"Age",NA,"CPRDAurum","2000-2019"
67,67,67,49,2.1515577532478,0.352225006843005,1.20465434633812,0.772073921971253,1.88911704312115,"Kaplan-Meier","HeadNeckSubtypeCancerOralCavityIncidence","Both",NA,"Age",NA,"CPRDAurum","2000-2019"
7,7,7,3,12.7571135230273,3.15382188127567,NA,3.05270362765229,NA,"Kaplan-Meier","HeadNeckSubtypeCancerOropharynx","Both",NA,"Age",NA,"CPRDAurum","2000-2019"
50,50,50,10,15.6370657012084,1.21928041824071,NA,NA,NA,"Kaplan-Meier","HeadNeckSubtypeCancerOropharynx","Both",NA,"Age",NA,"CPRDAurum","2000-2019"
531,531,531,143,13.7434796518049,0.437551647765654,NA,NA,NA,"Kaplan-Meier","HeadNeckSubtypeCancerOropharynx","Both",NA,"Age",NA,"CPRDAurum","2000-2019"
1491,1491,1491,484,11.5173875358071,0.306173489178866,12.2874743326489,11.1266255989049,14.6201232032854,"Kaplan-Meier","HeadNeckSubtypeCancerOropharynx","Both",NA,"Age",NA,"CPRDAurum","2000-2019"
1347,1347,1347,538,9.12282288027044,0.318319113073255,7.76454483230664,6.45311430527036,9.49760438056126,"Kaplan-Meier","HeadNeckSubtypeCancerOropharynx","Both",NA,"Age",NA,"CPRDAurum","2000-2019"
682,682,682,379,6.24195591229191,0.350913494713509,3.36208076659822,2.66392881587953,3.92881587953457,"Kaplan-Meier","HeadNeckSubtypeCancerOropharynx","Both",NA,"Age",NA,"CPRDAurum","2000-2019"
198,198,198,129,3.68090961436848,0.418258666488809,1.4072553045859,1.01848049281314,2.37371663244353,"Kaplan-Meier","HeadNeckSubtypeCancerOropharynx","Both",NA,"Age",NA,"CPRDAurum","2000-2019"
34,34,34,28,0.991483647261821,0.266581035514477,0.446269678302533,0.240930869267625,0.766598220396988,"Kaplan-Meier","HeadNeckSubtypeCancerOropharynx","Both",NA,"Age",NA,"CPRDAurum","2000-2019"
36,36,36,3,16.9259069130732,1.80932297242447,NA,NA,NA,"Kaplan-Meier","HeadNeckSubtypeCancerSalivaryGland","Both",NA,"Age",NA,"CPRDAurum","2000-2019"
80,80,80,5,18.5595217201078,0.594178533458431,NA,NA,NA,"Kaplan-Meier","HeadNeckSubtypeCancerSalivaryGland","Both",NA,"Age",NA,"CPRDAurum","2000-2019"
163,163,163,36,14.1065606073721,0.813279376394262,NA,16.082135523614,NA,"Kaplan-Meier","HeadNeckSubtypeCancerSalivaryGland","Both",NA,"Age",NA,"CPRDAurum","2000-2019"
255,255,255,59,14.6849586594348,0.587433213988006,NA,NA,NA,"Kaplan-Meier","HeadNeckSubtypeCancerSalivaryGland","Both",NA,"Age",NA,"CPRDAurum","2000-2019"
330,330,330,116,11.2647147145444,0.612173145918006,12.8514715947981,10.5681040383299,NA,"Kaplan-Meier","HeadNeckSubtypeCancerSalivaryGland","Both",NA,"Age",NA,"CPRDAurum","2000-2019"
381,381,381,183,7.84179232032667,0.454955019849645,5.33607118412047,4.05749486652977,8.06023271731691,"Kaplan-Meier","HeadNeckSubtypeCancerSalivaryGland","Both",NA,"Age",NA,"CPRDAurum","2000-2019"
259,259,259,165,4.35529127649129,0.434946020040612,2.41752224503765,1.92470910335387,3.17590691307324,"Kaplan-Meier","HeadNeckSubtypeCancerSalivaryGland","Both",NA,"Age",NA,"CPRDAurum","2000-2019"
69,69,69,47,2.20540749138836,0.339791481412341,1.24572210814511,0.845995893223819,2.18480492813142,"Kaplan-Meier","HeadNeckSubtypeCancerSalivaryGland","Both",NA,"Age",NA,"CPRDAurum","2000-2019"
19,19,19,3,15.2699777549624,2.38679190754146,NA,6.35455167693361,NA,"Kaplan-Meier","HeadNeckSubtypeCancerTongueIncidence","Both",NA,"Age",NA,"CPRDAurum","2000-2019"
105,105,105,23,14.4071426456743,1.02796660063517,NA,NA,NA,"Kaplan-Meier","HeadNeckSubtypeCancerTongueIncidence","Both",NA,"Age",NA,"CPRDAurum","2000-2019"
448,448,448,129,13.4518585103696,0.472584251163837,NA,14.5352498288843,NA,"Kaplan-Meier","HeadNeckSubtypeCancerTongueIncidence","Both",NA,"Age",NA,"CPRDAurum","2000-2019"
1199,1199,1199,408,11.6555257750928,0.319904663375423,12.539356605065,10.5817932922656,NA,"Kaplan-Meier","HeadNeckSubtypeCancerTongueIncidence","Both",NA,"Age",NA,"CPRDAurum","2000-2019"
1323,1323,1323,583,9.19862418773581,0.303537386966969,7.01984941820671,5.90554414784394,9.2621492128679,"Kaplan-Meier","HeadNeckSubtypeCancerTongueIncidence","Both",NA,"Age",NA,"CPRDAurum","2000-2019"
853,853,853,442,6.82405638914376,0.345856876953683,4.06570841889117,3.5482546201232,5.07871321013005,"Kaplan-Meier","HeadNeckSubtypeCancerTongueIncidence","Both",NA,"Age",NA,"CPRDAurum","2000-2019"
398,398,398,256,4.28670217570166,0.449052229548362,2.07802874743326,1.51676933607118,2.43394934976044,"Kaplan-Meier","HeadNeckSubtypeCancerTongueIncidence","Both",NA,"Age",NA,"CPRDAurum","2000-2019"
73,73,73,60,1.83634263333483,0.264672278890153,0.766598220396988,0.511978097193703,1.67008898015058,"Kaplan-Meier","HeadNeckSubtypeCancerTongueIncidence","Both",NA,"Age",NA,"CPRDAurum","2000-2019"
3,3,3,2,2.0041067761807,0.431441040709243,2.53251197809719,0.947296372347707,NA,"Kaplan-Meier","HeadNeckSubtypeCancerHypopharynx","Female","30-39","Age*Gender","Female_30-39","CPRDAurum","2000-2019"
10,10,10,9,1.54934976043806,0.475339263933761,0.880219028062971,0.369609856262834,NA,"Kaplan-Meier","HeadNeckSubtypeCancerHypopharynx","Female","40-49","Age*Gender","Female_40-49","CPRDAurum","2000-2019"
69,69,69,40,6.1442595840903,0.769402476193988,2.8993839835729,1.79329226557153,7.98904859685147,"Kaplan-Meier","HeadNeckSubtypeCancerHypopharynx","Female","50-59","Age*Gender","Female_50-59","CPRDAurum","2000-2019"
67,67,67,46,4.82640710075156,0.638116933215883,2.20396988364134,1.34428473648186,6.37645448323066,"Kaplan-Meier","HeadNeckSubtypeCancerHypopharynx","Female","60-69","Age*Gender","Female_60-69","CPRDAurum","2000-2019"
56,56,56,35,5.98561348539971,1.06222999194151,3.03080082135524,1.72758384668036,8.75838466803559,"Kaplan-Meier","HeadNeckSubtypeCancerHypopharynx","Female","70-79","Age*Gender","Female_70-79","CPRDAurum","2000-2019"
34,34,34,27,1.43884173643323,0.300096193396427,0.558521560574949,0.342231348391513,1.9192334017796,"Kaplan-Meier","HeadNeckSubtypeCancerHypopharynx","Female","80-89","Age*Gender","Female_80-89","CPRDAurum","2000-2019"
6,6,6,3,5.71906608867595,4.58442995957247,0.355920602327173,0.227241615331964,NA,"Kaplan-Meier","HeadNeckSubtypeCancerHypopharynx","Female",">=90","Age*Gender","Female_>=90","CPRDAurum","2000-2019"
2,2,2,0,19.9808350444901,0,NA,NA,NA,"Kaplan-Meier","HeadNeckSubtypeCancerHypopharynx","Male","18-29","Age*Gender","Male_18-29","CPRDAurum","2000-2019"
7,7,7,3,10.7702486881132,3.77648391518929,3.16221765913758,1.28952772073922,NA,"Kaplan-Meier","HeadNeckSubtypeCancerHypopharynx","Male","30-39","Age*Gender","Male_30-39","CPRDAurum","2000-2019"
45,45,45,19,9.96690716473613,1.52795728609302,10.5352498288843,4.68446269678302,NA,"Kaplan-Meier","HeadNeckSubtypeCancerHypopharynx","Male","40-49","Age*Gender","Male_40-49","CPRDAurum","2000-2019"
180,180,180,100,7.93478788030993,0.719117652164049,3.69609856262834,2.84462696783025,7.7015742642026,"Kaplan-Meier","HeadNeckSubtypeCancerHypopharynx","Male","50-59","Age*Gender","Male_50-59","CPRDAurum","2000-2019"
306,306,306,195,6.29854906167763,0.50263344136852,2.40657084188912,1.67282683093771,3.59479808350445,"Kaplan-Meier","HeadNeckSubtypeCancerHypopharynx","Male","60-69","Age*Gender","Male_60-69","CPRDAurum","2000-2019"
221,221,221,148,4.55224029823536,0.415509424026729,2.26967830253251,1.81793292265572,3.35386721423682,"Kaplan-Meier","HeadNeckSubtypeCancerHypopharynx","Male","70-79","Age*Gender","Male_70-79","CPRDAurum","2000-2019"
68,68,68,55,2.58022618213426,0.372530559905967,1.60711841204654,0.68993839835729,2.62012320328542,"Kaplan-Meier","HeadNeckSubtypeCancerHypopharynx","Male","80-89","Age*Gender","Male_80-89","CPRDAurum","2000-2019"
7,7,7,7,0.710276718490271,0.22373715014931,0.558521560574949,0.254620123203285,NA,"Kaplan-Meier","HeadNeckSubtypeCancerHypopharynx","Male",">=90","Age*Gender","Male_>=90","CPRDAurum","2000-2019"
7,7,7,0,19.9972621492129,0,NA,NA,NA,"Kaplan-Meier","HeadNeckSubtypeCancerLarynx","Female","18-29","Age*Gender","Female_18-29","CPRDAurum","2000-2019"
36,36,36,4,17.5519062452777,1.13704466463444,NA,NA,NA,"Kaplan-Meier","HeadNeckSubtypeCancerLarynx","Female","30-39","Age*Gender","Female_30-39","CPRDAurum","2000-2019"
65,65,65,14,14.9901681868787,1.1608796482071,NA,NA,NA,"Kaplan-Meier","HeadNeckSubtypeCancerLarynx","Female","40-49","Age*Gender","Female_40-49","CPRDAurum","2000-2019"
194,194,194,59,13.0002071374537,0.724762674238484,NA,12.952772073922,NA,"Kaplan-Meier","HeadNeckSubtypeCancerLarynx","Female","50-59","Age*Gender","Female_50-59","CPRDAurum","2000-2019"
303,303,303,135,9.42992460476274,0.56700221891453,7.94524298425736,6.5160848733744,11.2498288843258,"Kaplan-Meier","HeadNeckSubtypeCancerLarynx","Female","60-69","Age*Gender","Female_60-69","CPRDAurum","2000-2019"
307,307,307,180,6.96778931986506,0.465311129787346,4.46543463381246,3.43600273785079,5.93018480492813,"Kaplan-Meier","HeadNeckSubtypeCancerLarynx","Female","70-79","Age*Gender","Female_70-79","CPRDAurum","2000-2019"
132,132,132,99,4.10660428043599,0.511571275956121,1.64818617385353,1.22381930184805,3.92060232717317,"Kaplan-Meier","HeadNeckSubtypeCancerLarynx","Female","80-89","Age*Gender","Female_80-89","CPRDAurum","2000-2019"
27,27,27,17,3.47203219769496,1.00143192060877,0.662559890485969,0.42984257357974,NA,"Kaplan-Meier","HeadNeckSubtypeCancerLarynx","Female",">=90","Age*Gender","Female_>=90","CPRDAurum","2000-2019"
4,4,4,2,11.3305954825462,4.33339052467392,2.72689938398357,2.6009582477755,NA,"Kaplan-Meier","HeadNeckSubtypeCancerLarynx","Male","18-29","Age*Gender","Male_18-29","CPRDAurum","2000-2019"
23,23,23,4,16.4473126690786,1.5973520198279,NA,NA,NA,"Kaplan-Meier","HeadNeckSubtypeCancerLarynx","Male","30-39","Age*Gender","Male_30-39","CPRDAurum","2000-2019"
221,221,221,72,12.639118099539,0.677969111845915,18.0780287474333,14.8528405201917,NA,"Kaplan-Meier","HeadNeckSubtypeCancerLarynx","Male","40-49","Age*Gender","Male_40-49","CPRDAurum","2000-2019"
817,817,817,332,11.1468616872517,0.339972475997116,11.5619438740589,10.1574264202601,13.4264202600958,"Kaplan-Meier","HeadNeckSubtypeCancerLarynx","Male","50-59","Age*Gender","Male_50-59","CPRDAurum","2000-2019"
1459,1459,1459,703,9.45172261971234,0.241862900289943,8.9719370294319,7.72073921971253,9.99315537303217,"Kaplan-Meier","HeadNeckSubtypeCancerLarynx","Male","60-69","Age*Gender","Male_60-69","CPRDAurum","2000-2019"
1236,1236,1236,722,6.91516354088112,0.2184066561192,5.23477070499658,4.6570841889117,5.73032169746749,"Kaplan-Meier","HeadNeckSubtypeCancerLarynx","Male","70-79","Age*Gender","Male_70-79","CPRDAurum","2000-2019"
561,561,561,379,4.62488369575081,0.245780317622861,3.12662559890486,2.74880219028063,3.83025325119781,"Kaplan-Meier","HeadNeckSubtypeCancerLarynx","Male","80-89","Age*Gender","Male_80-89","CPRDAurum","2000-2019"
61,61,61,44,2.28908468740041,0.323786098705947,1.39356605065024,0.862422997946612,3.09103353867214,"Kaplan-Meier","HeadNeckSubtypeCancerLarynx","Male",">=90","Age*Gender","Male_>=90","CPRDAurum","2000-2019"
4,4,4,0,19.5975359342916,0,NA,NA,NA,"Kaplan-Meier","HeadNeckSubtypeCancerNasalCavitySinus","Female","30-39","Age*Gender","Female_30-39","CPRDAurum","2000-2019"
22,22,22,12,8.06086674592024,1.86533386434882,3.91512662559891,1.53319644079398,NA,"Kaplan-Meier","HeadNeckSubtypeCancerNasalCavitySinus","Female","40-49","Age*Gender","Female_40-49","CPRDAurum","2000-2019"
22,22,22,12,7.81522645816508,1.50176914908162,5.74948665297741,2.7296372347707,NA,"Kaplan-Meier","HeadNeckSubtypeCancerNasalCavitySinus","Female","50-59","Age*Gender","Female_50-59","CPRDAurum","2000-2019"
52,52,52,31,7.14987547391518,1.20530087161685,4.62970568104038,1.99863107460643,7.98631074606434,"Kaplan-Meier","HeadNeckSubtypeCancerNasalCavitySinus","Female","60-69","Age*Gender","Female_60-69","CPRDAurum","2000-2019"
53,53,53,29,7.53013286530233,1.30688435060056,3.14579055441478,1.85626283367556,12.4818617385352,"Kaplan-Meier","HeadNeckSubtypeCancerNasalCavitySinus","Female","70-79","Age*Gender","Female_70-79","CPRDAurum","2000-2019"
37,37,37,29,1.91949174151449,0.343136187746009,0.955509924709103,0.596851471594798,2.17111567419576,"Kaplan-Meier","HeadNeckSubtypeCancerNasalCavitySinus","Female","80-89","Age*Gender","Female_80-89","CPRDAurum","2000-2019"
4,4,4,3,7.00273785078713,3.70488907957241,3.96577686516085,0.48186173853525,NA,"Kaplan-Meier","HeadNeckSubtypeCancerNasalCavitySinus","Female",">=90","Age*Gender","Female_>=90","CPRDAurum","2000-2019"
1,1,1,0,19.5975359342916,0,NA,NA,NA,"Kaplan-Meier","HeadNeckSubtypeCancerNasalCavitySinus","Male","18-29","Age*Gender","Male_18-29","CPRDAurum","2000-2019"
10,10,10,2,15.7716632443532,2.42060001763061,NA,NA,NA,"Kaplan-Meier","HeadNeckSubtypeCancerNasalCavitySinus","Male","30-39","Age*Gender","Male_30-39","CPRDAurum","2000-2019"
29,29,29,11,12.0712847434948,1.73562554175632,NA,6.06707734428474,NA,"Kaplan-Meier","HeadNeckSubtypeCancerNasalCavitySinus","Male","40-49","Age*Gender","Male_40-49","CPRDAurum","2000-2019"
