"records","n.max","n.start","events","rmean","se(rmean)","median","0.95LCL","0.95UCL","Method","Cancer","Gender","Age","Stratification","GenderAge","Database","CalenderYearGp"
100,100,100,11,4.41770464015785,0.164413615615538,NA,NA,NA,"Kaplan-Meier","IncidentHeadNeckCancer","Both",NA,"Age",NA,"CPRDAurum","2000-2004"
356,356,356,49,4.21487667406527,0.102038553696454,NA,NA,NA,"Kaplan-Meier","IncidentHeadNeckCancer","Both",NA,"Age",NA,"CPRDAurum","2000-2004"
944,944,944,200,3.85266516203135,0.0695397853244506,NA,NA,NA,"Kaplan-Meier","IncidentHeadNeckCancer","Both",NA,"Age",NA,"CPRDAurum","2000-2004"
1013,1013,1013,275,3.5099598857499,0.0728482759021989,NA,NA,NA,"Kaplan-Meier","IncidentHeadNeckCancer","Both",NA,"Age",NA,"CPRDAurum","2000-2004"
910,910,910,302,3.26024314222478,0.0775925988363523,4.50376454483231,3.89869952087611,NA,"Kaplan-Meier","IncidentHeadNeckCancer","Both",NA,"Age",NA,"CPRDAurum","2000-2004"
394,394,394,167,2.80979298560526,0.1206745661912,3.24709103353867,2.00136892539357,4.29295003422313,"Kaplan-Meier","IncidentHeadNeckCancer","Both",NA,"Age",NA,"CPRDAurum","2000-2004"
68,68,68,33,2.34566552377778,0.310355469993306,1.51950718685832,0.48186173853525,NA,"Kaplan-Meier","IncidentHeadNeckCancer","Both",NA,"Age",NA,"CPRDAurum","2000-2004"
4,4,4,2,2.72279260780287,1.14016303663215,0.632443531827515,0.26009582477755,NA,"Kaplan-Meier","IncidentLiverCancer","Both",NA,"Age",NA,"CPRDAurum","2000-2004"
13,13,13,6,2.36871127959424,0.751498714753756,1.67830253251198,0.240930869267625,NA,"Kaplan-Meier","IncidentLiverCancer","Both",NA,"Age",NA,"CPRDAurum","2000-2004"
44,44,44,21,2.1678769715374,0.399151005130406,1.41820670773443,0.654346338124572,NA,"Kaplan-Meier","IncidentLiverCancer","Both",NA,"Age",NA,"CPRDAurum","2000-2004"
115,115,115,73,1.41594004899329,0.160010164282981,0.903490759753593,0.68993839835729,1.24572210814511,"Kaplan-Meier","IncidentLiverCancer","Both",NA,"Age",NA,"CPRDAurum","2000-2004"
175,175,175,109,1.68578008511313,0.170391637932463,0.80766598220397,0.605065023956194,1.11978097193703,"Kaplan-Meier","IncidentLiverCancer","Both",NA,"Age",NA,"CPRDAurum","2000-2004"
240,240,240,176,1.07743588438784,0.124174042264885,0.31211498973306,0.243668720054757,0.501026694045175,"Kaplan-Meier","IncidentLiverCancer","Both",NA,"Age",NA,"CPRDAurum","2000-2004"
113,113,113,80,1.08958740358488,0.201150403782994,0.265571526351814,0.202600958247775,0.509240246406571,"Kaplan-Meier","IncidentLiverCancer","Both",NA,"Age",NA,"CPRDAurum","2000-2004"
17,17,17,9,2.06653782662963,0.66629321979485,0.16974674880219,0.0383299110198494,NA,"Kaplan-Meier","IncidentLiverCancer","Both",NA,"Age",NA,"CPRDAurum","2000-2004"
5,5,5,1,3.84325804243669,1.00117515878981,NA,0.375085557837098,NA,"Kaplan-Meier","IncidentLungCancer","Both",NA,"Age",NA,"CPRDAurum","2000-2004"
55,55,55,29,2.11902892374514,0.32776912134101,0.906228610540726,0.605065023956194,NA,"Kaplan-Meier","IncidentLungCancer","Both",NA,"Age",NA,"CPRDAurum","2000-2004"
362,362,362,213,1.66939380459105,0.12331238014221,0.761122518822724,0.626967830253251,1.00479123887748,"Kaplan-Meier","IncidentLungCancer","Both",NA,"Age",NA,"CPRDAurum","2000-2004"
1567,1567,1567,995,1.52091825005206,0.0536647096620657,0.744695414099932,0.678986995208761,0.824093086926763,"Kaplan-Meier","IncidentLungCancer","Both",NA,"Age",NA,"CPRDAurum","2000-2004"
3336,3336,3336,2185,1.43848896925641,0.0356833900656165,0.70362765229295,0.659822039698836,0.75564681724846,"Kaplan-Meier","IncidentLungCancer","Both",NA,"Age",NA,"CPRDAurum","2000-2004"
4832,4832,4832,3404,1.20282780196548,0.0270444062624018,0.531143052703628,0.49555099247091,0.566735112936345,"Kaplan-Meier","IncidentLungCancer","Both",NA,"Age",NA,"CPRDAurum","2000-2004"
2311,2311,2311,1706,0.927669729681422,0.0349047749990322,0.372347707049966,0.336755646817248,0.402464065708419,"Kaplan-Meier","IncidentLungCancer","Both",NA,"Age",NA,"CPRDAurum","2000-2004"
216,216,216,157,0.772012363164767,0.106555414160642,0.344969199178645,0.271047227926078,0.558521560574949,"Kaplan-Meier","IncidentLungCancer","Both",NA,"Age",NA,"CPRDAurum","2000-2004"
3,3,3,2,1.80971937029432,1.30274204613469,0.298425735797399,0.131416837782341,NA,"Kaplan-Meier","IncidentPancreaticCancer","Both",NA,"Age",NA,"CPRDAurum","2000-2004"
19,19,19,7,3.05292102136369,0.579503956476343,NA,0.402464065708419,NA,"Kaplan-Meier","IncidentPancreaticCancer","Both",NA,"Age",NA,"CPRDAurum","2000-2004"
116,116,116,69,1.90317376850165,0.215397897743087,0.728268309377139,0.588637919233402,1.21013004791239,"Kaplan-Meier","IncidentPancreaticCancer","Both",NA,"Age",NA,"CPRDAurum","2000-2004"
384,384,384,266,1.28447629401673,0.0985204344469264,0.58590006844627,0.479123887748118,0.695414099931554,"Kaplan-Meier","IncidentPancreaticCancer","Both",NA,"Age",NA,"CPRDAurum","2000-2004"
739,739,739,524,1.17680435255117,0.0717354300229986,0.440793976728268,0.386036960985626,0.520191649555099,"Kaplan-Meier","IncidentPancreaticCancer","Both",NA,"Age",NA,"CPRDAurum","2000-2004"
1031,1031,1031,812,0.890974514781946,0.049761299394765,0.331279945242984,0.287474332648871,0.366872005475702,"Kaplan-Meier","IncidentPancreaticCancer","Both",NA,"Age",NA,"CPRDAurum","2000-2004"
715,715,715,586,0.695878134288274,0.0550177435712687,0.238193018480493,0.216290212183436,0.265571526351814,"Kaplan-Meier","IncidentPancreaticCancer","Both",NA,"Age",NA,"CPRDAurum","2000-2004"
126,126,126,100,0.819024210393867,0.156861096512425,0.210814510609172,0.114989733059548,0.31211498973306,"Kaplan-Meier","IncidentPancreaticCancer","Both",NA,"Age",NA,"CPRDAurum","2000-2004"
1,1,1,0,4.99931553730322,0,NA,NA,NA,"Kaplan-Meier","IncidentProstateCancer","Both",NA,"Age",NA,"CPRDAurum","2000-2004"
4,4,4,0,4.99931553730322,0,NA,NA,NA,"Kaplan-Meier","IncidentProstateCancer","Both",NA,"Age",NA,"CPRDAurum","2000-2004"
105,105,105,11,4.41126724195447,0.164141550873569,NA,NA,NA,"Kaplan-Meier","IncidentProstateCancer","Both",NA,"Age",NA,"CPRDAurum","2000-2004"
1973,1973,1973,122,4.63111384550745,0.0320058561046765,NA,NA,NA,"Kaplan-Meier","IncidentProstateCancer","Both",NA,"Age",NA,"CPRDAurum","2000-2004"
7054,7054,7054,636,4.49069002737369,0.0188715773310679,NA,NA,NA,"Kaplan-Meier","IncidentProstateCancer","Both",NA,"Age",NA,"CPRDAurum","2000-2004"
10103,10103,10103,1547,4.17151125616267,0.0186886816804333,NA,NA,NA,"Kaplan-Meier","IncidentProstateCancer","Both",NA,"Age",NA,"CPRDAurum","2000-2004"
5218,5218,5218,1529,3.37706787799314,0.0318280864335508,4.01916495550992,3.80835044490075,4.26557152635181,"Kaplan-Meier","IncidentProstateCancer","Both",NA,"Age",NA,"CPRDAurum","2000-2004"
641,641,641,284,2.55519535169052,0.0919366555811171,2.29158110882957,2.05612594113621,2.66392881587953,"Kaplan-Meier","IncidentProstateCancer","Both",NA,"Age",NA,"CPRDAurum","2000-2004"
8,8,8,0,4.99931553730322,0,NA,NA,NA,"Kaplan-Meier","IncidentStomachCancer","Both",NA,"Age",NA,"CPRDAurum","2000-2004"
37,37,37,16,2.56797081970555,0.426219857746211,0.974674880219028,0.717316906228611,NA,"Kaplan-Meier","IncidentStomachCancer","Both",NA,"Age",NA,"CPRDAurum","2000-2004"
100,100,100,52,2.09369941829415,0.241119437620324,1.21834360027379,0.908966461327858,2.64202600958248,"Kaplan-Meier","IncidentStomachCancer","Both",NA,"Age",NA,"CPRDAurum","2000-2004"
249,249,249,135,2.23815472067133,0.145437793000667,1.2703627652293,0.985626283367556,1.71663244353183,"Kaplan-Meier","IncidentStomachCancer","Both",NA,"Age",NA,"CPRDAurum","2000-2004"
651,651,651,387,1.89486877153008,0.089858047424057,0.933607118412047,0.82135523613963,1.14989733059548,"Kaplan-Meier","IncidentStomachCancer","Both",NA,"Age",NA,"CPRDAurum","2000-2004"
1161,1161,1161,765,1.5733519890495,0.061893174165678,0.670773442847365,0.618754277891855,0.788501026694045,"Kaplan-Meier","IncidentStomachCancer","Both",NA,"Age",NA,"CPRDAurum","2000-2004"
857,857,857,608,1.18914219034309,0.0646623687954584,0.490075290896646,0.421629021218344,0.563997262149213,"Kaplan-Meier","IncidentStomachCancer","Both",NA,"Age",NA,"CPRDAurum","2000-2004"
131,131,131,92,1.17666215399482,0.171739016677004,0.303901437371663,0.205338809034908,0.65160848733744,"Kaplan-Meier","IncidentStomachCancer","Both",NA,"Age",NA,"CPRDAurum","2000-2004"
71,71,71,6,4.50939358256014,0.186688438087931,NA,NA,NA,"Kaplan-Meier","IncidentBreastCancer","Female","18-29","Age*Gender","Female_18-29","CPRDAurum","2000-2004"
1391,1391,1391,109,4.5504687885338,0.0403454299582834,NA,NA,NA,"Kaplan-Meier","IncidentBreastCancer","Female","30-39","Age*Gender","Female_30-39","CPRDAurum","2000-2004"
4198,4198,4198,221,4.70128982819735,0.0192671914077408,NA,NA,NA,"Kaplan-Meier","IncidentBreastCancer","Female","40-49","Age*Gender","Female_40-49","CPRDAurum","2000-2004"
8422,8422,8422,500,4.68055163457797,0.013687938236915,NA,NA,NA,"Kaplan-Meier","IncidentBreastCancer","Female","50-59","Age*Gender","Female_50-59","CPRDAurum","2000-2004"
7001,7001,7001,518,4.58377041844737,0.0173450766812528,NA,NA,NA,"Kaplan-Meier","IncidentBreastCancer","Female","60-69","Age*Gender","Female_60-69","CPRDAurum","2000-2004"
5729,5729,5729,809,4.24609543850032,0.0238319077279982,NA,NA,NA,"Kaplan-Meier","IncidentBreastCancer","Female","70-79","Age*Gender","Female_70-79","CPRDAurum","2000-2004"
3796,3796,3796,957,3.58818489355607,0.0370347538773662,4.90075290896646,4.73100616016427,NA,"Kaplan-Meier","IncidentBreastCancer","Female","80-89","Age*Gender","Female_80-89","CPRDAurum","2000-2004"
933,933,933,372,2.66226397563603,0.0811330939857205,2.62559890485969,2.29158110882957,2.9678302532512,"Kaplan-Meier","IncidentBreastCancer","Female",">=90","Age*Gender","Female_>=90","CPRDAurum","2000-2004"
5,5,5,0,4.99931553730322,0,NA,NA,NA,"Kaplan-Meier","IncidentBreastCancer","Male","30-39","Age*Gender","Male_30-39","CPRDAurum","2000-2004"
15,15,15,0,4.99931553730322,0,NA,NA,NA,"Kaplan-Meier","IncidentBreastCancer","Male","40-49","Age*Gender","Male_40-49","CPRDAurum","2000-2004"
31,31,31,3,4.41586710830807,0.305107075924391,NA,NA,NA,"Kaplan-Meier","IncidentBreastCancer","Male","50-59","Age*Gender","Male_50-59","CPRDAurum","2000-2004"
53,53,53,2,4.77491951225695,0.153843300309474,NA,NA,NA,"Kaplan-Meier","IncidentBreastCancer","Male","60-69","Age*Gender","Male_60-69","CPRDAurum","2000-2004"
60,60,60,4,4.66164614612812,0.160820797361073,NA,NA,NA,"Kaplan-Meier","IncidentBreastCancer","Male","70-79","Age*Gender","Male_70-79","CPRDAurum","2000-2004"
28,28,28,7,3.52649004072061,0.447153205069244,NA,2.55715263518138,NA,"Kaplan-Meier","IncidentBreastCancer","Male","80-89","Age*Gender","Male_80-89","CPRDAurum","2000-2004"
5,5,5,0,4.99931553730322,0,NA,NA,NA,"Kaplan-Meier","IncidentBreastCancer","Male",">=90","Age*Gender","Male_>=90","CPRDAurum","2000-2004"
22,22,22,3,4.10882605872339,0.458205514780757,NA,NA,NA,"Kaplan-Meier","IncidentColorectalCancer","Female","18-29","Age*Gender","Female_18-29","CPRDAurum","2000-2004"
98,98,98,16,4.12381133962895,0.197311759331226,NA,NA,NA,"Kaplan-Meier","IncidentColorectalCancer","Female","30-39","Age*Gender","Female_30-39","CPRDAurum","2000-2004"
341,341,341,61,4.03072961713979,0.109188644630565,NA,NA,NA,"Kaplan-Meier","IncidentColorectalCancer","Female","40-49","Age*Gender","Female_40-49","CPRDAurum","2000-2004"
1026,1026,1026,211,3.88203482496961,0.0660220453576876,NA,NA,NA,"Kaplan-Meier","IncidentColorectalCancer","Female","50-59","Age*Gender","Female_50-59","CPRDAurum","2000-2004"
1832,1832,1832,460,3.67431295890846,0.0517122439638996,NA,NA,NA,"Kaplan-Meier","IncidentColorectalCancer","Female","60-69","Age*Gender","Female_60-69","CPRDAurum","2000-2004"
2865,2865,2865,853,3.44815669079713,0.0428640054618131,NA,NA,NA,"Kaplan-Meier","IncidentColorectalCancer","Female","70-79","Age*Gender","Female_70-79","CPRDAurum","2000-2004"
2150,2150,2150,799,2.97519890615267,0.0536037403262916,3.44695414099932,2.97604380561259,4.68446269678302,"Kaplan-Meier","IncidentColorectalCancer","Female","80-89","Age*Gender","Female_80-89","CPRDAurum","2000-2004"
443,443,443,242,1.89929796527794,0.117167346575002,1.02121834360027,0.783025325119781,1.39356605065024,"Kaplan-Meier","IncidentColorectalCancer","Female",">=90","Age*Gender","Female_>=90","CPRDAurum","2000-2004"
20,20,20,4,3.98105961188205,0.447863403759549,NA,NA,NA,"Kaplan-Meier","IncidentColorectalCancer","Male","18-29","Age*Gender","Male_18-29","CPRDAurum","2000-2004"
101,101,101,21,3.72072713274719,0.237868088134469,NA,NA,NA,"Kaplan-Meier","IncidentColorectalCancer","Male","30-39","Age*Gender","Male_30-39","CPRDAurum","2000-2004"
358,358,358,81,3.77542025777323,0.114363988680241,NA,NA,NA,"Kaplan-Meier","IncidentColorectalCancer","Male","40-49","Age*Gender","Male_40-49","CPRDAurum","2000-2004"
1437,1437,1437,324,3.79190255823727,0.0566468857580616,NA,NA,NA,"Kaplan-Meier","IncidentColorectalCancer","Male","50-59","Age*Gender","Male_50-59","CPRDAurum","2000-2004"
2884,2884,2884,780,3.57523287244324,0.0415482912487493,NA,4.96098562628337,NA,"Kaplan-Meier","IncidentColorectalCancer","Male","60-69","Age*Gender","Male_60-69","CPRDAurum","2000-2004"
3762,3762,3762,1197,3.3173804495469,0.0380051485660563,4.70088980150582,4.41889117043121,NA,"Kaplan-Meier","IncidentColorectalCancer","Male","70-79","Age*Gender","Male_70-79","CPRDAurum","2000-2004"
1869,1869,1869,816,2.62799277270695,0.0567167982587741,2.26694045174538,2.0643394934976,2.68309377138946,"Kaplan-Meier","IncidentColorectalCancer","Male","80-89","Age*Gender","Male_80-89","CPRDAurum","2000-2004"
187,187,187,113,1.6784492182218,0.147505944023303,1.05133470225873,0.602327173169062,1.45379876796715,"Kaplan-Meier","IncidentColorectalCancer","Male",">=90","Age*Gender","Male_>=90","CPRDAurum","2000-2004"
3,3,3,1,3.56833219256217,1.16839300834558,NA,0.706365503080082,NA,"Kaplan-Meier","IncidentEsophagealCancer","Female","18-29","Age*Gender","Female_18-29","CPRDAurum","2000-2004"
7,7,7,2,3.73579739904175,0.672668752314595,3.86036960985626,1.65366187542779,NA,"Kaplan-Meier","IncidentEsophagealCancer","Female","30-39","Age*Gender","Female_30-39","CPRDAurum","2000-2004"
50,50,50,22,2.68056215252636,0.350129452531642,2.94045174537988,1.34428473648186,NA,"Kaplan-Meier","IncidentEsophagealCancer","Female","40-49","Age*Gender","Female_40-49","CPRDAurum","2000-2004"
184,184,184,97,2.28729717901837,0.172745587690572,1.31416837782341,1.07871321013005,1.92197125256674,"Kaplan-Meier","IncidentEsophagealCancer","Female","50-59","Age*Gender","Female_50-59","CPRDAurum","2000-2004"
317,317,317,182,2.08126150185255,0.125700894891489,1.1088295687885,0.950034223134839,1.50308008213552,"Kaplan-Meier","IncidentEsophagealCancer","Female","60-69","Age*Gender","Female_60-69","CPRDAurum","2000-2004"
581,581,581,393,1.42005958923144,0.0818058715835089,0.698151950718686,0.618754277891855,0.824093086926763,"Kaplan-Meier","IncidentEsophagealCancer","Female","70-79","Age*Gender","Female_70-79","CPRDAurum","2000-2004"
523,523,523,399,0.932010564471004,0.070246842134517,0.410677618069815,0.350444900752909,0.473648186173854,"Kaplan-Meier","IncidentEsophagealCancer","Female","80-89","Age*Gender","Female_80-89","CPRDAurum","2000-2004"
123,123,123,96,0.687720699015791,0.122242749488315,0.298425735797399,0.243668720054757,0.446269678302533,"Kaplan-Meier","IncidentEsophagealCancer","Female",">=90","Age*Gender","Female_>=90","CPRDAurum","2000-2004"
2,2,2,2,0.0999315537303217,0.0300072692905996,0.0999315537303217,0.0574948665297741,NA,"Kaplan-Meier","IncidentEsophagealCancer","Male","18-29","Age*Gender","Male_18-29","CPRDAurum","2000-2004"
22,22,22,11,2.19658648809759,0.496673352897468,1.99863107460643,1.00479123887748,NA,"Kaplan-Meier","IncidentEsophagealCancer","Male","30-39","Age*Gender","Male_30-39","CPRDAurum","2000-2004"
121,121,121,68,1.88325927046119,0.2081804069515,0.982888432580424,0.714579055441478,1.71937029431896,"Kaplan-Meier","IncidentEsophagealCancer","Male","40-49","Age*Gender","Male_40-49","CPRDAurum","2000-2004"
564,564,564,321,1.91198308315556,0.0949644046582526,1.08966461327858,0.958247775496235,1.24572210814511,"Kaplan-Meier","IncidentEsophagealCancer","Male","50-59","Age*Gender","Male_50-59","CPRDAurum","2000-2004"
915,915,915,550,1.79333558015621,0.0728882025988562,0.960985626283368,0.865160848733744,1.08966461327858,"Kaplan-Meier","IncidentEsophagealCancer","Male","60-69","Age*Gender","Male_60-69","CPRDAurum","2000-2004"
1130,1130,1130,771,1.37966955930764,0.0571375839203233,0.695414099931554,0.648870636550308,0.804928131416838,"Kaplan-Meier","IncidentEsophagealCancer","Male","70-79","Age*Gender","Male_70-79","CPRDAurum","2000-2004"
