"Cancer","0","1","2","3","4","Method","Age","Gender","Stratification","GenderAge","Database","CalenderYearGp"
"IncidentColorectalCancer","42","26","17","8","<5","Kaplan-Meier","<30","Both","Age",NA,"CPRDAurum","2000-2004"
"IncidentColorectalCancer","199","120","70","33","18","Kaplan-Meier","30-39","Both","Age",NA,"CPRDAurum","2000-2004"
"IncidentColorectalCancer","699","461","289","165","82","Kaplan-Meier","40-49","Both","Age",NA,"CPRDAurum","2000-2004"
"IncidentColorectalCancer","2463","1600","1003","578","257","Kaplan-Meier","50-59","Both","Age",NA,"CPRDAurum","2000-2004"
"IncidentColorectalCancer","4716","2913","1836","1074","489","Kaplan-Meier","60-69","Both","Age",NA,"CPRDAurum","2000-2004"
"IncidentColorectalCancer","6627","3883","2464","1371","638","Kaplan-Meier","70-79","Both","Age",NA,"CPRDAurum","2000-2004"
"IncidentColorectalCancer","4019","1983","1101","557","229","Kaplan-Meier","80-89","Both","Age",NA,"CPRDAurum","2000-2004"
"IncidentColorectalCancer","630","205","108","53","18","Kaplan-Meier",">=90","Both","Age",NA,"CPRDAurum","2000-2004"
"IncidentEsophagealCancer","<5","<5","<5","<5","<5","Kaplan-Meier","<30","Both","Age",NA,"CPRDAurum","2000-2004"
"IncidentEsophagealCancer","29","18","6","<5","<5","Kaplan-Meier","30-39","Both","Age",NA,"CPRDAurum","2000-2004"
"IncidentEsophagealCancer","171","67","34","10","<5","Kaplan-Meier","40-49","Both","Age",NA,"CPRDAurum","2000-2004"
"IncidentEsophagealCancer","748","292","128","67","23","Kaplan-Meier","50-59","Both","Age",NA,"CPRDAurum","2000-2004"
"IncidentEsophagealCancer","1232","461","206","96","40","Kaplan-Meier","60-69","Both","Age",NA,"CPRDAurum","2000-2004"
"IncidentEsophagealCancer","1711","496","177","80","27","Kaplan-Meier","70-79","Both","Age",NA,"CPRDAurum","2000-2004"
"IncidentEsophagealCancer","1121","221","66","30","12","Kaplan-Meier","80-89","Both","Age",NA,"CPRDAurum","2000-2004"
"IncidentEsophagealCancer","188","16","6","<5","<5","Kaplan-Meier",">=90","Both","Age",NA,"CPRDAurum","2000-2004"
"IncidentHeadNeckCancer","27","16","10","6","<5","Kaplan-Meier","<30","Both","Age",NA,"CPRDAurum","2000-2004"
"IncidentHeadNeckCancer","100","67","44","25","8","Kaplan-Meier","30-39","Both","Age",NA,"CPRDAurum","2000-2004"
"IncidentHeadNeckCancer","356","223","132","85","35","Kaplan-Meier","40-49","Both","Age",NA,"CPRDAurum","2000-2004"
"IncidentHeadNeckCancer","944","607","364","214","99","Kaplan-Meier","50-59","Both","Age",NA,"CPRDAurum","2000-2004"
"IncidentHeadNeckCancer","1013","584","354","212","87","Kaplan-Meier","60-69","Both","Age",NA,"CPRDAurum","2000-2004"
"IncidentHeadNeckCancer","910","528","325","181","69","Kaplan-Meier","70-79","Both","Age",NA,"CPRDAurum","2000-2004"
"IncidentHeadNeckCancer","394","199","117","70","29","Kaplan-Meier","80-89","Both","Age",NA,"CPRDAurum","2000-2004"
"IncidentHeadNeckCancer","68","25","13","7","<5","Kaplan-Meier",">=90","Both","Age",NA,"CPRDAurum","2000-2004"
"IncidentLiverCancer","<5","<5","<5","<5","<5","Kaplan-Meier","<30","Both","Age",NA,"CPRDAurum","2000-2004"
"IncidentLiverCancer","13","<5","<5","<5","0","Kaplan-Meier","30-39","Both","Age",NA,"CPRDAurum","2000-2004"
"IncidentLiverCancer","44","14","9","<5","<5","Kaplan-Meier","40-49","Both","Age",NA,"CPRDAurum","2000-2004"
"IncidentLiverCancer","115","34","12","10","<5","Kaplan-Meier","50-59","Both","Age",NA,"CPRDAurum","2000-2004"
"IncidentLiverCancer","175","54","26","15","10","Kaplan-Meier","60-69","Both","Age",NA,"CPRDAurum","2000-2004"
"IncidentLiverCancer","240","46","18","9","<5","Kaplan-Meier","70-79","Both","Age",NA,"CPRDAurum","2000-2004"
"IncidentLiverCancer","113","19","<5","<5","<5","Kaplan-Meier","80-89","Both","Age",NA,"CPRDAurum","2000-2004"
"IncidentLiverCancer","17","0","0","0","0","Kaplan-Meier",">=90","Both","Age",NA,"CPRDAurum","2000-2004"
"IncidentLungCancer","<5","<5","<5","<5","<5","Kaplan-Meier","<30","Both","Age",NA,"CPRDAurum","2000-2004"
"IncidentLungCancer","55","17","10","<5","<5","Kaplan-Meier","30-39","Both","Age",NA,"CPRDAurum","2000-2004"
"IncidentLungCancer","362","107","43","14","6","Kaplan-Meier","40-49","Both","Age",NA,"CPRDAurum","2000-2004"
"IncidentLungCancer","1567","437","185","82","31","Kaplan-Meier","50-59","Both","Age",NA,"CPRDAurum","2000-2004"
"IncidentLungCancer","3336","903","367","159","77","Kaplan-Meier","60-69","Both","Age",NA,"CPRDAurum","2000-2004"
"IncidentLungCancer","4832","1122","440","191","65","Kaplan-Meier","70-79","Both","Age",NA,"CPRDAurum","2000-2004"
"IncidentLungCancer","2311","402","116","50","13","Kaplan-Meier","80-89","Both","Age",NA,"CPRDAurum","2000-2004"
"IncidentLungCancer","216","32","<5","0","0","Kaplan-Meier",">=90","Both","Age",NA,"CPRDAurum","2000-2004"
"IncidentPancreaticCancer","<5","<5","<5","<5","0","Kaplan-Meier","<30","Both","Age",NA,"CPRDAurum","2000-2004"
"IncidentPancreaticCancer","19","6","<5","<5","<5","Kaplan-Meier","30-39","Both","Age",NA,"CPRDAurum","2000-2004"
"IncidentPancreaticCancer","116","35","18","10","6","Kaplan-Meier","40-49","Both","Age",NA,"CPRDAurum","2000-2004"
"IncidentPancreaticCancer","384","99","37","16","7","Kaplan-Meier","50-59","Both","Age",NA,"CPRDAurum","2000-2004"
"IncidentPancreaticCancer","739","151","61","30","14","Kaplan-Meier","60-69","Both","Age",NA,"CPRDAurum","2000-2004"
"IncidentPancreaticCancer","1031","167","75","37","14","Kaplan-Meier","70-79","Both","Age",NA,"CPRDAurum","2000-2004"
"IncidentPancreaticCancer","715","87","33","12","<5","Kaplan-Meier","80-89","Both","Age",NA,"CPRDAurum","2000-2004"
"IncidentPancreaticCancer","126","11","6","<5","0","Kaplan-Meier",">=90","Both","Age",NA,"CPRDAurum","2000-2004"
"IncidentProstateCancer","<5","<5","<5","0","0","Kaplan-Meier","<30","Both","Age",NA,"CPRDAurum","2000-2004"
"IncidentProstateCancer","<5","<5","<5","<5","0","Kaplan-Meier","30-39","Both","Age",NA,"CPRDAurum","2000-2004"
"IncidentProstateCancer","105","70","44","25","10","Kaplan-Meier","40-49","Both","Age",NA,"CPRDAurum","2000-2004"
"IncidentProstateCancer","1973","1368","879","489","195","Kaplan-Meier","50-59","Both","Age",NA,"CPRDAurum","2000-2004"
"IncidentProstateCancer","7054","5008","3331","1916","772","Kaplan-Meier","60-69","Both","Age",NA,"CPRDAurum","2000-2004"
"IncidentProstateCancer","10103","7099","4636","2666","1115","Kaplan-Meier","70-79","Both","Age",NA,"CPRDAurum","2000-2004"
"IncidentProstateCancer","5218","3242","1931","965","354","Kaplan-Meier","80-89","Both","Age",NA,"CPRDAurum","2000-2004"
"IncidentProstateCancer","641","330","169","76","23","Kaplan-Meier",">=90","Both","Age",NA,"CPRDAurum","2000-2004"
"IncidentStomachCancer","8","<5","<5","0","0","Kaplan-Meier","<30","Both","Age",NA,"CPRDAurum","2000-2004"
"IncidentStomachCancer","37","11","9","<5","<5","Kaplan-Meier","30-39","Both","Age",NA,"CPRDAurum","2000-2004"
"IncidentStomachCancer","100","39","19","8","<5","Kaplan-Meier","40-49","Both","Age",NA,"CPRDAurum","2000-2004"
"IncidentStomachCancer","249","103","55","39","22","Kaplan-Meier","50-59","Both","Age",NA,"CPRDAurum","2000-2004"
"IncidentStomachCancer","651","236","110","64","25","Kaplan-Meier","60-69","Both","Age",NA,"CPRDAurum","2000-2004"
"IncidentStomachCancer","1161","352","167","82","36","Kaplan-Meier","70-79","Both","Age",NA,"CPRDAurum","2000-2004"
"IncidentStomachCancer","857","185","85","42","12","Kaplan-Meier","80-89","Both","Age",NA,"CPRDAurum","2000-2004"
"IncidentStomachCancer","131","26","11","7","<5","Kaplan-Meier",">=90","Both","Age",NA,"CPRDAurum","2000-2004"
"IncidentBreastCancer","71","51","33","18","11","Kaplan-Meier","18-29","Female","Age*Gender","Female_18-29","CPRDAurum","2000-2004"
"IncidentBreastCancer","1391","1002","662","388","167","Kaplan-Meier","30-39","Female","Age*Gender","Female_30-39","CPRDAurum","2000-2004"
"IncidentBreastCancer","4198","3029","2042","1215","572","Kaplan-Meier","40-49","Female","Age*Gender","Female_40-49","CPRDAurum","2000-2004"
"IncidentBreastCancer","8422","6203","4249","2604","1191","Kaplan-Meier","50-59","Female","Age*Gender","Female_50-59","CPRDAurum","2000-2004"
"IncidentBreastCancer","7001","4892","3211","1928","929","Kaplan-Meier","60-69","Female","Age*Gender","Female_60-69","CPRDAurum","2000-2004"
"IncidentBreastCancer","5729","4006","2674","1609","747","Kaplan-Meier","70-79","Female","Age*Gender","Female_70-79","CPRDAurum","2000-2004"
"IncidentBreastCancer","3796","2369","1395","754","276","Kaplan-Meier","80-89","Female","Age*Gender","Female_80-89","CPRDAurum","2000-2004"
"IncidentBreastCancer","933","446","223","104","36","Kaplan-Meier",">=90","Female","Age*Gender","Female_>=90","CPRDAurum","2000-2004"
"IncidentBreastCancer","0","0","0","0","0","Kaplan-Meier","18-29","Male","Age*Gender","Male_18-29","CPRDAurum","2000-2004"
"IncidentBreastCancer","<5","<5","<5","<5","0","Kaplan-Meier","30-39","Male","Age*Gender","Male_30-39","CPRDAurum","2000-2004"
"IncidentBreastCancer","15","11","7","<5","<5","Kaplan-Meier","40-49","Male","Age*Gender","Male_40-49","CPRDAurum","2000-2004"
"IncidentBreastCancer","31","21","14","8","<5","Kaplan-Meier","50-59","Male","Age*Gender","Male_50-59","CPRDAurum","2000-2004"
"IncidentBreastCancer","53","39","24","14","<5","Kaplan-Meier","60-69","Male","Age*Gender","Male_60-69","CPRDAurum","2000-2004"
"IncidentBreastCancer","60","47","31","25","11","Kaplan-Meier","70-79","Male","Age*Gender","Male_70-79","CPRDAurum","2000-2004"
"IncidentBreastCancer","28","17","10","<5","<5","Kaplan-Meier","80-89","Male","Age*Gender","Male_80-89","CPRDAurum","2000-2004"
"IncidentBreastCancer","<5","<5","<5","<5","<5","Kaplan-Meier",">=90","Male","Age*Gender","Male_>=90","CPRDAurum","2000-2004"
"IncidentColorectalCancer","22","12","10","<5","<5","Kaplan-Meier","18-29","Female","Age*Gender","Female_18-29","CPRDAurum","2000-2004"
"IncidentColorectalCancer","98","63","38","19","11","Kaplan-Meier","30-39","Female","Age*Gender","Female_30-39","CPRDAurum","2000-2004"
"IncidentColorectalCancer","341","231","142","80","43","Kaplan-Meier","40-49","Female","Age*Gender","Female_40-49","CPRDAurum","2000-2004"
"IncidentColorectalCancer","1026","667","422","231","96","Kaplan-Meier","50-59","Female","Age*Gender","Female_50-59","CPRDAurum","2000-2004"
"IncidentColorectalCancer","1832","1116","707","422","196","Kaplan-Meier","60-69","Female","Age*Gender","Female_60-69","CPRDAurum","2000-2004"
"IncidentColorectalCancer","2865","1692","1099","622","298","Kaplan-Meier","70-79","Female","Age*Gender","Female_70-79","CPRDAurum","2000-2004"
"IncidentColorectalCancer","2150","1073","619","320","133","Kaplan-Meier","80-89","Female","Age*Gender","Female_80-89","CPRDAurum","2000-2004"
"IncidentColorectalCancer","443","140","75","36","12","Kaplan-Meier",">=90","Female","Age*Gender","Female_>=90","CPRDAurum","2000-2004"
"IncidentColorectalCancer","20","14","7","<5","<5","Kaplan-Meier","18-29","Male","Age*Gender","Male_18-29","CPRDAurum","2000-2004"
"IncidentColorectalCancer","101","57","32","14","7","Kaplan-Meier","30-39","Male","Age*Gender","Male_30-39","CPRDAurum","2000-2004"
"IncidentColorectalCancer","358","230","147","85","39","Kaplan-Meier","40-49","Male","Age*Gender","Male_40-49","CPRDAurum","2000-2004"
"IncidentColorectalCancer","1437","933","581","347","161","Kaplan-Meier","50-59","Male","Age*Gender","Male_50-59","CPRDAurum","2000-2004"
"IncidentColorectalCancer","2884","1797","1129","652","293","Kaplan-Meier","60-69","Male","Age*Gender","Male_60-69","CPRDAurum","2000-2004"
"IncidentColorectalCancer","3762","2191","1365","749","340","Kaplan-Meier","70-79","Male","Age*Gender","Male_70-79","CPRDAurum","2000-2004"
"IncidentColorectalCancer","1869","910","482","237","96","Kaplan-Meier","80-89","Male","Age*Gender","Male_80-89","CPRDAurum","2000-2004"
"IncidentColorectalCancer","187","65","33","17","6","Kaplan-Meier",">=90","Male","Age*Gender","Male_>=90","CPRDAurum","2000-2004"
"IncidentEsophagealCancer","<5","<5","<5","<5","<5","Kaplan-Meier","18-29","Female","Age*Gender","Female_18-29","CPRDAurum","2000-2004"
"IncidentEsophagealCancer","7","7","<5","<5","<5","Kaplan-Meier","30-39","Female","Age*Gender","Female_30-39","CPRDAurum","2000-2004"
"IncidentEsophagealCancer","50","25","13","<5","<5","Kaplan-Meier","40-49","Female","Age*Gender","Female_40-49","CPRDAurum","2000-2004"
"IncidentEsophagealCancer","184","85","39","23","9","Kaplan-Meier","50-59","Female","Age*Gender","Female_50-59","CPRDAurum","2000-2004"
"IncidentEsophagealCancer","317","131","69","34","14","Kaplan-Meier","60-69","Female","Age*Gender","Female_60-69","CPRDAurum","2000-2004"
"IncidentEsophagealCancer","581","164","53","28","10","Kaplan-Meier","70-79","Female","Age*Gender","Female_70-79","CPRDAurum","2000-2004"
"IncidentEsophagealCancer","523","91","27","17","7","Kaplan-Meier","80-89","Female","Age*Gender","Female_80-89","CPRDAurum","2000-2004"
"IncidentEsophagealCancer","123","10","<5","0","0","Kaplan-Meier",">=90","Female","Age*Gender","Female_>=90","CPRDAurum","2000-2004"
"IncidentEsophagealCancer","<5","0","0","0","0","Kaplan-Meier","18-29","Male","Age*Gender","Male_18-29","CPRDAurum","2000-2004"
"IncidentEsophagealCancer","22","11","<5","<5","0","Kaplan-Meier","30-39","Male","Age*Gender","Male_30-39","CPRDAurum","2000-2004"
"IncidentEsophagealCancer","121","42","21","6","<5","Kaplan-Meier","40-49","Male","Age*Gender","Male_40-49","CPRDAurum","2000-2004"
"IncidentEsophagealCancer","564","207","89","44","14","Kaplan-Meier","50-59","Male","Age*Gender","Male_50-59","CPRDAurum","2000-2004"
"IncidentEsophagealCancer","915","330","137","62","26","Kaplan-Meier","60-69","Male","Age*Gender","Male_60-69","CPRDAurum","2000-2004"
"IncidentEsophagealCancer","1130","332","124","52","17","Kaplan-Meier","70-79","Male","Age*Gender","Male_70-79","CPRDAurum","2000-2004"
"IncidentEsophagealCancer","598","130","39","13","<5","Kaplan-Meier","80-89","Male","Age*Gender","Male_80-89","CPRDAurum","2000-2004"
"IncidentEsophagealCancer","65","6","<5","<5","<5","Kaplan-Meier",">=90","Male","Age*Gender","Male_>=90","CPRDAurum","2000-2004"
"IncidentHeadNeckCancer","15","8","6","<5","<5","Kaplan-Meier","18-29","Female","Age*Gender","Female_18-29","CPRDAurum","2000-2004"
"IncidentHeadNeckCancer","45","33","22","13","<5","Kaplan-Meier","30-39","Female","Age*Gender","Female_30-39","CPRDAurum","2000-2004"
"IncidentHeadNeckCancer","120","76","42","29","11","Kaplan-Meier","40-49","Female","Age*Gender","Female_40-49","CPRDAurum","2000-2004"
"IncidentHeadNeckCancer","262","163","96","56","25","Kaplan-Meier","50-59","Female","Age*Gender","Female_50-59","CPRDAurum","2000-2004"
"IncidentHeadNeckCancer","269","160","96","56","24","Kaplan-Meier","60-69","Female","Age*Gender","Female_60-69","CPRDAurum","2000-2004"
"IncidentHeadNeckCancer","286","173","106","65","29","Kaplan-Meier","70-79","Female","Age*Gender","Female_70-79","CPRDAurum","2000-2004"
"IncidentHeadNeckCancer","164","85","45","26","12","Kaplan-Meier","80-89","Female","Age*Gender","Female_80-89","CPRDAurum","2000-2004"
"IncidentHeadNeckCancer","43","13","9","<5","<5","Kaplan-Meier",">=90","Female","Age*Gender","Female_>=90","CPRDAurum","2000-2004"
"IncidentHeadNeckCancer","12","8","<5","<5","<5","Kaplan-Meier","18-29","Male","Age*Gender","Male_18-29","CPRDAurum","2000-2004"
"IncidentHeadNeckCancer","55","34","22","12","<5","Kaplan-Meier","30-39","Male","Age*Gender","Male_30-39","CPRDAurum","2000-2004"
"IncidentHeadNeckCancer","236","147","90","56","24","Kaplan-Meier","40-49","Male","Age*Gender","Male_40-49","CPRDAurum","2000-2004"
"IncidentHeadNeckCancer","682","444","268","158","74","Kaplan-Meier","50-59","Male","Age*Gender","Male_50-59","CPRDAurum","2000-2004"
"IncidentHeadNeckCancer","744","424","258","156","63","Kaplan-Meier","60-69","Male","Age*Gender","Male_60-69","CPRDAurum","2000-2004"
"IncidentHeadNeckCancer","624","355","219","116","40","Kaplan-Meier","70-79","Male","Age*Gender","Male_70-79","CPRDAurum","2000-2004"
"IncidentHeadNeckCancer","230","114","72","44","17","Kaplan-Meier","80-89","Male","Age*Gender","Male_80-89","CPRDAurum","2000-2004"
"IncidentHeadNeckCancer","25","12","<5","<5","<5","Kaplan-Meier",">=90","Male","Age*Gender","Male_>=90","CPRDAurum","2000-2004"
"IncidentLiverCancer","<5","<5","<5","<5","0","Kaplan-Meier","18-29","Female","Age*Gender","Female_18-29","CPRDAurum","2000-2004"
"IncidentLiverCancer","<5","<5","0","0","0","Kaplan-Meier","30-39","Female","Age*Gender","Female_30-39","CPRDAurum","2000-2004"
"IncidentLiverCancer","16","<5","<5","<5","<5","Kaplan-Meier","40-49","Female","Age*Gender","Female_40-49","CPRDAurum","2000-2004"
"IncidentLiverCancer","41","11","<5","<5","0","Kaplan-Meier","50-59","Female","Age*Gender","Female_50-59","CPRDAurum","2000-2004"
"IncidentLiverCancer","49","19","9","<5","<5","Kaplan-Meier","60-69","Female","Age*Gender","Female_60-69","CPRDAurum","2000-2004"
"IncidentLiverCancer","83","11","7","<5","<5","Kaplan-Meier","70-79","Female","Age*Gender","Female_70-79","CPRDAurum","2000-2004"
"IncidentLiverCancer","51","7","<5","<5","0","Kaplan-Meier","80-89","Female","Age*Gender","Female_80-89","CPRDAurum","2000-2004"
"IncidentLiverCancer","10","0","0","0","0","Kaplan-Meier",">=90","Female","Age*Gender","Female_>=90","CPRDAurum","2000-2004"
"IncidentLiverCancer","<5","<5","<5","<5","<5","Kaplan-Meier","18-29","Male","Age*Gender","Male_18-29","CPRDAurum","2000-2004"
"IncidentLiverCancer","8","<5","<5","<5","0","Kaplan-Meier","30-39","Male","Age*Gender","Male_30-39","CPRDAurum","2000-2004"
"IncidentLiverCancer","28","10","6","<5","<5","Kaplan-Meier","40-49","Male","Age*Gender","Male_40-49","CPRDAurum","2000-2004"
"IncidentLiverCancer","74","23","8","6","<5","Kaplan-Meier","50-59","Male","Age*Gender","Male_50-59","CPRDAurum","2000-2004"
"IncidentLiverCancer","126","35","17","10","6","Kaplan-Meier","60-69","Male","Age*Gender","Male_60-69","CPRDAurum","2000-2004"
"IncidentLiverCancer","157","35","11","<5","<5","Kaplan-Meier","70-79","Male","Age*Gender","Male_70-79","CPRDAurum","2000-2004"
"IncidentLiverCancer","62","12","<5","<5","<5","Kaplan-Meier","80-89","Male","Age*Gender","Male_80-89","CPRDAurum","2000-2004"
"IncidentLiverCancer","7","0","0","0","0","Kaplan-Meier",">=90","Male","Age*Gender","Male_>=90","CPRDAurum","2000-2004"
"IncidentLungCancer","<5","<5","<5","<5","<5","Kaplan-Meier","18-29","Female","Age*Gender","Female_18-29","CPRDAurum","2000-2004"
"IncidentLungCancer","25","6","<5","<5","0","Kaplan-Meier","30-39","Female","Age*Gender","Female_30-39","CPRDAurum","2000-2004"
"IncidentLungCancer","174","56","25","6","<5","Kaplan-Meier","40-49","Female","Age*Gender","Female_40-49","CPRDAurum","2000-2004"
"IncidentLungCancer","663","214","94","35","13","Kaplan-Meier","50-59","Female","Age*Gender","Female_50-59","CPRDAurum","2000-2004"
"IncidentLungCancer","1275","378","160","72","31","Kaplan-Meier","60-69","Female","Age*Gender","Female_60-69","CPRDAurum","2000-2004"
"IncidentLungCancer","1873","445","191","87","26","Kaplan-Meier","70-79","Female","Age*Gender","Female_70-79","CPRDAurum","2000-2004"
"IncidentLungCancer","990","166","53","22","7","Kaplan-Meier","80-89","Female","Age*Gender","Female_80-89","CPRDAurum","2000-2004"
"IncidentLungCancer","103","17","0","0","0","Kaplan-Meier",">=90","Female","Age*Gender","Female_>=90","CPRDAurum","2000-2004"
"IncidentLungCancer","<5","<5","<5","0","0","Kaplan-Meier","18-29","Male","Age*Gender","Male_18-29","CPRDAurum","2000-2004"
"IncidentLungCancer","30","11","6","<5","<5","Kaplan-Meier","30-39","Male","Age*Gender","Male_30-39","CPRDAurum","2000-2004"
"IncidentLungCancer","188","51","18","8","<5","Kaplan-Meier","40-49","Male","Age*Gender","Male_40-49","CPRDAurum","2000-2004"
"IncidentLungCancer","904","223","91","47","18","Kaplan-Meier","50-59","Male","Age*Gender","Male_50-59","CPRDAurum","2000-2004"
"IncidentLungCancer","2061","525","207","87","46","Kaplan-Meier","60-69","Male","Age*Gender","Male_60-69","CPRDAurum","2000-2004"
"IncidentLungCancer","2959","677","249","104","39","Kaplan-Meier","70-79","Male","Age*Gender","Male_70-79","CPRDAurum","2000-2004"
"IncidentLungCancer","1321","236","63","28","6","Kaplan-Meier","80-89","Male","Age*Gender","Male_80-89","CPRDAurum","2000-2004"
"IncidentLungCancer","113","15","<5","0","0","Kaplan-Meier",">=90","Male","Age*Gender","Male_>=90","CPRDAurum","2000-2004"
"IncidentPancreaticCancer","<5","<5","<5","<5","0","Kaplan-Meier","18-29","Female","Age*Gender","Female_18-29","CPRDAurum","2000-2004"
"IncidentPancreaticCancer","<5","<5","<5","0","0","Kaplan-Meier","30-39","Female","Age*Gender","Female_30-39","CPRDAurum","2000-2004"
"IncidentPancreaticCancer","46","14","7","<5","<5","Kaplan-Meier","40-49","Female","Age*Gender","Female_40-49","CPRDAurum","2000-2004"
"IncidentPancreaticCancer","177","44","19","9","<5","Kaplan-Meier","50-59","Female","Age*Gender","Female_50-59","CPRDAurum","2000-2004"
"IncidentPancreaticCancer","327","53","26","13","7","Kaplan-Meier","60-69","Female","Age*Gender","Female_60-69","CPRDAurum","2000-2004"
"IncidentPancreaticCancer","505","85","41","19","6","Kaplan-Meier","70-79","Female","Age*Gender","Female_70-79","CPRDAurum","2000-2004"
"IncidentPancreaticCancer","443","54","19","8","<5","Kaplan-Meier","80-89","Female","Age*Gender","Female_80-89","CPRDAurum","2000-2004"
"IncidentPancreaticCancer","92","7","<5","<5","0","Kaplan-Meier",">=90","Female","Age*Gender","Female_>=90","CPRDAurum","2000-2004"
"IncidentPancreaticCancer","0","0","0","0","0","Kaplan-Meier","18-29","Male","Age*Gender","Male_18-29","CPRDAurum","2000-2004"
"IncidentPancreaticCancer","14","<5","<5","<5","<5","Kaplan-Meier","30-39","Male","Age*Gender","Male_30-39","CPRDAurum","2000-2004"
"IncidentPancreaticCancer","70","21","11","<5","<5","Kaplan-Meier","40-49","Male","Age*Gender","Male_40-49","CPRDAurum","2000-2004"
"IncidentPancreaticCancer","207","55","18","7","<5","Kaplan-Meier","50-59","Male","Age*Gender","Male_50-59","CPRDAurum","2000-2004"
"IncidentPancreaticCancer","412","98","35","17","7","Kaplan-Meier","60-69","Male","Age*Gender","Male_60-69","CPRDAurum","2000-2004"
"IncidentPancreaticCancer","526","82","34","18","8","Kaplan-Meier","70-79","Male","Age*Gender","Male_70-79","CPRDAurum","2000-2004"
