"time","n.risk","n.event","n.censor","surv","std.err","cumhaz","std.chaz","type","logse","conf.int","conf.type","lower","upper","Method","Cancer","Gender","Age","Stratification","GenderAge","Database","CalenderYearGp"
1,860,68,91,0.930445822151938,0.0081432984076425,0.0720507826164127,0.00874708673147134,"right",TRUE,0.95,"log",0.914621362456434,NA,"Kaplan-Meier","IncidentBreastCancer","Male","All","Gender",NA,"CPRDAurum","2000-2019"
5,442,159,259,0.717490354220381,0.0163272906718696,0.331711428474864,0.0227354059793112,"right",TRUE,0.95,"log",0.686192598747322,NA,"Kaplan-Meier","IncidentBreastCancer","Male","All","Gender",NA,"CPRDAurum","2000-2019"
10,175,87,180,0.527179741949682,0.021649012758728,0.639287594823848,0.0409906486899638,"right",TRUE,0.95,"log",0.486411140969623,NA,"Kaplan-Meier","IncidentBreastCancer","Male","All","Gender",NA,"CPRDAurum","2000-2019"
1,136068,7228,13511,0.952014687803562,0.000551143946519285,0.0491697420547426,0.00057886550060173,"right",TRUE,0.95,"log",0.950935078134145,NA,"Kaplan-Meier","IncidentBreastCancer","Female","All","Gender",NA,"CPRDAurum","2000-2019"
5,77237,17418,41413,0.806578823064737,0.00112778486942086,0.214938323257194,0.00139813732764278,"right",TRUE,0.95,"log",0.804371431382534,NA,"Kaplan-Meier","IncidentBreastCancer","Female","All","Gender",NA,"CPRDAurum","2000-2019"
10,35364,8816,33057,0.686499413929086,0.00154351305388643,0.376125884012274,0.00224824811081618,"right",TRUE,0.95,"log",0.683480839866488,NA,"Kaplan-Meier","IncidentBreastCancer","Female","All","Gender",NA,"CPRDAurum","2000-2019"
1,39277,11219,5014,0.788722044797205,0.0017762820495211,0.237239437033518,0.0022511801608201,"right",TRUE,0.95,"log",0.785248268284185,NA,"Kaplan-Meier","IncidentColorectalCancer","Male","All","Gender",NA,"CPRDAurum","2000-2019"
5,16940,12245,10092,0.504008915497143,0.00238555994371176,0.684977387868884,0.00473209142905778,"right",TRUE,0.95,"log",0.499354924473254,NA,"Kaplan-Meier","IncidentColorectalCancer","Male","All","Gender",NA,"CPRDAurum","2000-2019"
10,6611,3529,6800,0.368754476972851,0.0026633843844716,0.997398651342003,0.00722137935215628,"right",TRUE,0.95,"log",0.363571114248893,NA,"Kaplan-Meier","IncidentColorectalCancer","Male","All","Gender",NA,"CPRDAurum","2000-2019"
1,30303,9378,4130,0.775655855628712,0.00204641032421513,0.253914445255769,0.00263701291547486,"right",TRUE,0.95,"log",0.771655317334797,NA,"Kaplan-Meier","IncidentColorectalCancer","Female","All","Gender",NA,"CPRDAurum","2000-2019"
5,13711,8510,8082,0.524745494461779,0.00266748283640363,0.644641832131903,0.0050821027768128,"right",TRUE,0.95,"log",0.519543282673704,NA,"Kaplan-Meier","IncidentColorectalCancer","Female","All","Gender",NA,"CPRDAurum","2000-2019"
10,5653,2346,5712,0.408026385017187,0.00301665603928691,0.896191423994021,0.00739189235840385,"right",TRUE,0.95,"log",0.402156479691594,NA,"Kaplan-Meier","IncidentColorectalCancer","Female","All","Gender",NA,"CPRDAurum","2000-2019"
1,7748,9865,1595,0.45789238645354,0.00372550522378087,0.780223079131933,0.00812704966399213,"right",TRUE,0.95,"log",0.450648442271132,NA,"Kaplan-Meier","IncidentEsophagealCancer","Male","All","Gender",NA,"CPRDAurum","2000-2019"
5,1515,4751,1482,0.141789528545362,0.00291209070047208,1.95171948772742,0.0205239290236454,"right",TRUE,0.95,"log",0.136195286292344,NA,"Kaplan-Meier","IncidentEsophagealCancer","Male","All","Gender",NA,"CPRDAurum","2000-2019"
10,503,430,582,0.0902573268388184,0.00278007827347514,2.40307153349952,0.0307786810506391,"right",TRUE,0.95,"log",0.0849696873183164,NA,"Kaplan-Meier","IncidentEsophagealCancer","Male","All","Gender",NA,"CPRDAurum","2000-2019"
1,3161,4746,781,0.419866843586651,0.00551515487700978,0.866649518191543,0.0131183550031037,"right",TRUE,0.95,"log",0.409195297975902,NA,"Kaplan-Meier","IncidentEsophagealCancer","Female","All","Gender",NA,"CPRDAurum","2000-2019"
5,715,1822,624,0.1487159486653,0.00439247541166344,1.90369777607036,0.0295096580823777,"right",TRUE,0.95,"log",0.140351303499424,NA,"Kaplan-Meier","IncidentEsophagealCancer","Female","All","Gender",NA,"CPRDAurum","2000-2019"
10,279,164,272,0.104898082107193,0.00428864498302239,2.25230742607828,0.0408385610856841,"right",TRUE,0.95,"log",0.0968204486110151,NA,"Kaplan-Meier","IncidentEsophagealCancer","Female","All","Gender",NA,"CPRDAurum","2000-2019"
1,10846,2706,1380,0.809283308939303,0.00330610233616534,0.211528622363625,0.00408375364423107,"right",TRUE,0.95,"log",0.802829340017572,NA,"Kaplan-Meier","IncidentHeadNeckCancer","Male","All","Gender",NA,"CPRDAurum","2000-2019"
5,4873,2912,3061,0.554582838497972,0.00458816312538794,0.589383556633479,0.00827119535595038,"right",TRUE,0.95,"log",0.545662719918325,NA,"Kaplan-Meier","IncidentHeadNeckCancer","Male","All","Gender",NA,"CPRDAurum","2000-2019"
10,1895,949,2029,0.413855584075386,0.00532772890903832,0.882008257696943,0.0128700761488729,"right",TRUE,0.95,"log",0.403544061423824,NA,"Kaplan-Meier","IncidentHeadNeckCancer","Male","All","Gender",NA,"CPRDAurum","2000-2019"
1,4669,1166,589,0.809195602373163,0.00503935421281752,0.211623412639625,0.00622497211499378,"right",TRUE,0.95,"log",0.799378683607341,NA,"Kaplan-Meier","IncidentHeadNeckCancer","Female","All","Gender",NA,"CPRDAurum","2000-2019"
5,2217,1072,1380,0.591492260005131,0.00686521019238122,0.524927172752942,0.0116028466590237,"right",TRUE,0.95,"log",0.578188588313548,NA,"Kaplan-Meier","IncidentHeadNeckCancer","Female","All","Gender",NA,"CPRDAurum","2000-2019"
10,892,409,916,0.450754430281539,0.00815557493896229,0.796531411128709,0.018085705454841,"right",TRUE,0.95,"log",0.4350498995414,NA,"Kaplan-Meier","IncidentHeadNeckCancer","Female","All","Gender",NA,"CPRDAurum","2000-2019"
1,1997,2745,532,0.449168149726255,0.00713676647564586,0.798996563468415,0.0158652893110304,"right",TRUE,0.95,"log",0.435395902238781,NA,"Kaplan-Meier","IncidentLiverCancer","Male","All","Gender",NA,"CPRDAurum","2000-2019"
5,340,1070,587,0.153305482629812,0.00621478957464398,1.87282718228881,0.0404896686335387,"right",TRUE,0.95,"log",0.141596059732206,NA,"Kaplan-Meier","IncidentLiverCancer","Male","All","Gender",NA,"CPRDAurum","2000-2019"
10,73,105,162,0.0842953500792147,0.00642663725784569,2.46872843774489,0.075973546634388,"right",TRUE,0.95,"log",0.0725952857788867,NA,"Kaplan-Meier","IncidentLiverCancer","Male","All","Gender",NA,"CPRDAurum","2000-2019"
1,705,1069,233,0.430204213894943,0.0116005957778782,0.841590408590965,0.0269125431714302,"right",TRUE,0.95,"log",0.408057848212829,NA,"Kaplan-Meier","IncidentLiverCancer","Female","All","Gender",NA,"CPRDAurum","2000-2019"
5,146,347,212,0.174145664308333,0.0104498451563255,1.74415252330039,0.0598708245840321,"right",TRUE,0.95,"log",0.154822890440335,NA,"Kaplan-Meier","IncidentLiverCancer","Female","All","Gender",NA,"CPRDAurum","2000-2019"
10,40,40,66,0.111180936402948,0.0107482864234601,2.19002722177628,0.0961555776585661,"right",TRUE,0.95,"log",0.0919901693126216,NA,"Kaplan-Meier","IncidentLiverCancer","Female","All","Gender",NA,"CPRDAurum","2000-2019"
1,15600,28990,4229,0.371963595708965,0.00227994337254203,0.987339026441747,0.00612065100355498,"right",TRUE,0.95,"log",0.367521723583042,NA,"Kaplan-Meier","IncidentLungCancer","Male","All","Gender",NA,"CPRDAurum","2000-2019"
5,2486,9444,3670,0.10826667444919,0.00170645378897634,2.22079884677081,0.0157512118555685,"right",TRUE,0.95,"log",0.104973219314664,NA,"Kaplan-Meier","IncidentLungCancer","Male","All","Gender",NA,"CPRDAurum","2000-2019"
10,574,906,1006,0.0546673332885608,0.00160489531300802,2.90366802735135,0.0293359758801521,"right",TRUE,0.95,"log",0.0516105817344805,NA,"Kaplan-Meier","IncidentLungCancer","Male","All","Gender",NA,"CPRDAurum","2000-2019"
1,14666,20953,4102,0.437881354112345,0.0026028239702755,0.824640166141383,0.00593670041121289,"right",TRUE,0.95,"log",0.43280951441995,NA,"Kaplan-Meier","IncidentLungCancer","Female","All","Gender",NA,"CPRDAurum","2000-2019"
5,2647,7802,4217,0.157363708584543,0.00225042238555449,1.8475134092147,0.0142923606012885,"right",TRUE,0.95,"log",0.153014202654793,NA,"Kaplan-Meier","IncidentLungCancer","Female","All","Gender",NA,"CPRDAurum","2000-2019"
10,612,756,1279,0.0927717667131205,0.00235577452156524,2.37563648573411,0.0253774913198957,"right",TRUE,0.95,"log",0.0882675502149209,NA,"Kaplan-Meier","IncidentLungCancer","Female","All","Gender",NA,"CPRDAurum","2000-2019"
1,2218,7124,781,0.257416575630871,0.00454756383053146,1.35396755479161,0.017631385069485,"right",TRUE,0.95,"log",0.248656056235557,NA,"Kaplan-Meier","IncidentPancreaticCancer","Male","All","Gender",NA,"CPRDAurum","2000-2019"
5,342,1483,393,0.0644979467616798,0.00288073252989155,2.73627663143171,0.0446023016567886,"right",TRUE,0.95,"log",0.0590918890056302,NA,"Kaplan-Meier","IncidentPancreaticCancer","Male","All","Gender",NA,"CPRDAurum","2000-2019"
10,120,108,114,0.0395305726930356,0.00263572670973937,3.22453801296031,0.0665287939500566,"right",TRUE,0.95,"log",0.034687954291692,NA,"Kaplan-Meier","IncidentPancreaticCancer","Male","All","Gender",NA,"CPRDAurum","2000-2019"
1,2138,7035,831,0.252703219734853,0.00456618416653643,1.37225219100863,0.0180323875714507,"right",TRUE,0.95,"log",0.243910284396714,NA,"Kaplan-Meier","IncidentPancreaticCancer","Female","All","Gender",NA,"CPRDAurum","2000-2019"
5,313,1398,427,0.063463602351266,0.00294807471552926,2.7522086511035,0.0463862802284065,"right",TRUE,0.95,"log",0.0579407156252301,NA,"Kaplan-Meier","IncidentPancreaticCancer","Female","All","Gender",NA,"CPRDAurum","2000-2019"
10,95,89,129,0.038668124923153,0.00281073325555936,3.24600220271712,0.0724874678467808,"right",TRUE,0.95,"log",0.0335336196322431,NA,"Kaplan-Meier","IncidentPancreaticCancer","Female","All","Gender",NA,"CPRDAurum","2000-2019"
1,3523,4672,632,0.446297131667481,0.00545543537384113,0.805679546178793,0.0122084185988198,"right",TRUE,0.95,"log",0.4357317437937,NA,"Kaplan-Meier","IncidentStomachCancer","Male","All","Gender",NA,"CPRDAurum","2000-2019"
5,939,1978,606,0.171408404629133,0.00447302753797786,1.76192603841748,0.0260744934668454,"right",TRUE,0.95,"log",0.162861858586348,NA,"Kaplan-Meier","IncidentStomachCancer","Male","All","Gender",NA,"CPRDAurum","2000-2019"
10,357,255,327,0.113461836883395,0.00424260833899625,2.17410575992084,0.0373577135800974,"right",TRUE,0.95,"log",0.10544387486872,NA,"Kaplan-Meier","IncidentStomachCancer","Male","All","Gender",NA,"CPRDAurum","2000-2019"
1,1966,2663,418,0.444412557840949,0.00725107665693175,0.809679259728648,0.0162922633166416,"right",TRUE,0.95,"log",0.430425545726917,NA,"Kaplan-Meier","IncidentStomachCancer","Female","All","Gender",NA,"CPRDAurum","2000-2019"
5,579,1005,382,0.190901235185001,0.00623208732313454,1.65392426905055,0.0326119036250457,"right",TRUE,0.95,"log",0.179069138641765,NA,"Kaplan-Meier","IncidentStomachCancer","Female","All","Gender",NA,"CPRDAurum","2000-2019"
10,235,117,227,0.14142365905143,0.00615329906302423,1.95345706843814,0.0434528296138646,"right",TRUE,0.95,"log",0.129863336662367,NA,"Kaplan-Meier","IncidentStomachCancer","Female","All","Gender",NA,"CPRDAurum","2000-2019"
1,400,13,79,0.969958774098079,0.00821523488829489,0.0304658698080341,0.00845969813575308,"right",TRUE,0.95,"log",0.953990118188238,NA,"Kaplan-Meier","IncidentBreastCancer","Both","18-29","Age",NA,"CPRDAurum","2000-2019"
5,173,49,178,0.812029955717947,0.0222196665610105,0.207844157782388,0.0273105972096707,"right",TRUE,0.95,"log",0.769627411746253,NA,"Kaplan-Meier","IncidentBreastCancer","Both","18-29","Age",NA,"CPRDAurum","2000-2019"
10,58,13,102,0.717355658114085,0.0323916855988485,0.331166981241352,0.0449615014704131,"right",TRUE,0.95,"log",0.656597351498207,NA,"Kaplan-Meier","IncidentBreastCancer","Both","18-29","Age",NA,"CPRDAurum","2000-2019"
1,5172,108,627,0.980477109666557,0.00186137185997552,0.019713482782153,0.00189819436025577,"right",TRUE,0.95,"log",0.976835666717099,NA,"Kaplan-Meier","IncidentBreastCancer","Both","30-39","Age",NA,"CPRDAurum","2000-2019"
5,2864,607,1701,0.838744556120508,0.00562137016365085,0.175816882138815,0.00670086431644186,"right",TRUE,0.95,"log",0.827798920951768,NA,"Kaplan-Meier","IncidentBreastCancer","Both","30-39","Age",NA,"CPRDAurum","2000-2019"
10,1504,231,1129,0.754003088086517,0.00738036385657862,0.282298554400397,0.00978597922281695,"right",TRUE,0.95,"log",0.739675712643995,NA,"Kaplan-Meier","IncidentBreastCancer","Both","30-39","Age",NA,"CPRDAurum","2000-2019"
1,20005,312,1817,0.985264398882176,0.000828480899402794,0.0148442520833103,0.000840816020028911,"right",TRUE,0.95,"log",0.983641943491342,NA,"Kaplan-Meier","IncidentBreastCancer","Both","40-49","Age",NA,"CPRDAurum","2000-2019"
5,12459,1544,6002,0.894816099327282,0.0023374389978354,0.111129711626172,0.00261202636234681,"right",TRUE,0.95,"log",0.890246510789732,NA,"Kaplan-Meier","IncidentBreastCancer","Both","40-49","Age",NA,"CPRDAurum","2000-2019"
10,6062,813,5584,0.818602432079109,0.00337675257252127,0.200141948040681,0.00412469721596579,"right",TRUE,0.95,"log",0.812010800875579,NA,"Kaplan-Meier","IncidentBreastCancer","Both","40-49","Age",NA,"CPRDAurum","2000-2019"
1,34478,662,3136,0.982011403250722,0.000693161635114681,0.0181512258490379,0.000705815822118565,"right",TRUE,0.95,"log",0.980653770740961,NA,"Kaplan-Meier","IncidentBreastCancer","Both","50-59","Age",NA,"CPRDAurum","2000-2019"
5,21600,2319,10559,0.903308738904691,0.00170489922622133,0.101685867799632,0.00188730195048462,"right",TRUE,0.95,"log",0.899973370763939,NA,"Kaplan-Meier","IncidentBreastCancer","Both","50-59","Age",NA,"CPRDAurum","2000-2019"
10,11348,1310,8942,0.833143151669433,0.00246217185182142,0.182540392415227,0.00295512501048248,"right",TRUE,0.95,"log",0.828331332583526,NA,"Kaplan-Meier","IncidentBreastCancer","Both","50-59","Age",NA,"CPRDAurum","2000-2019"
1,34988,984,2981,0.973832042581472,0.000823623283348344,0.0265145650719421,0.000845696375535074,"right",TRUE,0.95,"log",0.97221910781868,NA,"Kaplan-Meier","IncidentBreastCancer","Both","60-69","Age",NA,"CPRDAurum","2000-2019"
5,21740,3050,10198,0.873532717936989,0.00188628671272613,0.135201818880459,0.00215925251356034,"right",TRUE,0.95,"log",0.869843476414066,NA,"Kaplan-Meier","IncidentBreastCancer","Both","60-69","Age",NA,"CPRDAurum","2000-2019"
10,10312,1947,9481,0.770363267264436,0.00279397885367316,0.260876499506296,0.00362659153262819,"right",TRUE,0.95,"log",0.764906586618138,NA,"Kaplan-Meier","IncidentBreastCancer","Both","60-69","Age",NA,"CPRDAurum","2000-2019"
1,24328,1662,2360,0.939132217913726,0.00144815573320112,0.0627900738836525,0.00154180041762322,"right",TRUE,0.95,"log",0.936298169652534,NA,"Kaplan-Meier","IncidentBreastCancer","Both","70-79","Age",NA,"CPRDAurum","2000-2019"
5,12920,3939,7469,0.755491384835523,0.00290510509538018,0.280354947326592,0.00384488717130946,"right",TRUE,0.95,"log",0.749818886248249,NA,"Kaplan-Meier","IncidentBreastCancer","Both","70-79","Age",NA,"CPRDAurum","2000-2019"
10,5075,2408,5437,0.568022143776752,0.00405835414161363,0.565523211906825,0.00714374476316648,"right",TRUE,0.95,"log",0.56012334979127,NA,"Kaplan-Meier","IncidentBreastCancer","Both","70-79","Age",NA,"CPRDAurum","2000-2019"
1,14609,2345,1923,0.869435596066385,0.00251927112002908,0.139869656567673,0.00289676788262647,"right",TRUE,0.95,"log",0.864511909885881,NA,"Kaplan-Meier","IncidentBreastCancer","Both","80-89","Age",NA,"CPRDAurum","2000-2019"
5,5444,4568,4597,0.534322317709008,0.00429545495428846,0.626604968299906,0.00803715882238589,"right",TRUE,0.95,"log",0.52596935932425,NA,"Kaplan-Meier","IncidentBreastCancer","Both","80-89","Age",NA,"CPRDAurum","2000-2019"
10,1148,1908,2388,0.268958045264063,0.0051450995134367,1.31275871595008,0.0191214379593328,"right",TRUE,0.95,"log",0.259060541565421,NA,"Kaplan-Meier","IncidentBreastCancer","Both","80-89","Age",NA,"CPRDAurum","2000-2019"
1,2948,1210,679,0.729192784589008,0.00669033343570938,0.315607246354958,0.00916912747727022,"right",TRUE,0.95,"log",0.716197169954591,NA,"Kaplan-Meier","IncidentBreastCancer","Both",">=90","Age",NA,"CPRDAurum","2000-2019"
5,479,1501,968,0.240945637752568,0.00816133354624902,1.42196223588858,0.0338371717924929,"right",TRUE,0.95,"log",0.225469129632839,NA,"Kaplan-Meier","IncidentBreastCancer","Both",">=90","Age",NA,"CPRDAurum","2000-2019"
10,32,273,174,0.0458126183184143,0.00637870323928226,3.07184248065587,0.138054391026881,"right",TRUE,0.95,"log",0.034871319140029,NA,"Kaplan-Meier","IncidentBreastCancer","Both",">=90","Age",NA,"CPRDAurum","2000-2019"
1,166,28,37,0.868237849528891,0.0232813469432147,0.140873061548224,0.0267363335055183,"right",TRUE,0.95,"log",0.823785582919298,NA,"Kaplan-Meier","IncidentColorectalCancer","Both","18-29","Age",NA,"CPRDAurum","2000-2019"
5,72,43,51,0.60637457238098,0.0377764831955467,0.498214030082285,0.0620240908674392,"right",TRUE,0.95,"log",0.536675835907183,NA,"Kaplan-Meier","IncidentColorectalCancer","Both","18-29","Age",NA,"CPRDAurum","2000-2019"
10,34,6,32,0.542612376940079,0.0421238958622992,0.608251160533115,0.0771347090174147,"right",TRUE,0.95,"log",0.466025319381661,NA,"Kaplan-Meier","IncidentColorectalCancer","Both","18-29","Age",NA,"CPRDAurum","2000-2019"
1,832,148,202,0.860872865256347,0.010652948024996,0.149697461599635,0.0123653406851416,"right",TRUE,0.95,"log",0.840244637916305,NA,"Kaplan-Meier","IncidentColorectalCancer","Both","30-39","Age",NA,"CPRDAurum","2000-2019"
5,337,166,329,0.65205651294648,0.0165709023720114,0.427230329147146,0.0253881629492947,"right",TRUE,0.95,"log",0.620373736973416,NA,"Kaplan-Meier","IncidentColorectalCancer","Both","30-39","Age",NA,"CPRDAurum","2000-2019"
10,159,29,149,0.58379764593536,0.0192013769255371,0.537576930050767,0.0328426789614941,"right",TRUE,0.95,"log",0.547351009720707,NA,"Kaplan-Meier","IncidentColorectalCancer","Both","30-39","Age",NA,"CPRDAurum","2000-2019"
1,2882,456,389,0.870766587201835,0.00565851425823978,0.138329220353274,0.00649590155377474,"right",TRUE,0.95,"log",0.859746430913121,NA,"Kaplan-Meier","IncidentColorectalCancer","Both","40-49","Age",NA,"CPRDAurum","2000-2019"
5,1396,689,797,0.630774787625742,0.00890088770764515,0.460629441860944,0.0141056440643304,"right",TRUE,0.95,"log",0.613568404634348,NA,"Kaplan-Meier","IncidentColorectalCancer","Both","40-49","Age",NA,"CPRDAurum","2000-2019"
10,699,100,597,0.574826478710593,0.00977540365100743,0.553463006906781,0.0169985340033744,"right",TRUE,0.95,"log",0.555982821402733,NA,"Kaplan-Meier","IncidentColorectalCancer","Both","40-49","Age",NA,"CPRDAurum","2000-2019"
1,8933,1418,1081,0.869406334453977,0.00323963373957254,0.139905456034204,0.00372523751854134,"right",TRUE,0.95,"log",0.863079899158823,NA,"Kaplan-Meier","IncidentColorectalCancer","Both","50-59","Age",NA,"CPRDAurum","2000-2019"
5,4358,2193,2382,0.622759112179852,0.00508964262961999,0.473486876323607,0.00817094458625037,"right",TRUE,0.95,"log",0.612863066237929,NA,"Kaplan-Meier","IncidentColorectalCancer","Both","50-59","Age",NA,"CPRDAurum","2000-2019"
10,2187,416,1755,0.548738206317842,0.00567240735427125,0.600000478824364,0.0103349869554901,"right",TRUE,0.95,"log",0.537732360680786,NA,"Kaplan-Meier","IncidentColorectalCancer","Both","50-59","Age",NA,"CPRDAurum","2000-2019"
1,18755,3467,1912,0.850585594761785,0.00234407141349025,0.161783674570206,0.00275505940514959,"right",TRUE,0.95,"log",0.846003684563731,NA,"Kaplan-Meier","IncidentColorectalCancer","Both","60-69","Age",NA,"CPRDAurum","2000-2019"
5,9524,4526,4705,0.616765931950851,0.00344925500356069,0.483168022210358,0.00559145479955964,"right",TRUE,0.95,"log",0.61004243206856,NA,"Kaplan-Meier","IncidentColorectalCancer","Both","60-69","Age",NA,"CPRDAurum","2000-2019"
