"Cancer","0","2","4","6","8","10","12","14","16","18","Method","Age","Gender","Stratification","GenderAge","Database","CalenderYearGp"
"IncidentHeadNeckCancer","129","81","58","47","33","24","18","14","6","<5","Kaplan-Meier","<30","Both","Age",NA,"CPRDAurum","2000-2019"
"IncidentHeadNeckCancer","470","334","242","192","145","102","79","57","32","18","Kaplan-Meier","30-39","Both","Age",NA,"CPRDAurum","2000-2019"
"IncidentHeadNeckCancer","1957","1344","997","765","590","432","290","176","87","45","Kaplan-Meier","40-49","Both","Age",NA,"CPRDAurum","2000-2019"
"IncidentHeadNeckCancer","5236","3343","2411","1749","1260","882","591","355","197","87","Kaplan-Meier","50-59","Both","Age",NA,"CPRDAurum","2000-2019"
"IncidentHeadNeckCancer","6297","3684","2573","1812","1270","824","504","285","139","55","Kaplan-Meier","60-69","Both","Age",NA,"CPRDAurum","2000-2019"
"IncidentHeadNeckCancer","4630","2475","1590","1070","734","452","233","115","56","13","Kaplan-Meier","70-79","Both","Age",NA,"CPRDAurum","2000-2019"
"IncidentHeadNeckCancer","2231","931","528","298","157","70","24","10","<5","0","Kaplan-Meier","80-89","Both","Age",NA,"CPRDAurum","2000-2019"
"IncidentHeadNeckCancer","406","101","39","15","<5","<5","0","0","0","0","Kaplan-Meier",">=90","Both","Age",NA,"CPRDAurum","2000-2019"
"IncidentLiverCancer","32","12","9","6","<5","<5","<5","<5","<5","<5","Kaplan-Meier","<30","Both","Age",NA,"CPRDAurum","2000-2019"
"IncidentLiverCancer","80","32","20","12","9","<5","<5","<5","0","0","Kaplan-Meier","30-39","Both","Age",NA,"CPRDAurum","2000-2019"
"IncidentLiverCancer","316","114","67","46","30","19","11","<5","<5","<5","Kaplan-Meier","40-49","Both","Age",NA,"CPRDAurum","2000-2019"
"IncidentLiverCancer","1079","299","144","77","48","30","21","13","<5","<5","Kaplan-Meier","50-59","Both","Age",NA,"CPRDAurum","2000-2019"
"IncidentLiverCancer","1929","482","214","113","67","36","24","8","<5","<5","Kaplan-Meier","60-69","Both","Age",NA,"CPRDAurum","2000-2019"
"IncidentLiverCancer","2377","442","177","85","42","19","8","<5","<5","0","Kaplan-Meier","70-79","Both","Age",NA,"CPRDAurum","2000-2019"
"IncidentLiverCancer","1305","150","46","22","8","<5","<5","0","0","0","Kaplan-Meier","80-89","Both","Age",NA,"CPRDAurum","2000-2019"
"IncidentLiverCancer","163","9","<5","0","0","0","0","0","0","0","Kaplan-Meier",">=90","Both","Age",NA,"CPRDAurum","2000-2019"
"IncidentLungCancer","45","18","7","<5","<5","<5","<5","<5","<5","0","Kaplan-Meier","<30","Both","Age",NA,"CPRDAurum","2000-2019"
"IncidentLungCancer","274","86","48","32","19","16","9","7","<5","<5","Kaplan-Meier","30-39","Both","Age",NA,"CPRDAurum","2000-2019"
"IncidentLungCancer","1880","447","258","173","99","64","43","28","12","<5","Kaplan-Meier","40-49","Both","Age",NA,"CPRDAurum","2000-2019"
"IncidentLungCancer","8981","2015","1025","643","398","255","154","88","42","12","Kaplan-Meier","50-59","Both","Age",NA,"CPRDAurum","2000-2019"
"IncidentLungCancer","23278","5102","2487","1445","843","481","274","145","54","16","Kaplan-Meier","60-69","Both","Age",NA,"CPRDAurum","2000-2019"
"IncidentLungCancer","31897","5786","2431","1226","664","318","147","62","20","8","Kaplan-Meier","70-79","Both","Age",NA,"CPRDAurum","2000-2019"
"IncidentLungCancer","19488","2478","799","301","116","48","17","6","<5","0","Kaplan-Meier","80-89","Both","Age",NA,"CPRDAurum","2000-2019"
"IncidentLungCancer","2697","181","34","9","<5","<5","0","0","0","0","Kaplan-Meier",">=90","Both","Age",NA,"CPRDAurum","2000-2019"
"IncidentPancreaticCancer","14","6","<5","<5","<5","<5","<5","<5","<5","<5","Kaplan-Meier","<30","Both","Age",NA,"CPRDAurum","2000-2019"
"IncidentPancreaticCancer","93","30","21","15","6","<5","<5","<5","<5","<5","Kaplan-Meier","30-39","Both","Age",NA,"CPRDAurum","2000-2019"
"IncidentPancreaticCancer","656","142","77","57","31","23","12","9","<5","<5","Kaplan-Meier","40-49","Both","Age",NA,"CPRDAurum","2000-2019"
"IncidentPancreaticCancer","2214","322","150","93","62","45","29","15","9","<5","Kaplan-Meier","50-59","Both","Age",NA,"CPRDAurum","2000-2019"
"IncidentPancreaticCancer","4873","587","273","163","100","68","38","20","9","<5","Kaplan-Meier","60-69","Both","Age",NA,"CPRDAurum","2000-2019"
"IncidentPancreaticCancer","6661","614","238","144","90","63","45","17","9","<5","Kaplan-Meier","70-79","Both","Age",NA,"CPRDAurum","2000-2019"
"IncidentPancreaticCancer","4748","241","90","40","15","8","<5","<5","<5","0","Kaplan-Meier","80-89","Both","Age",NA,"CPRDAurum","2000-2019"
"IncidentPancreaticCancer","868","30","14","9","7","<5","<5","0","0","0","Kaplan-Meier",">=90","Both","Age",NA,"CPRDAurum","2000-2019"
"IncidentProstateCancer","10","<5","<5","0","0","0","0","0","0","0","Kaplan-Meier","<30","Both","Age",NA,"CPRDAurum","2000-2019"
"IncidentProstateCancer","26","17","11","7","<5","<5","<5","<5","<5","0","Kaplan-Meier","30-39","Both","Age",NA,"CPRDAurum","2000-2019"
"IncidentProstateCancer","1056","775","578","419","303","200","127","77","40","16","Kaplan-Meier","40-49","Both","Age",NA,"CPRDAurum","2000-2019"
"IncidentProstateCancer","12182","9226","7059","5276","3983","2833","1994","1272","666","247","Kaplan-Meier","50-59","Both","Age",NA,"CPRDAurum","2000-2019"
"IncidentProstateCancer","40058","31108","23992","18199","13356","9379","6251","3779","1889","657","Kaplan-Meier","60-69","Both","Age",NA,"CPRDAurum","2000-2019"
"IncidentProstateCancer","51137","37179","26719","18733","12535","7830","4544","2311","936","263","Kaplan-Meier","70-79","Both","Age",NA,"CPRDAurum","2000-2019"
"IncidentProstateCancer","25253","14982","8777","4832","2421","1071","410","133","39","7","Kaplan-Meier","80-89","Both","Age",NA,"CPRDAurum","2000-2019"
"IncidentProstateCancer","3478","1247","486","162","52","12","<5","0","0","0","Kaplan-Meier",">=90","Both","Age",NA,"CPRDAurum","2000-2019"
"IncidentStomachCancer","32","12","9","<5","<5","<5","<5","<5","0","0","Kaplan-Meier","<30","Both","Age",NA,"CPRDAurum","2000-2019"
"IncidentStomachCancer","158","45","32","27","21","19","13","10","6","<5","Kaplan-Meier","30-39","Both","Age",NA,"CPRDAurum","2000-2019"
"IncidentStomachCancer","512","174","89","67","51","38","25","16","8","<5","Kaplan-Meier","40-49","Both","Age",NA,"CPRDAurum","2000-2019"
"IncidentStomachCancer","1141","337","218","150","118","89","61","38","20","14","Kaplan-Meier","50-59","Both","Age",NA,"CPRDAurum","2000-2019"
"IncidentStomachCancer","2619","810","477","337","250","185","127","77","42","18","Kaplan-Meier","60-69","Both","Age",NA,"CPRDAurum","2000-2019"
"IncidentStomachCancer","4724","1200","694","478","325","201","108","49","23","7","Kaplan-Meier","70-79","Both","Age",NA,"CPRDAurum","2000-2019"
"IncidentStomachCancer","4011","683","309","187","110","53","18","<5","<5","<5","Kaplan-Meier","80-89","Both","Age",NA,"CPRDAurum","2000-2019"
"IncidentStomachCancer","677","55","21","10","8","<5","<5","<5","0","0","Kaplan-Meier",">=90","Both","Age",NA,"CPRDAurum","2000-2019"
"IncidentBreastCancer","485","315","206","130","83","56","38","21","13","8","Kaplan-Meier","18-29","Female","Age*Gender","Female_18-29","CPRDAurum","2000-2019"
"IncidentBreastCancer","5888","4447","3275","2508","1969","1501","1095","747","439","188","Kaplan-Meier","30-39","Female","Age*Gender","Female_30-39","CPRDAurum","2000-2019"
"IncidentBreastCancer","22064","17805","14061","10979","8256","6043","4234","2772","1547","654","Kaplan-Meier","40-49","Female","Age*Gender","Female_40-49","CPRDAurum","2000-2019"
"IncidentBreastCancer","38135","30754","24277","19058","14842","11312","8173","5574","3250","1357","Kaplan-Meier","50-59","Female","Age*Gender","Female_50-59","CPRDAurum","2000-2019"
"IncidentBreastCancer","38685","31083","24511","18907","14231","10245","6958","4219","2099","814","Kaplan-Meier","60-69","Female","Age*Gender","Female_60-69","CPRDAurum","2000-2019"
"IncidentBreastCancer","28048","20576","15113","10761","7527","5034","3119","1683","743","222","Kaplan-Meier","70-79","Female","Age*Gender","Female_70-79","CPRDAurum","2000-2019"
"IncidentBreastCancer","18696","11390","7049","4123","2266","1143","527","202","58","9","Kaplan-Meier","80-89","Female","Age*Gender","Female_80-89","CPRDAurum","2000-2019"
"IncidentBreastCancer","4806","1887","756","287","97","30","9","<5","0","0","Kaplan-Meier",">=90","Female","Age*Gender","Female_>=90","CPRDAurum","2000-2019"
"IncidentBreastCancer","7","<5","<5","<5","<5","<5","<5","0","0","0","Kaplan-Meier","18-29","Male","Age*Gender","Male_18-29","CPRDAurum","2000-2019"
"IncidentBreastCancer","19","14","7","6","<5","<5","<5","<5","<5","<5","Kaplan-Meier","30-39","Male","Age*Gender","Male_30-39","CPRDAurum","2000-2019"
"IncidentBreastCancer","70","55","39","27","23","19","16","13","<5","<5","Kaplan-Meier","40-49","Male","Age*Gender","Male_40-49","CPRDAurum","2000-2019"
"IncidentBreastCancer","141","107","78","58","45","36","25","17","10","<5","Kaplan-Meier","50-59","Male","Age*Gender","Male_50-59","CPRDAurum","2000-2019"
"IncidentBreastCancer","268","212","162","121","88","67","41","28","16","<5","Kaplan-Meier","60-69","Male","Age*Gender","Male_60-69","CPRDAurum","2000-2019"
"IncidentBreastCancer","302","232","168","112","76","41","24","13","7","<5","Kaplan-Meier","70-79","Male","Age*Gender","Male_70-79","CPRDAurum","2000-2019"
"IncidentBreastCancer","181","115","64","33","21","<5","<5","0","0","0","Kaplan-Meier","80-89","Male","Age*Gender","Male_80-89","CPRDAurum","2000-2019"
"IncidentBreastCancer","31","10","7","<5","<5","<5","0","0","0","0","Kaplan-Meier",">=90","Male","Age*Gender","Male_>=90","CPRDAurum","2000-2019"
"IncidentColorectalCancer","121","69","41","33","23","16","9","6","<5","<5","Kaplan-Meier","18-29","Female","Age*Gender","Female_18-29","CPRDAurum","2000-2019"
"IncidentColorectalCancer","606","326","221","150","103","81","60","44","29","7","Kaplan-Meier","30-39","Female","Age*Gender","Female_30-39","CPRDAurum","2000-2019"
"IncidentColorectalCancer","1797","1095","789","607","475","363","261","176","113","48","Kaplan-Meier","40-49","Female","Age*Gender","Female_40-49","CPRDAurum","2000-2019"
"IncidentColorectalCancer","4835","3124","2208","1712","1316","997","718","465","268","121","Kaplan-Meier","50-59","Female","Age*Gender","Female_50-59","CPRDAurum","2000-2019"
"IncidentColorectalCancer","9320","5998","4398","3350","2507","1770","1212","770","429","184","Kaplan-Meier","60-69","Female","Age*Gender","Female_60-69","CPRDAurum","2000-2019"
"IncidentColorectalCancer","13314","7681","5343","3953","2813","1851","1107","587","268","80","Kaplan-Meier","70-79","Female","Age*Gender","Female_70-79","CPRDAurum","2000-2019"
"IncidentColorectalCancer","11375","4950","3009","1882","1118","565","280","105","35","11","Kaplan-Meier","80-89","Female","Age*Gender","Female_80-89","CPRDAurum","2000-2019"
"IncidentColorectalCancer","2443","520","208","89","34","10","7","<5","0","0","Kaplan-Meier",">=90","Female","Age*Gender","Female_>=90","CPRDAurum","2000-2019"
"IncidentColorectalCancer","110","60","38","30","24","18","9","<5","<5","<5","Kaplan-Meier","18-29","Male","Age*Gender","Male_18-29","CPRDAurum","2000-2019"
"IncidentColorectalCancer","576","313","204","136","97","78","58","46","23","<5","Kaplan-Meier","30-39","Male","Age*Gender","Male_30-39","CPRDAurum","2000-2019"
"IncidentColorectalCancer","1930","1146","807","614","458","336","249","165","98","49","Kaplan-Meier","40-49","Male","Age*Gender","Male_40-49","CPRDAurum","2000-2019"
"IncidentColorectalCancer","6597","4110","2858","2122","1601","1190","883","603","355","168","Kaplan-Meier","50-59","Male","Age*Gender","Male_50-59","CPRDAurum","2000-2019"
"IncidentColorectalCancer","14814","9361","6638","4955","3611","2554","1587","934","492","191","Kaplan-Meier","60-69","Male","Age*Gender","Male_60-69","CPRDAurum","2000-2019"
"IncidentColorectalCancer","18422","10421","6972","4834","3308","2056","1209","639","275","84","Kaplan-Meier","70-79","Male","Age*Gender","Male_70-79","CPRDAurum","2000-2019"
"IncidentColorectalCancer","11553","4850","2669","1505","806","374","158","52","15","<5","Kaplan-Meier","80-89","Male","Age*Gender","Male_80-89","CPRDAurum","2000-2019"
"IncidentColorectalCancer","1508","348","116","37","13","<5","<5","<5","0","0","Kaplan-Meier",">=90","Male","Age*Gender","Male_>=90","CPRDAurum","2000-2019"
"IncidentEsophagealCancer","7","<5","<5","<5","<5","<5","<5","<5","<5","<5","Kaplan-Meier","18-29","Female","Age*Gender","Female_18-29","CPRDAurum","2000-2019"
"IncidentEsophagealCancer","35","14","8","6","<5","<5","<5","<5","0","0","Kaplan-Meier","30-39","Female","Age*Gender","Female_30-39","CPRDAurum","2000-2019"
"IncidentEsophagealCancer","204","81","45","35","23","17","14","11","7","<5","Kaplan-Meier","40-49","Female","Age*Gender","Female_40-49","CPRDAurum","2000-2019"
"IncidentEsophagealCancer","858","261","168","122","97","73","56","42","25","11","Kaplan-Meier","50-59","Female","Age*Gender","Female_50-59","CPRDAurum","2000-2019"
"IncidentEsophagealCancer","1743","496","298","203","147","106","70","36","17","<5","Kaplan-Meier","60-69","Female","Age*Gender","Female_60-69","CPRDAurum","2000-2019"
"IncidentEsophagealCancer","2624","556","307","175","112","66","39","15","<5","<5","Kaplan-Meier","70-79","Female","Age*Gender","Female_70-79","CPRDAurum","2000-2019"
"IncidentEsophagealCancer","2544","272","93","50","28","11","7","<5","0","0","Kaplan-Meier","80-89","Female","Age*Gender","Female_80-89","CPRDAurum","2000-2019"
"IncidentEsophagealCancer","673","27","11","<5","0","0","0","0","0","0","Kaplan-Meier",">=90","Female","Age*Gender","Female_>=90","CPRDAurum","2000-2019"
"IncidentEsophagealCancer","11","<5","<5","<5","<5","<5","<5","0","0","0","Kaplan-Meier","18-29","Male","Age*Gender","Male_18-29","CPRDAurum","2000-2019"
"IncidentEsophagealCancer","103","24","11","10","9","6","<5","<5","<5","<5","Kaplan-Meier","30-39","Male","Age*Gender","Male_30-39","CPRDAurum","2000-2019"
"IncidentEsophagealCancer","661","187","101","66","50","46","29","17","<5","<5","Kaplan-Meier","40-49","Male","Age*Gender","Male_40-49","CPRDAurum","2000-2019"
"IncidentEsophagealCancer","2680","733","392","268","184","131","93","61","28","16","Kaplan-Meier","50-59","Male","Age*Gender","Male_50-59","CPRDAurum","2000-2019"
"IncidentEsophagealCancer","5463","1437","745","468","303","199","124","66","30","13","Kaplan-Meier","60-69","Male","Age*Gender","Male_60-69","CPRDAurum","2000-2019"
"IncidentEsophagealCancer","6239","1262","553","330","212","111","67","32","10","<5","Kaplan-Meier","70-79","Male","Age*Gender","Male_70-79","CPRDAurum","2000-2019"
"IncidentEsophagealCancer","3545","380","124","57","23","8","<5","<5","0","0","Kaplan-Meier","80-89","Male","Age*Gender","Male_80-89","CPRDAurum","2000-2019"
"IncidentEsophagealCancer","506","25","<5","<5","<5","<5","<5","0","0","0","Kaplan-Meier",">=90","Male","Age*Gender","Male_>=90","CPRDAurum","2000-2019"
"IncidentHeadNeckCancer","64","40","30","24","17","14","12","9","<5","<5","Kaplan-Meier","18-29","Female","Age*Gender","Female_18-29","CPRDAurum","2000-2019"
"IncidentHeadNeckCancer","212","155","113","89","70","52","38","29","16","10","Kaplan-Meier","30-39","Female","Age*Gender","Female_30-39","CPRDAurum","2000-2019"
"IncidentHeadNeckCancer","632","433","320","238","181","132","91","60","31","17","Kaplan-Meier","40-49","Female","Age*Gender","Female_40-49","CPRDAurum","2000-2019"
"IncidentHeadNeckCancer","1383","912","673","481","359","248","182","113","65","29","Kaplan-Meier","50-59","Female","Age*Gender","Female_50-59","CPRDAurum","2000-2019"
"IncidentHeadNeckCancer","1675","1038","748","536","364","236","149","82","43","16","Kaplan-Meier","60-69","Female","Age*Gender","Female_60-69","CPRDAurum","2000-2019"
"IncidentHeadNeckCancer","1404","786","537","372","273","184","106","56","29","7","Kaplan-Meier","70-79","Female","Age*Gender","Female_70-79","CPRDAurum","2000-2019"
"IncidentHeadNeckCancer","854","328","188","108","56","25","9","<5","<5","0","Kaplan-Meier","80-89","Female","Age*Gender","Female_80-89","CPRDAurum","2000-2019"
"IncidentHeadNeckCancer","200","54","23","8","<5","<5","0","0","0","0","Kaplan-Meier",">=90","Female","Age*Gender","Female_>=90","CPRDAurum","2000-2019"
"IncidentHeadNeckCancer","65","41","28","23","16","10","6","<5","<5","0","Kaplan-Meier","18-29","Male","Age*Gender","Male_18-29","CPRDAurum","2000-2019"
"IncidentHeadNeckCancer","258","179","129","103","75","50","41","28","16","8","Kaplan-Meier","30-39","Male","Age*Gender","Male_30-39","CPRDAurum","2000-2019"
"IncidentHeadNeckCancer","1325","911","677","527","409","300","199","116","56","28","Kaplan-Meier","40-49","Male","Age*Gender","Male_40-49","CPRDAurum","2000-2019"
"IncidentHeadNeckCancer","3853","2431","1738","1268","901","634","409","242","132","58","Kaplan-Meier","50-59","Male","Age*Gender","Male_50-59","CPRDAurum","2000-2019"
"IncidentHeadNeckCancer","4622","2646","1825","1276","906","588","355","203","96","39","Kaplan-Meier","60-69","Male","Age*Gender","Male_60-69","CPRDAurum","2000-2019"
"IncidentHeadNeckCancer","3226","1689","1053","698","461","268","127","59","27","6","Kaplan-Meier","70-79","Male","Age*Gender","Male_70-79","CPRDAurum","2000-2019"
"IncidentHeadNeckCancer","1377","603","340","190","101","45","15","<5","<5","0","Kaplan-Meier","80-89","Male","Age*Gender","Male_80-89","CPRDAurum","2000-2019"
"IncidentHeadNeckCancer","206","47","16","7","0","0","0","0","0","0","Kaplan-Meier",">=90","Male","Age*Gender","Male_>=90","CPRDAurum","2000-2019"
"IncidentLiverCancer","14","6","<5","<5","<5","<5","<5","<5","<5","<5","Kaplan-Meier","18-29","Female","Age*Gender","Female_18-29","CPRDAurum","2000-2019"
"IncidentLiverCancer","31","12","7","<5","<5","<5","<5","0","0","0","Kaplan-Meier","30-39","Female","Age*Gender","Female_30-39","CPRDAurum","2000-2019"
"IncidentLiverCancer","91","43","25","18","12","7","6","<5","<5","0","Kaplan-Meier","40-49","Female","Age*Gender","Female_40-49","CPRDAurum","2000-2019"
"IncidentLiverCancer","268","68","30","19","13","6","6","<5","<5","<5","Kaplan-Meier","50-59","Female","Age*Gender","Female_50-59","CPRDAurum","2000-2019"
"IncidentLiverCancer","434","118","56","37","26","15","10","<5","0","0","Kaplan-Meier","60-69","Female","Age*Gender","Female_60-69","CPRDAurum","2000-2019"
"IncidentLiverCancer","662","126","53","24","13","8","6","<5","0","0","Kaplan-Meier","70-79","Female","Age*Gender","Female_70-79","CPRDAurum","2000-2019"
"IncidentLiverCancer","433","41","13","6","<5","<5","0","0","0","0","Kaplan-Meier","80-89","Female","Age*Gender","Female_80-89","CPRDAurum","2000-2019"
"IncidentLiverCancer","74","<5","<5","0","0","0","0","0","0","0","Kaplan-Meier",">=90","Female","Age*Gender","Female_>=90","CPRDAurum","2000-2019"
"IncidentLiverCancer","18","6","<5","<5","<5","<5","<5","<5","<5","<5","Kaplan-Meier","18-29","Male","Age*Gender","Male_18-29","CPRDAurum","2000-2019"
"IncidentLiverCancer","49","20","13","7","<5","<5","<5","<5","0","0","Kaplan-Meier","30-39","Male","Age*Gender","Male_30-39","CPRDAurum","2000-2019"
"IncidentLiverCancer","225","71","42","28","18","12","<5","<5","<5","<5","Kaplan-Meier","40-49","Male","Age*Gender","Male_40-49","CPRDAurum","2000-2019"
"IncidentLiverCancer","811","231","114","58","35","24","15","9","<5","<5","Kaplan-Meier","50-59","Male","Age*Gender","Male_50-59","CPRDAurum","2000-2019"
"IncidentLiverCancer","1495","364","158","76","41","21","14","<5","<5","<5","Kaplan-Meier","60-69","Male","Age*Gender","Male_60-69","CPRDAurum","2000-2019"
"IncidentLiverCancer","1715","316","124","61","29","11","<5","<5","<5","0","Kaplan-Meier","70-79","Male","Age*Gender","Male_70-79","CPRDAurum","2000-2019"
"IncidentLiverCancer","872","109","33","16","<5","<5","<5","0","0","0","Kaplan-Meier","80-89","Male","Age*Gender","Male_80-89","CPRDAurum","2000-2019"
