"Cancer","0","1","2","3","4","Method","Age","Gender","Stratification","GenderAge","Database","CalenderYearGp"
"HeadNeckSubtypeCancerSalivaryGland","35","22","14","9","<5","Kaplan-Meier","40-49","Both","Age",NA,"CPRDAurum","2000-2004"
"HeadNeckSubtypeCancerSalivaryGland","39","26","18","11","<5","Kaplan-Meier","50-59","Both","Age",NA,"CPRDAurum","2000-2004"
"HeadNeckSubtypeCancerSalivaryGland","55","31","20","13","7","Kaplan-Meier","60-69","Both","Age",NA,"CPRDAurum","2000-2004"
"HeadNeckSubtypeCancerSalivaryGland","68","48","27","18","<5","Kaplan-Meier","70-79","Both","Age",NA,"CPRDAurum","2000-2004"
"HeadNeckSubtypeCancerSalivaryGland","32","19","7","<5","<5","Kaplan-Meier","80-89","Both","Age",NA,"CPRDAurum","2000-2004"
"HeadNeckSubtypeCancerSalivaryGland","<5","<5","0","0","0","Kaplan-Meier",">=90","Both","Age",NA,"CPRDAurum","2000-2004"
"HeadNeckSubtypeCancerTongueIncidence","7","<5","<5","<5","<5","Kaplan-Meier","<30","Both","Age",NA,"CPRDAurum","2000-2004"
"HeadNeckSubtypeCancerTongueIncidence","21","12","6","<5","<5","Kaplan-Meier","30-39","Both","Age",NA,"CPRDAurum","2000-2004"
"HeadNeckSubtypeCancerTongueIncidence","71","44","21","16","<5","Kaplan-Meier","40-49","Both","Age",NA,"CPRDAurum","2000-2004"
"HeadNeckSubtypeCancerTongueIncidence","175","114","67","43","19","Kaplan-Meier","50-59","Both","Age",NA,"CPRDAurum","2000-2004"
"HeadNeckSubtypeCancerTongueIncidence","162","85","45","28","13","Kaplan-Meier","60-69","Both","Age",NA,"CPRDAurum","2000-2004"
"HeadNeckSubtypeCancerTongueIncidence","126","71","44","18","<5","Kaplan-Meier","70-79","Both","Age",NA,"CPRDAurum","2000-2004"
"HeadNeckSubtypeCancerTongueIncidence","52","28","17","8","<5","Kaplan-Meier","80-89","Both","Age",NA,"CPRDAurum","2000-2004"
"HeadNeckSubtypeCancerTongueIncidence","12","6","<5","<5","<5","Kaplan-Meier",">=90","Both","Age",NA,"CPRDAurum","2000-2004"
"HeadNeckSubtypeCancerHypopharynx","0","0","0","0","0","Kaplan-Meier","18-29","Female","Age*Gender","Female_18-29","CPRDAurum","2000-2004"
"HeadNeckSubtypeCancerHypopharynx","<5","<5","<5","0","0","Kaplan-Meier","30-39","Female","Age*Gender","Female_30-39","CPRDAurum","2000-2004"
"HeadNeckSubtypeCancerHypopharynx","<5","0","0","0","0","Kaplan-Meier","40-49","Female","Age*Gender","Female_40-49","CPRDAurum","2000-2004"
"HeadNeckSubtypeCancerHypopharynx","12","<5","<5","0","0","Kaplan-Meier","50-59","Female","Age*Gender","Female_50-59","CPRDAurum","2000-2004"
"HeadNeckSubtypeCancerHypopharynx","14","<5","<5","<5","0","Kaplan-Meier","60-69","Female","Age*Gender","Female_60-69","CPRDAurum","2000-2004"
"HeadNeckSubtypeCancerHypopharynx","10","7","<5","<5","0","Kaplan-Meier","70-79","Female","Age*Gender","Female_70-79","CPRDAurum","2000-2004"
"HeadNeckSubtypeCancerHypopharynx","<5","<5","<5","<5","0","Kaplan-Meier","80-89","Female","Age*Gender","Female_80-89","CPRDAurum","2000-2004"
"HeadNeckSubtypeCancerHypopharynx","<5","0","0","0","0","Kaplan-Meier",">=90","Female","Age*Gender","Female_>=90","CPRDAurum","2000-2004"
"HeadNeckSubtypeCancerHypopharynx","0","0","0","0","0","Kaplan-Meier","18-29","Male","Age*Gender","Male_18-29","CPRDAurum","2000-2004"
"HeadNeckSubtypeCancerHypopharynx","<5","<5","<5","<5","<5","Kaplan-Meier","30-39","Male","Age*Gender","Male_30-39","CPRDAurum","2000-2004"
"HeadNeckSubtypeCancerHypopharynx","<5","<5","<5","<5","0","Kaplan-Meier","40-49","Male","Age*Gender","Male_40-49","CPRDAurum","2000-2004"
"HeadNeckSubtypeCancerHypopharynx","32","16","12","<5","<5","Kaplan-Meier","50-59","Male","Age*Gender","Male_50-59","CPRDAurum","2000-2004"
"HeadNeckSubtypeCancerHypopharynx","41","20","11","7","<5","Kaplan-Meier","60-69","Male","Age*Gender","Male_60-69","CPRDAurum","2000-2004"
"HeadNeckSubtypeCancerHypopharynx","37","16","9","<5","<5","Kaplan-Meier","70-79","Male","Age*Gender","Male_70-79","CPRDAurum","2000-2004"
"HeadNeckSubtypeCancerHypopharynx","14","7","<5","<5","0","Kaplan-Meier","80-89","Male","Age*Gender","Male_80-89","CPRDAurum","2000-2004"
"HeadNeckSubtypeCancerHypopharynx","0","0","0","0","0","Kaplan-Meier",">=90","Male","Age*Gender","Male_>=90","CPRDAurum","2000-2004"
"HeadNeckSubtypeCancerLarynx","<5","0","0","0","0","Kaplan-Meier","18-29","Female","Age*Gender","Female_18-29","CPRDAurum","2000-2004"
"HeadNeckSubtypeCancerLarynx","7","<5","<5","<5","0","Kaplan-Meier","30-39","Female","Age*Gender","Female_30-39","CPRDAurum","2000-2004"
"HeadNeckSubtypeCancerLarynx","12","7","<5","<5","<5","Kaplan-Meier","40-49","Female","Age*Gender","Female_40-49","CPRDAurum","2000-2004"
"HeadNeckSubtypeCancerLarynx","55","36","24","12","6","Kaplan-Meier","50-59","Female","Age*Gender","Female_50-59","CPRDAurum","2000-2004"
"HeadNeckSubtypeCancerLarynx","53","37","21","10","6","Kaplan-Meier","60-69","Female","Age*Gender","Female_60-69","CPRDAurum","2000-2004"
"HeadNeckSubtypeCancerLarynx","75","45","25","14","7","Kaplan-Meier","70-79","Female","Age*Gender","Female_70-79","CPRDAurum","2000-2004"
"HeadNeckSubtypeCancerLarynx","32","15","6","<5","<5","Kaplan-Meier","80-89","Female","Age*Gender","Female_80-89","CPRDAurum","2000-2004"
"HeadNeckSubtypeCancerLarynx","<5","<5","<5","0","0","Kaplan-Meier",">=90","Female","Age*Gender","Female_>=90","CPRDAurum","2000-2004"
"HeadNeckSubtypeCancerLarynx","0","0","0","0","0","Kaplan-Meier","18-29","Male","Age*Gender","Male_18-29","CPRDAurum","2000-2004"
"HeadNeckSubtypeCancerLarynx","<5","<5","<5","0","0","Kaplan-Meier","30-39","Male","Age*Gender","Male_30-39","CPRDAurum","2000-2004"
"HeadNeckSubtypeCancerLarynx","54","34","23","15","8","Kaplan-Meier","40-49","Male","Age*Gender","Male_40-49","CPRDAurum","2000-2004"
"HeadNeckSubtypeCancerLarynx","206","140","91","56","22","Kaplan-Meier","50-59","Male","Age*Gender","Male_50-59","CPRDAurum","2000-2004"
"HeadNeckSubtypeCancerLarynx","318","196","132","84","32","Kaplan-Meier","60-69","Male","Age*Gender","Male_60-69","CPRDAurum","2000-2004"
"HeadNeckSubtypeCancerLarynx","305","179","120","67","27","Kaplan-Meier","70-79","Male","Age*Gender","Male_70-79","CPRDAurum","2000-2004"
"HeadNeckSubtypeCancerLarynx","117","58","39","27","11","Kaplan-Meier","80-89","Male","Age*Gender","Male_80-89","CPRDAurum","2000-2004"
"HeadNeckSubtypeCancerLarynx","8","<5","<5","<5","0","Kaplan-Meier",">=90","Male","Age*Gender","Male_>=90","CPRDAurum","2000-2004"
"HeadNeckSubtypeCancerNasalCavitySinus","0","0","0","0","0","Kaplan-Meier","18-29","Female","Age*Gender","Female_18-29","CPRDAurum","2000-2004"
"HeadNeckSubtypeCancerNasalCavitySinus","0","0","0","0","0","Kaplan-Meier","30-39","Female","Age*Gender","Female_30-39","CPRDAurum","2000-2004"
"HeadNeckSubtypeCancerNasalCavitySinus","<5","<5","0","0","0","Kaplan-Meier","40-49","Female","Age*Gender","Female_40-49","CPRDAurum","2000-2004"
"HeadNeckSubtypeCancerNasalCavitySinus","<5","<5","<5","0","0","Kaplan-Meier","50-59","Female","Age*Gender","Female_50-59","CPRDAurum","2000-2004"
"HeadNeckSubtypeCancerNasalCavitySinus","8","<5","0","0","0","Kaplan-Meier","60-69","Female","Age*Gender","Female_60-69","CPRDAurum","2000-2004"
"HeadNeckSubtypeCancerNasalCavitySinus","<5","<5","<5","<5","<5","Kaplan-Meier","70-79","Female","Age*Gender","Female_70-79","CPRDAurum","2000-2004"
"HeadNeckSubtypeCancerNasalCavitySinus","8","<5","<5","<5","<5","Kaplan-Meier","80-89","Female","Age*Gender","Female_80-89","CPRDAurum","2000-2004"
"HeadNeckSubtypeCancerNasalCavitySinus","<5","<5","<5","0","0","Kaplan-Meier",">=90","Female","Age*Gender","Female_>=90","CPRDAurum","2000-2004"
"HeadNeckSubtypeCancerNasalCavitySinus","0","0","0","0","0","Kaplan-Meier","18-29","Male","Age*Gender","Male_18-29","CPRDAurum","2000-2004"
"HeadNeckSubtypeCancerNasalCavitySinus","<5","<5","<5","<5","0","Kaplan-Meier","30-39","Male","Age*Gender","Male_30-39","CPRDAurum","2000-2004"
"HeadNeckSubtypeCancerNasalCavitySinus","<5","<5","<5","<5","<5","Kaplan-Meier","40-49","Male","Age*Gender","Male_40-49","CPRDAurum","2000-2004"
"HeadNeckSubtypeCancerNasalCavitySinus","9","7","<5","<5","<5","Kaplan-Meier","50-59","Male","Age*Gender","Male_50-59","CPRDAurum","2000-2004"
"HeadNeckSubtypeCancerNasalCavitySinus","16","6","<5","0","0","Kaplan-Meier","60-69","Male","Age*Gender","Male_60-69","CPRDAurum","2000-2004"
"HeadNeckSubtypeCancerNasalCavitySinus","11","6","<5","0","0","Kaplan-Meier","70-79","Male","Age*Gender","Male_70-79","CPRDAurum","2000-2004"
"HeadNeckSubtypeCancerNasalCavitySinus","<5","<5","<5","0","0","Kaplan-Meier","80-89","Male","Age*Gender","Male_80-89","CPRDAurum","2000-2004"
"HeadNeckSubtypeCancerNasalCavitySinus","<5","0","0","0","0","Kaplan-Meier",">=90","Male","Age*Gender","Male_>=90","CPRDAurum","2000-2004"
"HeadNeckSubtypeCancerNasopharynx","<5","<5","<5","<5","<5","Kaplan-Meier","18-29","Female","Age*Gender","Female_18-29","CPRDAurum","2000-2004"
"HeadNeckSubtypeCancerNasopharynx","<5","<5","0","0","0","Kaplan-Meier","30-39","Female","Age*Gender","Female_30-39","CPRDAurum","2000-2004"
"HeadNeckSubtypeCancerNasopharynx","10","<5","<5","<5","0","Kaplan-Meier","40-49","Female","Age*Gender","Female_40-49","CPRDAurum","2000-2004"
"HeadNeckSubtypeCancerNasopharynx","14","9","<5","<5","<5","Kaplan-Meier","50-59","Female","Age*Gender","Female_50-59","CPRDAurum","2000-2004"
"HeadNeckSubtypeCancerNasopharynx","12","7","<5","<5","<5","Kaplan-Meier","60-69","Female","Age*Gender","Female_60-69","CPRDAurum","2000-2004"
"HeadNeckSubtypeCancerNasopharynx","8","<5","<5","<5","<5","Kaplan-Meier","70-79","Female","Age*Gender","Female_70-79","CPRDAurum","2000-2004"
"HeadNeckSubtypeCancerNasopharynx","<5","<5","0","0","0","Kaplan-Meier","80-89","Female","Age*Gender","Female_80-89","CPRDAurum","2000-2004"
"HeadNeckSubtypeCancerNasopharynx","<5","<5","<5","0","0","Kaplan-Meier",">=90","Female","Age*Gender","Female_>=90","CPRDAurum","2000-2004"
"HeadNeckSubtypeCancerNasopharynx","<5","0","0","0","0","Kaplan-Meier","18-29","Male","Age*Gender","Male_18-29","CPRDAurum","2000-2004"
"HeadNeckSubtypeCancerNasopharynx","8","6","<5","<5","<5","Kaplan-Meier","30-39","Male","Age*Gender","Male_30-39","CPRDAurum","2000-2004"
"HeadNeckSubtypeCancerNasopharynx","12","8","<5","<5","0","Kaplan-Meier","40-49","Male","Age*Gender","Male_40-49","CPRDAurum","2000-2004"
"HeadNeckSubtypeCancerNasopharynx","26","18","7","<5","<5","Kaplan-Meier","50-59","Male","Age*Gender","Male_50-59","CPRDAurum","2000-2004"
"HeadNeckSubtypeCancerNasopharynx","12","<5","<5","<5","<5","Kaplan-Meier","60-69","Male","Age*Gender","Male_60-69","CPRDAurum","2000-2004"
"HeadNeckSubtypeCancerNasopharynx","17","10","<5","<5","0","Kaplan-Meier","70-79","Male","Age*Gender","Male_70-79","CPRDAurum","2000-2004"
"HeadNeckSubtypeCancerNasopharynx","6","<5","<5","0","0","Kaplan-Meier","80-89","Male","Age*Gender","Male_80-89","CPRDAurum","2000-2004"
"HeadNeckSubtypeCancerNasopharynx","<5","0","0","0","0","Kaplan-Meier",">=90","Male","Age*Gender","Male_>=90","CPRDAurum","2000-2004"
"HeadNeckSubtypeCancerOralCavityIncidence","<5","<5","<5","0","0","Kaplan-Meier","18-29","Female","Age*Gender","Female_18-29","CPRDAurum","2000-2004"
"HeadNeckSubtypeCancerOralCavityIncidence","9","8","6","<5","<5","Kaplan-Meier","30-39","Female","Age*Gender","Female_30-39","CPRDAurum","2000-2004"
"HeadNeckSubtypeCancerOralCavityIncidence","22","18","12","10","<5","Kaplan-Meier","40-49","Female","Age*Gender","Female_40-49","CPRDAurum","2000-2004"
"HeadNeckSubtypeCancerOralCavityIncidence","46","27","16","15","<5","Kaplan-Meier","50-59","Female","Age*Gender","Female_50-59","CPRDAurum","2000-2004"
"HeadNeckSubtypeCancerOralCavityIncidence","44","32","26","16","6","Kaplan-Meier","60-69","Female","Age*Gender","Female_60-69","CPRDAurum","2000-2004"
"HeadNeckSubtypeCancerOralCavityIncidence","58","37","21","15","11","Kaplan-Meier","70-79","Female","Age*Gender","Female_70-79","CPRDAurum","2000-2004"
"HeadNeckSubtypeCancerOralCavityIncidence","47","28","19","12","8","Kaplan-Meier","80-89","Female","Age*Gender","Female_80-89","CPRDAurum","2000-2004"
"HeadNeckSubtypeCancerOralCavityIncidence","10","<5","<5","<5","0","Kaplan-Meier",">=90","Female","Age*Gender","Female_>=90","CPRDAurum","2000-2004"
"HeadNeckSubtypeCancerOralCavityIncidence","6","<5","<5","<5","0","Kaplan-Meier","18-29","Male","Age*Gender","Male_18-29","CPRDAurum","2000-2004"
"HeadNeckSubtypeCancerOralCavityIncidence","7","<5","<5","<5","<5","Kaplan-Meier","30-39","Male","Age*Gender","Male_30-39","CPRDAurum","2000-2004"
"HeadNeckSubtypeCancerOralCavityIncidence","29","22","16","9","<5","Kaplan-Meier","40-49","Male","Age*Gender","Male_40-49","CPRDAurum","2000-2004"
"HeadNeckSubtypeCancerOralCavityIncidence","80","52","28","19","12","Kaplan-Meier","50-59","Male","Age*Gender","Male_50-59","CPRDAurum","2000-2004"
"HeadNeckSubtypeCancerOralCavityIncidence","87","59","37","21","11","Kaplan-Meier","60-69","Male","Age*Gender","Male_60-69","CPRDAurum","2000-2004"
"HeadNeckSubtypeCancerOralCavityIncidence","60","38","28","15","6","Kaplan-Meier","70-79","Male","Age*Gender","Male_70-79","CPRDAurum","2000-2004"
"HeadNeckSubtypeCancerOralCavityIncidence","30","19","13","<5","0","Kaplan-Meier","80-89","Male","Age*Gender","Male_80-89","CPRDAurum","2000-2004"
"HeadNeckSubtypeCancerOralCavityIncidence","<5","<5","<5","<5","0","Kaplan-Meier",">=90","Male","Age*Gender","Male_>=90","CPRDAurum","2000-2004"
"HeadNeckSubtypeCancerOropharynx","0","0","0","0","0","Kaplan-Meier","18-29","Female","Age*Gender","Female_18-29","CPRDAurum","2000-2004"
"HeadNeckSubtypeCancerOropharynx","<5","<5","<5","<5","0","Kaplan-Meier","30-39","Female","Age*Gender","Female_30-39","CPRDAurum","2000-2004"
"HeadNeckSubtypeCancerOropharynx","20","10","<5","<5","<5","Kaplan-Meier","40-49","Female","Age*Gender","Female_40-49","CPRDAurum","2000-2004"
"HeadNeckSubtypeCancerOropharynx","58","33","17","9","6","Kaplan-Meier","50-59","Female","Age*Gender","Female_50-59","CPRDAurum","2000-2004"
"HeadNeckSubtypeCancerOropharynx","38","18","11","6","<5","Kaplan-Meier","60-69","Female","Age*Gender","Female_60-69","CPRDAurum","2000-2004"
"HeadNeckSubtypeCancerOropharynx","35","18","12","9","<5","Kaplan-Meier","70-79","Female","Age*Gender","Female_70-79","CPRDAurum","2000-2004"
"HeadNeckSubtypeCancerOropharynx","13","<5","<5","<5","0","Kaplan-Meier","80-89","Female","Age*Gender","Female_80-89","CPRDAurum","2000-2004"
"HeadNeckSubtypeCancerOropharynx","<5","0","0","0","0","Kaplan-Meier",">=90","Female","Age*Gender","Female_>=90","CPRDAurum","2000-2004"
"HeadNeckSubtypeCancerOropharynx","0","0","0","0","0","Kaplan-Meier","18-29","Male","Age*Gender","Male_18-29","CPRDAurum","2000-2004"
"HeadNeckSubtypeCancerOropharynx","<5","<5","<5","0","0","Kaplan-Meier","30-39","Male","Age*Gender","Male_30-39","CPRDAurum","2000-2004"
"HeadNeckSubtypeCancerOropharynx","63","41","22","14","7","Kaplan-Meier","40-49","Male","Age*Gender","Male_40-49","CPRDAurum","2000-2004"
"HeadNeckSubtypeCancerOropharynx","135","81","47","22","6","Kaplan-Meier","50-59","Male","Age*Gender","Male_50-59","CPRDAurum","2000-2004"
"HeadNeckSubtypeCancerOropharynx","102","55","31","19","<5","Kaplan-Meier","60-69","Male","Age*Gender","Male_60-69","CPRDAurum","2000-2004"
