"records","n.max","n.start","events","rmean","se(rmean)","median","0.95LCL","0.95UCL","Method","Cancer","Gender","Age","Stratification","GenderAge","Database","CalenderYearGp"
20,20,20,7,3.11265571526352,0.502754739481283,2.66666666666667,1.81519507186858,NA,"Kaplan-Meier","HeadNeckSubtypeCancerHypopharynx","Both",NA,"Age",NA,"CPRDGold","2000-2004"
6,6,6,2,3.15651380333105,1.03729060439086,NA,0.202600958247775,NA,"Kaplan-Meier","HeadNeckSubtypeCancerHypopharynx","Both",NA,"Age",NA,"CPRDGold","2000-2004"
1,1,1,0,4.99931553730322,0,NA,NA,NA,"Kaplan-Meier","HeadNeckSubtypeCancerLarynx","Both",NA,"Age",NA,"CPRDGold","2000-2004"
4,4,4,0,4.99931553730322,0,NA,NA,NA,"Kaplan-Meier","HeadNeckSubtypeCancerLarynx","Both",NA,"Age",NA,"CPRDGold","2000-2004"
22,22,22,7,3.04337004542343,0.555071792502475,3.39493497604381,1.37166324435318,NA,"Kaplan-Meier","HeadNeckSubtypeCancerLarynx","Both",NA,"Age",NA,"CPRDGold","2000-2004"
111,111,111,34,3.3488784279326,0.219960949403406,4.07392197125257,2.9678302532512,NA,"Kaplan-Meier","HeadNeckSubtypeCancerLarynx","Both",NA,"Age",NA,"CPRDGold","2000-2004"
138,138,138,26,3.86875937181476,0.196514704161053,NA,4.32854209445585,NA,"Kaplan-Meier","HeadNeckSubtypeCancerLarynx","Both",NA,"Age",NA,"CPRDGold","2000-2004"
123,123,123,39,3.24443493322105,0.222397939454529,NA,2.51060917180014,NA,"Kaplan-Meier","HeadNeckSubtypeCancerLarynx","Both",NA,"Age",NA,"CPRDGold","2000-2004"
55,55,55,17,3.35999263403548,0.326789219120143,NA,2.28062970568104,NA,"Kaplan-Meier","HeadNeckSubtypeCancerLarynx","Both",NA,"Age",NA,"CPRDGold","2000-2004"
3,3,3,2,1.68195300022815,1.35435201605685,0.0465434633812457,0,NA,"Kaplan-Meier","HeadNeckSubtypeCancerLarynx","Both",NA,"Age",NA,"CPRDGold","2000-2004"
3,3,3,0,4.56947296372348,0,NA,NA,NA,"Kaplan-Meier","HeadNeckSubtypeCancerNasalCavitySinus","Both",NA,"Age",NA,"CPRDGold","2000-2004"
4,4,4,1,3.23613963039014,1.08866210790363,NA,0.569472963723477,NA,"Kaplan-Meier","HeadNeckSubtypeCancerNasalCavitySinus","Both",NA,"Age",NA,"CPRDGold","2000-2004"
6,6,6,4,2.00730093543235,0.574798866754899,2.05338809034908,0.613278576317591,NA,"Kaplan-Meier","HeadNeckSubtypeCancerNasalCavitySinus","Both",NA,"Age",NA,"CPRDGold","2000-2004"
11,11,11,1,4.13114305270363,0.415836265620499,NA,NA,NA,"Kaplan-Meier","HeadNeckSubtypeCancerNasalCavitySinus","Both",NA,"Age",NA,"CPRDGold","2000-2004"
8,8,8,4,2.17981405430071,0.756481604438677,1.43737166324435,0.0739219712525667,NA,"Kaplan-Meier","HeadNeckSubtypeCancerNasalCavitySinus","Both",NA,"Age",NA,"CPRDGold","2000-2004"
3,3,3,3,0.162445813369838,0.117336655451943,0.0383299110198494,0,NA,"Kaplan-Meier","HeadNeckSubtypeCancerNasalCavitySinus","Both",NA,"Age",NA,"CPRDGold","2000-2004"
1,1,1,0,4.56947296372348,0,NA,NA,NA,"Kaplan-Meier","HeadNeckSubtypeCancerNasalCavitySinus","Both",NA,"Age",NA,"CPRDGold","2000-2004"
3,3,3,1,3.19233401779603,1.17137360275463,NA,0.323066392881588,NA,"Kaplan-Meier","HeadNeckSubtypeCancerNasopharynx","Both",NA,"Age",NA,"CPRDGold","2000-2004"
6,6,6,2,2.35290896646133,0.483884498128907,2.89390828199863,NA,NA,"Kaplan-Meier","HeadNeckSubtypeCancerNasopharynx","Both",NA,"Age",NA,"CPRDGold","2000-2004"
14,14,14,7,1.84350999506959,0.603643790572632,0.993839835728953,0.783025325119781,NA,"Kaplan-Meier","HeadNeckSubtypeCancerNasopharynx","Both",NA,"Age",NA,"CPRDGold","2000-2004"
9,9,9,5,2.27658811642385,0.656328407147796,1.24572210814511,0.832306639288159,NA,"Kaplan-Meier","HeadNeckSubtypeCancerNasopharynx","Both",NA,"Age",NA,"CPRDGold","2000-2004"
13,13,13,5,2.79875743695046,0.632973625049636,NA,0.147843942505133,NA,"Kaplan-Meier","HeadNeckSubtypeCancerNasopharynx","Both",NA,"Age",NA,"CPRDGold","2000-2004"
3,3,3,2,1.75861282226785,1.17774290192481,0.591375770020534,0.0574948665297741,NA,"Kaplan-Meier","HeadNeckSubtypeCancerNasopharynx","Both",NA,"Age",NA,"CPRDGold","2000-2004"
1,1,1,0,4.62696783025325,0,NA,NA,NA,"Kaplan-Meier","HeadNeckSubtypeCancerNasopharynx","Both",NA,"Age",NA,"CPRDGold","2000-2004"
6,6,6,1,4.0684462696783,0.739932562045386,NA,2.25598904859685,NA,"Kaplan-Meier","HeadNeckSubtypeCancerOralCavityIncidence","Both",NA,"Age",NA,"CPRDGold","2000-2004"
10,10,10,0,4.97467488021903,0,NA,NA,NA,"Kaplan-Meier","HeadNeckSubtypeCancerOralCavityIncidence","Both",NA,"Age",NA,"CPRDGold","2000-2004"
30,30,30,4,4.19957587757896,0.344008276854738,NA,3.31006160164271,NA,"Kaplan-Meier","HeadNeckSubtypeCancerOralCavityIncidence","Both",NA,"Age",NA,"CPRDGold","2000-2004"
66,66,66,8,4.29834595167239,0.219274748688947,NA,NA,NA,"Kaplan-Meier","HeadNeckSubtypeCancerOralCavityIncidence","Both",NA,"Age",NA,"CPRDGold","2000-2004"
71,71,71,13,3.99189566231896,0.232168021127607,4.90622861054073,3.87953456536619,NA,"Kaplan-Meier","HeadNeckSubtypeCancerOralCavityIncidence","Both",NA,"Age",NA,"CPRDGold","2000-2004"
62,62,62,15,3.730327570703,0.278439993392705,NA,NA,NA,"Kaplan-Meier","HeadNeckSubtypeCancerOralCavityIncidence","Both",NA,"Age",NA,"CPRDGold","2000-2004"
51,51,51,17,3.20995189788297,0.330253645695364,NA,2.16290212183436,NA,"Kaplan-Meier","HeadNeckSubtypeCancerOralCavityIncidence","Both",NA,"Age",NA,"CPRDGold","2000-2004"
5,5,5,2,2.43805612594114,1.15139148306358,1.09240246406571,0.65160848733744,NA,"Kaplan-Meier","HeadNeckSubtypeCancerOralCavityIncidence","Both",NA,"Age",NA,"CPRDGold","2000-2004"
2,2,2,1,3.36208076659822,1.15769980875991,1.72484599589322,1.72484599589322,NA,"Kaplan-Meier","HeadNeckSubtypeCancerOropharynx","Both",NA,"Age",NA,"CPRDGold","2000-2004"
26,26,26,6,3.46470130550333,0.465369619533151,3.96440793976728,3.96440793976728,NA,"Kaplan-Meier","HeadNeckSubtypeCancerOropharynx","Both",NA,"Age",NA,"CPRDGold","2000-2004"
72,72,72,21,3.15747686437238,0.312847224529082,3.49623545516769,1.70841889117043,NA,"Kaplan-Meier","HeadNeckSubtypeCancerOropharynx","Both",NA,"Age",NA,"CPRDGold","2000-2004"
58,58,58,16,3.40140912753639,0.314340968581821,3.7015742642026,3.24709103353867,NA,"Kaplan-Meier","HeadNeckSubtypeCancerOropharynx","Both",NA,"Age",NA,"CPRDGold","2000-2004"
31,31,31,15,2.69579751763,0.414356620423161,2.89390828199863,1.0321697467488,NA,"Kaplan-Meier","HeadNeckSubtypeCancerOropharynx","Both",NA,"Age",NA,"CPRDGold","2000-2004"
20,20,20,8,2.53481671929552,0.619907557774735,0.728268309377139,0.539356605065024,NA,"Kaplan-Meier","HeadNeckSubtypeCancerOropharynx","Both",NA,"Age",NA,"CPRDGold","2000-2004"
3,3,3,3,0.59502623773671,0.331794516315803,0.31211498973306,0.0766598220396988,NA,"Kaplan-Meier","HeadNeckSubtypeCancerOropharynx","Both",NA,"Age",NA,"CPRDGold","2000-2004"
2,2,2,0,4.95003422313484,0,NA,NA,NA,"Kaplan-Meier","HeadNeckSubtypeCancerSalivaryGland","Both",NA,"Age",NA,"CPRDGold","2000-2004"
7,7,7,1,4.3399498060689,0.556928328682339,NA,NA,NA,"Kaplan-Meier","HeadNeckSubtypeCancerSalivaryGland","Both",NA,"Age",NA,"CPRDGold","2000-2004"
10,10,10,0,4.95003422313484,0,NA,NA,NA,"Kaplan-Meier","HeadNeckSubtypeCancerSalivaryGland","Both",NA,"Age",NA,"CPRDGold","2000-2004"
12,12,12,0,4.95003422313484,0,NA,NA,NA,"Kaplan-Meier","HeadNeckSubtypeCancerSalivaryGland","Both",NA,"Age",NA,"CPRDGold","2000-2004"
18,18,18,6,3.18224721286685,0.556880364522281,NA,1.65639972621492,NA,"Kaplan-Meier","HeadNeckSubtypeCancerSalivaryGland","Both",NA,"Age",NA,"CPRDGold","2000-2004"
25,25,25,11,2.43574388578346,0.380479471256203,4.02737850787132,0.407939767282683,NA,"Kaplan-Meier","HeadNeckSubtypeCancerSalivaryGland","Both",NA,"Age",NA,"CPRDGold","2000-2004"
10,10,10,2,3.28724617841661,0.968527014878955,NA,1.24845995893224,NA,"Kaplan-Meier","HeadNeckSubtypeCancerSalivaryGland","Both",NA,"Age",NA,"CPRDGold","2000-2004"
5,5,5,1,1.89733059548255,0,1.89733059548255,NA,NA,"Kaplan-Meier","HeadNeckSubtypeCancerSalivaryGland","Both",NA,"Age",NA,"CPRDGold","2000-2004"
2,2,2,0,4.99931553730322,0,NA,NA,NA,"Kaplan-Meier","HeadNeckSubtypeCancerTongueIncidence","Both",NA,"Age",NA,"CPRDGold","2000-2004"
11,11,11,2,3.97492128678987,0.629202698384154,NA,1.927446954141,NA,"Kaplan-Meier","HeadNeckSubtypeCancerTongueIncidence","Both",NA,"Age",NA,"CPRDGold","2000-2004"
39,39,39,8,3.67933735884319,0.394720253944922,NA,2.80082135523614,NA,"Kaplan-Meier","HeadNeckSubtypeCancerTongueIncidence","Both",NA,"Age",NA,"CPRDGold","2000-2004"
92,92,92,22,3.50772078037465,0.25934540481063,NA,3.1047227926078,NA,"Kaplan-Meier","HeadNeckSubtypeCancerTongueIncidence","Both",NA,"Age",NA,"CPRDGold","2000-2004"
72,72,72,20,3.39439245395672,0.295439159272895,NA,2.12457221081451,NA,"Kaplan-Meier","HeadNeckSubtypeCancerTongueIncidence","Both",NA,"Age",NA,"CPRDGold","2000-2004"
35,35,35,14,2.8006132376857,0.437012351789741,2.24503764544832,1.13073237508556,NA,"Kaplan-Meier","HeadNeckSubtypeCancerTongueIncidence","Both",NA,"Age",NA,"CPRDGold","2000-2004"
31,31,31,16,2.21643105374115,0.456947268251684,0.947296372347707,0.424366872005476,NA,"Kaplan-Meier","HeadNeckSubtypeCancerTongueIncidence","Both",NA,"Age",NA,"CPRDGold","2000-2004"
5,5,5,1,4.07027150353639,0.758561277101917,NA,2.21218343600274,NA,"Kaplan-Meier","HeadNeckSubtypeCancerTongueIncidence","Both",NA,"Age",NA,"CPRDGold","2000-2004"
1,1,1,1,0.0027378507871321,0,0.0027378507871321,NA,NA,"Kaplan-Meier","HeadNeckSubtypeCancerHypopharynx","Female","40-49","Age*Gender","Female_40-49","CPRDGold","2000-2004"
5,5,5,1,3.93360711841205,0.908704273786136,NA,0.785763175906913,NA,"Kaplan-Meier","HeadNeckSubtypeCancerHypopharynx","Female","50-59","Age*Gender","Female_50-59","CPRDGold","2000-2004"
9,9,9,3,2.79014373716632,0.794324231819839,3.06913073237509,1.25119780971937,NA,"Kaplan-Meier","HeadNeckSubtypeCancerHypopharynx","Female","60-69","Age*Gender","Female_60-69","CPRDGold","2000-2004"
7,7,7,1,4.38512434405658,0.545681458918372,NA,NA,NA,"Kaplan-Meier","HeadNeckSubtypeCancerHypopharynx","Female","70-79","Age*Gender","Female_70-79","CPRDGold","2000-2004"
1,1,1,0,4.98288843258042,0,NA,NA,NA,"Kaplan-Meier","HeadNeckSubtypeCancerHypopharynx","Female","80-89","Age*Gender","Female_80-89","CPRDGold","2000-2004"
9,9,9,3,2.80043023369512,0.406958694449641,3.45516769336071,NA,NA,"Kaplan-Meier","HeadNeckSubtypeCancerHypopharynx","Male","40-49","Age*Gender","Male_40-49","CPRDGold","2000-2004"
17,17,17,5,3.30590985694259,0.55538164897769,3.37029431895962,1.76591375770021,NA,"Kaplan-Meier","HeadNeckSubtypeCancerHypopharynx","Male","50-59","Age*Gender","Male_50-59","CPRDGold","2000-2004"
26,26,26,9,2.32974309833447,0.577272472877524,2.6611909650924,0.670773442847365,NA,"Kaplan-Meier","HeadNeckSubtypeCancerHypopharynx","Male","60-69","Age*Gender","Male_60-69","CPRDGold","2000-2004"
13,13,13,6,2.24194878815002,0.548694886290883,1.98767967145791,1.03764544832307,NA,"Kaplan-Meier","HeadNeckSubtypeCancerHypopharynx","Male","70-79","Age*Gender","Male_70-79","CPRDGold","2000-2004"
5,5,5,2,3.03025325119781,1.06988606329721,NA,0.202600958247775,NA,"Kaplan-Meier","HeadNeckSubtypeCancerHypopharynx","Male","80-89","Age*Gender","Male_80-89","CPRDGold","2000-2004"
2,2,2,0,4.99931553730322,0,NA,NA,NA,"Kaplan-Meier","HeadNeckSubtypeCancerLarynx","Female","30-39","Age*Gender","Female_30-39","CPRDGold","2000-2004"
7,7,7,4,2.19350738241909,0.521699932596299,3.39493497604381,0.643394934976044,NA,"Kaplan-Meier","HeadNeckSubtypeCancerLarynx","Female","40-49","Age*Gender","Female_40-49","CPRDGold","2000-2004"
23,23,23,10,2.70159633182935,0.506160885555353,2.9678302532512,0.824093086926763,NA,"Kaplan-Meier","HeadNeckSubtypeCancerLarynx","Female","50-59","Age*Gender","Female_50-59","CPRDGold","2000-2004"
16,16,16,5,3.17100510714474,0.477466496771748,4.32854209445585,1.3223819301848,NA,"Kaplan-Meier","HeadNeckSubtypeCancerLarynx","Female","60-69","Age*Gender","Female_60-69","CPRDGold","2000-2004"
24,24,24,6,3.57894107945443,0.484518100618471,NA,2.27241615331964,NA,"Kaplan-Meier","HeadNeckSubtypeCancerLarynx","Female","70-79","Age*Gender","Female_70-79","CPRDGold","2000-2004"
14,14,14,6,2.61067761806982,0.706580563859565,0.733744010951403,0.399726214921287,NA,"Kaplan-Meier","HeadNeckSubtypeCancerLarynx","Female","80-89","Age*Gender","Female_80-89","CPRDGold","2000-2004"
1,1,1,1,0,0,0,NA,NA,"Kaplan-Meier","HeadNeckSubtypeCancerLarynx","Female",">=90","Age*Gender","Female_>=90","CPRDGold","2000-2004"
1,1,1,0,4.99931553730322,0,NA,NA,NA,"Kaplan-Meier","HeadNeckSubtypeCancerLarynx","Male","18-29","Age*Gender","Male_18-29","CPRDGold","2000-2004"
2,2,2,0,4.99931553730322,0,NA,NA,NA,"Kaplan-Meier","HeadNeckSubtypeCancerLarynx","Male","30-39","Age*Gender","Male_30-39","CPRDGold","2000-2004"
15,15,15,3,4.04471822952316,0.492989864742753,NA,NA,NA,"Kaplan-Meier","HeadNeckSubtypeCancerLarynx","Male","40-49","Age*Gender","Male_40-49","CPRDGold","2000-2004"
88,88,88,24,3.50608825828358,0.242036426386177,4.07392197125257,3.15674195756331,NA,"Kaplan-Meier","HeadNeckSubtypeCancerLarynx","Male","50-59","Age*Gender","Male_50-59","CPRDGold","2000-2004"
122,122,122,21,3.99522207398326,0.197989457198913,NA,NA,NA,"Kaplan-Meier","HeadNeckSubtypeCancerLarynx","Male","60-69","Age*Gender","Male_60-69","CPRDGold","2000-2004"
99,99,99,33,3.15744901982356,0.24983033840352,NA,2.13278576317591,NA,"Kaplan-Meier","HeadNeckSubtypeCancerLarynx","Male","70-79","Age*Gender","Male_70-79","CPRDGold","2000-2004"
41,41,41,11,3.59719373287178,0.359167039297511,NA,NA,NA,"Kaplan-Meier","HeadNeckSubtypeCancerLarynx","Male","80-89","Age*Gender","Male_80-89","CPRDGold","2000-2004"
2,2,2,1,2.52292950034223,1.75106935957079,0.0465434633812457,0.0465434633812457,NA,"Kaplan-Meier","HeadNeckSubtypeCancerLarynx","Male",">=90","Age*Gender","Male_>=90","CPRDGold","2000-2004"
1,1,1,0,4.56947296372348,0,NA,NA,NA,"Kaplan-Meier","HeadNeckSubtypeCancerNasalCavitySinus","Female","30-39","Age*Gender","Female_30-39","CPRDGold","2000-2004"
1,1,1,1,0.613278576317591,0,0.613278576317591,NA,NA,"Kaplan-Meier","HeadNeckSubtypeCancerNasalCavitySinus","Female","50-59","Age*Gender","Female_50-59","CPRDGold","2000-2004"
3,3,3,0,4.56947296372348,0,NA,NA,NA,"Kaplan-Meier","HeadNeckSubtypeCancerNasalCavitySinus","Female","60-69","Age*Gender","Female_60-69","CPRDGold","2000-2004"
3,3,3,2,2.00228154232261,1.10144986975855,1.43737166324435,0,NA,"Kaplan-Meier","HeadNeckSubtypeCancerNasalCavitySinus","Female","70-79","Age*Gender","Female_70-79","CPRDGold","2000-2004"
2,2,2,2,0.0191649555099247,0.0135516700022062,0.0191649555099247,0,NA,"Kaplan-Meier","HeadNeckSubtypeCancerNasalCavitySinus","Female","80-89","Age*Gender","Female_80-89","CPRDGold","2000-2004"
1,1,1,0,4.56947296372348,0,NA,NA,NA,"Kaplan-Meier","HeadNeckSubtypeCancerNasalCavitySinus","Female",">=90","Age*Gender","Female_>=90","CPRDGold","2000-2004"
2,2,2,0,4.56947296372348,0,NA,NA,NA,"Kaplan-Meier","HeadNeckSubtypeCancerNasalCavitySinus","Male","30-39","Age*Gender","Male_30-39","CPRDGold","2000-2004"
4,4,4,1,3.23613963039014,1.08866210790363,NA,0.569472963723477,NA,"Kaplan-Meier","HeadNeckSubtypeCancerNasalCavitySinus","Male","40-49","Age*Gender","Male_40-49","CPRDGold","2000-2004"
5,5,5,3,2.2861054072553,0.618456677052275,3.41409993155373,0.692676249144422,NA,"Kaplan-Meier","HeadNeckSubtypeCancerNasalCavitySinus","Male","50-59","Age*Gender","Male_50-59","CPRDGold","2000-2004"
8,8,8,1,3.94328737655226,0.579735202790987,NA,NA,NA,"Kaplan-Meier","HeadNeckSubtypeCancerNasalCavitySinus","Male","60-69","Age*Gender","Male_60-69","CPRDGold","2000-2004"
5,5,5,2,2.22792607802875,1.06206937720492,1.3223819301848,0.0739219712525667,NA,"Kaplan-Meier","HeadNeckSubtypeCancerNasalCavitySinus","Male","70-79","Age*Gender","Male_70-79","CPRDGold","2000-2004"
1,1,1,1,0.449007529089665,0,0.449007529089665,NA,NA,"Kaplan-Meier","HeadNeckSubtypeCancerNasalCavitySinus","Male","80-89","Age*Gender","Male_80-89","CPRDGold","2000-2004"
2,2,2,0,4.62696783025325,0,NA,NA,NA,"Kaplan-Meier","HeadNeckSubtypeCancerNasopharynx","Female","30-39","Age*Gender","Female_30-39","CPRDGold","2000-2004"
3,3,3,1,2.89390828199863,0,2.89390828199863,NA,NA,"Kaplan-Meier","HeadNeckSubtypeCancerNasopharynx","Female","40-49","Age*Gender","Female_40-49","CPRDGold","2000-2004"
6,6,6,2,2.23853524982888,1.08322364725521,0.993839835728953,0.522929500342231,NA,"Kaplan-Meier","HeadNeckSubtypeCancerNasopharynx","Female","50-59","Age*Gender","Female_50-59","CPRDGold","2000-2004"
1,1,1,0,4.62696783025325,0,NA,NA,NA,"Kaplan-Meier","HeadNeckSubtypeCancerNasopharynx","Female","60-69","Age*Gender","Female_60-69","CPRDGold","2000-2004"
4,4,4,1,3.4757015742642,0.997025824206315,NA,0.0219028062970568,NA,"Kaplan-Meier","HeadNeckSubtypeCancerNasopharynx","Female","70-79","Age*Gender","Female_70-79","CPRDGold","2000-2004"
1,1,1,1,0.591375770020534,0,0.591375770020534,NA,NA,"Kaplan-Meier","HeadNeckSubtypeCancerNasopharynx","Female","80-89","Age*Gender","Female_80-89","CPRDGold","2000-2004"
1,1,1,0,4.62696783025325,0,NA,NA,NA,"Kaplan-Meier","HeadNeckSubtypeCancerNasopharynx","Female",">=90","Age*Gender","Female_>=90","CPRDGold","2000-2004"
1,1,1,1,0.323066392881588,0,0.323066392881588,NA,NA,"Kaplan-Meier","HeadNeckSubtypeCancerNasopharynx","Male","30-39","Age*Gender","Male_30-39","CPRDGold","2000-2004"
3,3,3,1,3.14761578827287,1.20788588426543,NA,0.188911704312115,NA,"Kaplan-Meier","HeadNeckSubtypeCancerNasopharynx","Male","40-49","Age*Gender","Male_40-49","CPRDGold","2000-2004"
8,8,8,5,1.5417807437828,0.707605289960649,0.930869267624914,0.106776180698152,NA,"Kaplan-Meier","HeadNeckSubtypeCancerNasopharynx","Male","50-59","Age*Gender","Male_50-59","CPRDGold","2000-2004"
8,8,8,5,1.93839835728953,0.659462911657481,0.922655715263518,0.591375770020534,NA,"Kaplan-Meier","HeadNeckSubtypeCancerNasopharynx","Male","60-69","Age*Gender","Male_60-69","CPRDGold","2000-2004"
9,9,9,4,2.64537227165564,0.738823610497009,NA,0.147843942505133,NA,"Kaplan-Meier","HeadNeckSubtypeCancerNasopharynx","Male","70-79","Age*Gender","Male_70-79","CPRDGold","2000-2004"
2,2,2,1,2.34223134839151,1.61555265954873,0.0574948665297741,0.0574948665297741,NA,"Kaplan-Meier","HeadNeckSubtypeCancerNasopharynx","Male","80-89","Age*Gender","Male_80-89","CPRDGold","2000-2004"
2,2,2,0,4.97467488021903,0,NA,NA,NA,"Kaplan-Meier","HeadNeckSubtypeCancerOralCavityIncidence","Female","18-29","Age*Gender","Female_18-29","CPRDGold","2000-2004"
5,5,5,0,4.97467488021903,0,NA,NA,NA,"Kaplan-Meier","HeadNeckSubtypeCancerOralCavityIncidence","Female","30-39","Age*Gender","Female_30-39","CPRDGold","2000-2004"
16,16,16,2,4.32809592617943,0.420680188868616,NA,NA,NA,"Kaplan-Meier","HeadNeckSubtypeCancerOralCavityIncidence","Female","40-49","Age*Gender","Female_40-49","CPRDGold","2000-2004"
28,28,28,2,4.57191853850065,0.273967738943749,NA,NA,NA,"Kaplan-Meier","HeadNeckSubtypeCancerOralCavityIncidence","Female","50-59","Age*Gender","Female_50-59","CPRDGold","2000-2004"
32,32,32,6,4.19543838892891,0.276421792475993,4.90622861054073,3.87953456536619,NA,"Kaplan-Meier","HeadNeckSubtypeCancerOralCavityIncidence","Female","60-69","Age*Gender","Female_60-69","CPRDGold","2000-2004"
