"Cancer","0","1","2","3","4","Method","Age","Gender","Stratification","GenderAge","Database","CalenderYearGp"
"HeadNeckSubtypeCancerOropharynx","0","0","0","0","0","Kaplan-Meier","30-39","Male","Age*Gender","Male_30-39","CPRDGold","2000-2004"
"HeadNeckSubtypeCancerOropharynx","20","11","<5","<5","<5","Kaplan-Meier","40-49","Male","Age*Gender","Male_40-49","CPRDGold","2000-2004"
"HeadNeckSubtypeCancerOropharynx","51","24","11","8","<5","Kaplan-Meier","50-59","Male","Age*Gender","Male_50-59","CPRDGold","2000-2004"
"HeadNeckSubtypeCancerOropharynx","45","27","13","10","<5","Kaplan-Meier","60-69","Male","Age*Gender","Male_60-69","CPRDGold","2000-2004"
"HeadNeckSubtypeCancerOropharynx","19","10","6","<5","<5","Kaplan-Meier","70-79","Male","Age*Gender","Male_70-79","CPRDGold","2000-2004"
"HeadNeckSubtypeCancerOropharynx","8","<5","<5","0","0","Kaplan-Meier","80-89","Male","Age*Gender","Male_80-89","CPRDGold","2000-2004"
"HeadNeckSubtypeCancerOropharynx","<5","<5","0","0","0","Kaplan-Meier",">=90","Male","Age*Gender","Male_>=90","CPRDGold","2000-2004"
"HeadNeckSubtypeCancerSalivaryGland","<5","<5","<5","<5","0","Kaplan-Meier","18-29","Female","Age*Gender","Female_18-29","CPRDGold","2000-2004"
"HeadNeckSubtypeCancerSalivaryGland","<5","<5","<5","<5","<5","Kaplan-Meier","30-39","Female","Age*Gender","Female_30-39","CPRDGold","2000-2004"
"HeadNeckSubtypeCancerSalivaryGland","<5","<5","<5","<5","0","Kaplan-Meier","40-49","Female","Age*Gender","Female_40-49","CPRDGold","2000-2004"
"HeadNeckSubtypeCancerSalivaryGland","9","6","<5","<5","<5","Kaplan-Meier","50-59","Female","Age*Gender","Female_50-59","CPRDGold","2000-2004"
"HeadNeckSubtypeCancerSalivaryGland","8","<5","<5","0","0","Kaplan-Meier","60-69","Female","Age*Gender","Female_60-69","CPRDGold","2000-2004"
"HeadNeckSubtypeCancerSalivaryGland","11","<5","<5","<5","<5","Kaplan-Meier","70-79","Female","Age*Gender","Female_70-79","CPRDGold","2000-2004"
"HeadNeckSubtypeCancerSalivaryGland","<5","<5","0","0","0","Kaplan-Meier","80-89","Female","Age*Gender","Female_80-89","CPRDGold","2000-2004"
"HeadNeckSubtypeCancerSalivaryGland","<5","<5","0","0","0","Kaplan-Meier",">=90","Female","Age*Gender","Female_>=90","CPRDGold","2000-2004"
"HeadNeckSubtypeCancerSalivaryGland","0","0","0","0","0","Kaplan-Meier","18-29","Male","Age*Gender","Male_18-29","CPRDGold","2000-2004"
"HeadNeckSubtypeCancerSalivaryGland","<5","<5","<5","0","0","Kaplan-Meier","30-39","Male","Age*Gender","Male_30-39","CPRDGold","2000-2004"
"HeadNeckSubtypeCancerSalivaryGland","<5","<5","0","0","0","Kaplan-Meier","40-49","Male","Age*Gender","Male_40-49","CPRDGold","2000-2004"
"HeadNeckSubtypeCancerSalivaryGland","<5","<5","<5","<5","<5","Kaplan-Meier","50-59","Male","Age*Gender","Male_50-59","CPRDGold","2000-2004"
"HeadNeckSubtypeCancerSalivaryGland","10","<5","<5","<5","<5","Kaplan-Meier","60-69","Male","Age*Gender","Male_60-69","CPRDGold","2000-2004"
"HeadNeckSubtypeCancerSalivaryGland","14","7","<5","<5","0","Kaplan-Meier","70-79","Male","Age*Gender","Male_70-79","CPRDGold","2000-2004"
"HeadNeckSubtypeCancerSalivaryGland","<5","<5","0","0","0","Kaplan-Meier","80-89","Male","Age*Gender","Male_80-89","CPRDGold","2000-2004"
"HeadNeckSubtypeCancerSalivaryGland","<5","<5","0","0","0","Kaplan-Meier",">=90","Male","Age*Gender","Male_>=90","CPRDGold","2000-2004"
"HeadNeckSubtypeCancerTongueIncidence","0","0","0","0","0","Kaplan-Meier","18-29","Female","Age*Gender","Female_18-29","CPRDGold","2000-2004"
"HeadNeckSubtypeCancerTongueIncidence","<5","<5","<5","<5","0","Kaplan-Meier","30-39","Female","Age*Gender","Female_30-39","CPRDGold","2000-2004"
"HeadNeckSubtypeCancerTongueIncidence","15","8","<5","<5","<5","Kaplan-Meier","40-49","Female","Age*Gender","Female_40-49","CPRDGold","2000-2004"
"HeadNeckSubtypeCancerTongueIncidence","28","15","10","<5","0","Kaplan-Meier","50-59","Female","Age*Gender","Female_50-59","CPRDGold","2000-2004"
"HeadNeckSubtypeCancerTongueIncidence","24","11","6","<5","<5","Kaplan-Meier","60-69","Female","Age*Gender","Female_60-69","CPRDGold","2000-2004"
"HeadNeckSubtypeCancerTongueIncidence","15","8","<5","<5","0","Kaplan-Meier","70-79","Female","Age*Gender","Female_70-79","CPRDGold","2000-2004"
"HeadNeckSubtypeCancerTongueIncidence","21","6","<5","<5","<5","Kaplan-Meier","80-89","Female","Age*Gender","Female_80-89","CPRDGold","2000-2004"
"HeadNeckSubtypeCancerTongueIncidence","<5","<5","<5","<5","0","Kaplan-Meier",">=90","Female","Age*Gender","Female_>=90","CPRDGold","2000-2004"
"HeadNeckSubtypeCancerTongueIncidence","<5","<5","<5","<5","0","Kaplan-Meier","18-29","Male","Age*Gender","Male_18-29","CPRDGold","2000-2004"
"HeadNeckSubtypeCancerTongueIncidence","6","<5","0","0","0","Kaplan-Meier","30-39","Male","Age*Gender","Male_30-39","CPRDGold","2000-2004"
"HeadNeckSubtypeCancerTongueIncidence","24","13","8","<5","<5","Kaplan-Meier","40-49","Male","Age*Gender","Male_40-49","CPRDGold","2000-2004"
"HeadNeckSubtypeCancerTongueIncidence","64","33","14","10","<5","Kaplan-Meier","50-59","Male","Age*Gender","Male_50-59","CPRDGold","2000-2004"
"HeadNeckSubtypeCancerTongueIncidence","48","27","12","6","<5","Kaplan-Meier","60-69","Male","Age*Gender","Male_60-69","CPRDGold","2000-2004"
"HeadNeckSubtypeCancerTongueIncidence","20","8","<5","<5","<5","Kaplan-Meier","70-79","Male","Age*Gender","Male_70-79","CPRDGold","2000-2004"
"HeadNeckSubtypeCancerTongueIncidence","10","<5","<5","<5","0","Kaplan-Meier","80-89","Male","Age*Gender","Male_80-89","CPRDGold","2000-2004"
"HeadNeckSubtypeCancerTongueIncidence","<5","0","0","0","0","Kaplan-Meier",">=90","Male","Age*Gender","Male_>=90","CPRDGold","2000-2004"
"HeadNeckSubtypeCancerHypopharynx","235","130","80","39","15","Kaplan-Meier","All","Both","None",NA,"CPRDGold","2005-2009"
"HeadNeckSubtypeCancerLarynx","751","488","316","195","95","Kaplan-Meier","All","Both","None",NA,"CPRDGold","2005-2009"
"HeadNeckSubtypeCancerNasalCavitySinus","67","38","19","7","<5","Kaplan-Meier","All","Both","None",NA,"CPRDGold","2005-2009"
"HeadNeckSubtypeCancerNasopharynx","110","60","44","20","9","Kaplan-Meier","All","Both","None",NA,"CPRDGold","2005-2009"
"HeadNeckSubtypeCancerOralCavityIncidence","513","325","211","117","53","Kaplan-Meier","All","Both","None",NA,"CPRDGold","2005-2009"
"HeadNeckSubtypeCancerOropharynx","526","302","172","90","35","Kaplan-Meier","All","Both","None",NA,"CPRDGold","2005-2009"
"HeadNeckSubtypeCancerSalivaryGland","184","109","67","38","16","Kaplan-Meier","All","Both","None",NA,"CPRDGold","2005-2009"
"HeadNeckSubtypeCancerTongueIncidence","605","314","193","110","47","Kaplan-Meier","All","Both","None",NA,"CPRDGold","2005-2009"
"HeadNeckSubtypeCancerHypopharynx","185","110","71","36","14","Kaplan-Meier","All","Male","Gender",NA,"CPRDGold","2005-2009"
"HeadNeckSubtypeCancerHypopharynx","50","20","9","<5","<5","Kaplan-Meier","All","Female","Gender",NA,"CPRDGold","2005-2009"
"HeadNeckSubtypeCancerLarynx","621","406","266","163","82","Kaplan-Meier","All","Male","Gender",NA,"CPRDGold","2005-2009"
"HeadNeckSubtypeCancerLarynx","130","82","50","32","13","Kaplan-Meier","All","Female","Gender",NA,"CPRDGold","2005-2009"
"HeadNeckSubtypeCancerNasalCavitySinus","39","22","11","<5","0","Kaplan-Meier","All","Male","Gender",NA,"CPRDGold","2005-2009"
"HeadNeckSubtypeCancerNasalCavitySinus","28","16","8","<5","<5","Kaplan-Meier","All","Female","Gender",NA,"CPRDGold","2005-2009"
"HeadNeckSubtypeCancerNasopharynx","82","43","33","14","<5","Kaplan-Meier","All","Male","Gender",NA,"CPRDGold","2005-2009"
"HeadNeckSubtypeCancerNasopharynx","28","17","11","6","<5","Kaplan-Meier","All","Female","Gender",NA,"CPRDGold","2005-2009"
"HeadNeckSubtypeCancerOralCavityIncidence","299","183","121","71","30","Kaplan-Meier","All","Male","Gender",NA,"CPRDGold","2005-2009"
"HeadNeckSubtypeCancerOralCavityIncidence","214","142","90","46","23","Kaplan-Meier","All","Female","Gender",NA,"CPRDGold","2005-2009"
"HeadNeckSubtypeCancerOropharynx","378","218","118","64","28","Kaplan-Meier","All","Male","Gender",NA,"CPRDGold","2005-2009"
"HeadNeckSubtypeCancerOropharynx","148","84","54","26","7","Kaplan-Meier","All","Female","Gender",NA,"CPRDGold","2005-2009"
"HeadNeckSubtypeCancerSalivaryGland","119","66","41","24","13","Kaplan-Meier","All","Male","Gender",NA,"CPRDGold","2005-2009"
"HeadNeckSubtypeCancerSalivaryGland","65","43","26","14","<5","Kaplan-Meier","All","Female","Gender",NA,"CPRDGold","2005-2009"
"HeadNeckSubtypeCancerTongueIncidence","388","193","113","61","22","Kaplan-Meier","All","Male","Gender",NA,"CPRDGold","2005-2009"
"HeadNeckSubtypeCancerTongueIncidence","217","121","80","49","25","Kaplan-Meier","All","Female","Gender",NA,"CPRDGold","2005-2009"
"HeadNeckSubtypeCancerHypopharynx","0","0","0","0","0","Kaplan-Meier","<30","Both","Age",NA,"CPRDGold","2005-2009"
"HeadNeckSubtypeCancerHypopharynx","<5","0","0","0","0","Kaplan-Meier","30-39","Both","Age",NA,"CPRDGold","2005-2009"
"HeadNeckSubtypeCancerHypopharynx","9","6","<5","0","0","Kaplan-Meier","40-49","Both","Age",NA,"CPRDGold","2005-2009"
"HeadNeckSubtypeCancerHypopharynx","58","34","21","7","<5","Kaplan-Meier","50-59","Both","Age",NA,"CPRDGold","2005-2009"
"HeadNeckSubtypeCancerHypopharynx","73","40","26","13","<5","Kaplan-Meier","60-69","Both","Age",NA,"CPRDGold","2005-2009"
"HeadNeckSubtypeCancerHypopharynx","65","38","26","15","<5","Kaplan-Meier","70-79","Both","Age",NA,"CPRDGold","2005-2009"
"HeadNeckSubtypeCancerHypopharynx","27","12","6","<5","<5","Kaplan-Meier","80-89","Both","Age",NA,"CPRDGold","2005-2009"
"HeadNeckSubtypeCancerHypopharynx","<5","0","0","0","0","Kaplan-Meier",">=90","Both","Age",NA,"CPRDGold","2005-2009"
"HeadNeckSubtypeCancerLarynx","<5","<5","0","0","0","Kaplan-Meier","<30","Both","Age",NA,"CPRDGold","2005-2009"
"HeadNeckSubtypeCancerLarynx","<5","<5","0","0","0","Kaplan-Meier","30-39","Both","Age",NA,"CPRDGold","2005-2009"
"HeadNeckSubtypeCancerLarynx","39","27","18","14","<5","Kaplan-Meier","40-49","Both","Age",NA,"CPRDGold","2005-2009"
"HeadNeckSubtypeCancerLarynx","147","93","63","40","21","Kaplan-Meier","50-59","Both","Age",NA,"CPRDGold","2005-2009"
"HeadNeckSubtypeCancerLarynx","250","163","103","65","31","Kaplan-Meier","60-69","Both","Age",NA,"CPRDGold","2005-2009"
"HeadNeckSubtypeCancerLarynx","230","155","100","57","32","Kaplan-Meier","70-79","Both","Age",NA,"CPRDGold","2005-2009"
"HeadNeckSubtypeCancerLarynx","76","45","30","18","8","Kaplan-Meier","80-89","Both","Age",NA,"CPRDGold","2005-2009"
"HeadNeckSubtypeCancerLarynx","6","<5","<5","<5","0","Kaplan-Meier",">=90","Both","Age",NA,"CPRDGold","2005-2009"
"HeadNeckSubtypeCancerNasalCavitySinus","<5","0","0","0","0","Kaplan-Meier","<30","Both","Age",NA,"CPRDGold","2005-2009"
"HeadNeckSubtypeCancerNasalCavitySinus","<5","<5","0","0","0","Kaplan-Meier","30-39","Both","Age",NA,"CPRDGold","2005-2009"
"HeadNeckSubtypeCancerNasalCavitySinus","7","6","<5","<5","0","Kaplan-Meier","40-49","Both","Age",NA,"CPRDGold","2005-2009"
"HeadNeckSubtypeCancerNasalCavitySinus","11","7","6","0","0","Kaplan-Meier","50-59","Both","Age",NA,"CPRDGold","2005-2009"
"HeadNeckSubtypeCancerNasalCavitySinus","13","10","<5","<5","<5","Kaplan-Meier","60-69","Both","Age",NA,"CPRDGold","2005-2009"
"HeadNeckSubtypeCancerNasalCavitySinus","24","11","<5","<5","<5","Kaplan-Meier","70-79","Both","Age",NA,"CPRDGold","2005-2009"
"HeadNeckSubtypeCancerNasalCavitySinus","9","<5","<5","<5","0","Kaplan-Meier","80-89","Both","Age",NA,"CPRDGold","2005-2009"
"HeadNeckSubtypeCancerNasalCavitySinus","0","0","0","0","0","Kaplan-Meier",">=90","Both","Age",NA,"CPRDGold","2005-2009"
"HeadNeckSubtypeCancerNasopharynx","<5","<5","<5","0","0","Kaplan-Meier","<30","Both","Age",NA,"CPRDGold","2005-2009"
"HeadNeckSubtypeCancerNasopharynx","6","<5","<5","<5","<5","Kaplan-Meier","30-39","Both","Age",NA,"CPRDGold","2005-2009"
"HeadNeckSubtypeCancerNasopharynx","19","12","8","<5","<5","Kaplan-Meier","40-49","Both","Age",NA,"CPRDGold","2005-2009"
"HeadNeckSubtypeCancerNasopharynx","35","24","19","9","<5","Kaplan-Meier","50-59","Both","Age",NA,"CPRDGold","2005-2009"
"HeadNeckSubtypeCancerNasopharynx","25","11","10","<5","<5","Kaplan-Meier","60-69","Both","Age",NA,"CPRDGold","2005-2009"
"HeadNeckSubtypeCancerNasopharynx","14","<5","<5","0","0","Kaplan-Meier","70-79","Both","Age",NA,"CPRDGold","2005-2009"
"HeadNeckSubtypeCancerNasopharynx","6","<5","<5","<5","<5","Kaplan-Meier","80-89","Both","Age",NA,"CPRDGold","2005-2009"
"HeadNeckSubtypeCancerNasopharynx","<5","<5","0","0","0","Kaplan-Meier",">=90","Both","Age",NA,"CPRDGold","2005-2009"
"HeadNeckSubtypeCancerOralCavityIncidence","7","<5","<5","<5","0","Kaplan-Meier","<30","Both","Age",NA,"CPRDGold","2005-2009"
"HeadNeckSubtypeCancerOralCavityIncidence","18","12","8","7","<5","Kaplan-Meier","30-39","Both","Age",NA,"CPRDGold","2005-2009"
"HeadNeckSubtypeCancerOralCavityIncidence","48","32","16","13","6","Kaplan-Meier","40-49","Both","Age",NA,"CPRDGold","2005-2009"
"HeadNeckSubtypeCancerOralCavityIncidence","113","74","53","31","17","Kaplan-Meier","50-59","Both","Age",NA,"CPRDGold","2005-2009"
"HeadNeckSubtypeCancerOralCavityIncidence","150","98","62","33","11","Kaplan-Meier","60-69","Both","Age",NA,"CPRDGold","2005-2009"
"HeadNeckSubtypeCancerOralCavityIncidence","105","63","44","18","9","Kaplan-Meier","70-79","Both","Age",NA,"CPRDGold","2005-2009"
"HeadNeckSubtypeCancerOralCavityIncidence","59","36","24","13","<5","Kaplan-Meier","80-89","Both","Age",NA,"CPRDGold","2005-2009"
"HeadNeckSubtypeCancerOralCavityIncidence","13","6","<5","0","0","Kaplan-Meier",">=90","Both","Age",NA,"CPRDGold","2005-2009"
"HeadNeckSubtypeCancerOropharynx","<5","<5","<5","<5","0","Kaplan-Meier","<30","Both","Age",NA,"CPRDGold","2005-2009"
"HeadNeckSubtypeCancerOropharynx","7","<5","<5","<5","0","Kaplan-Meier","30-39","Both","Age",NA,"CPRDGold","2005-2009"
"HeadNeckSubtypeCancerOropharynx","67","46","27","15","<5","Kaplan-Meier","40-49","Both","Age",NA,"CPRDGold","2005-2009"
"HeadNeckSubtypeCancerOropharynx","185","122","67","41","19","Kaplan-Meier","50-59","Both","Age",NA,"CPRDGold","2005-2009"
"HeadNeckSubtypeCancerOropharynx","143","72","45","22","10","Kaplan-Meier","60-69","Both","Age",NA,"CPRDGold","2005-2009"
"HeadNeckSubtypeCancerOropharynx","86","46","25","9","<5","Kaplan-Meier","70-79","Both","Age",NA,"CPRDGold","2005-2009"
"HeadNeckSubtypeCancerOropharynx","33","11","<5","<5","0","Kaplan-Meier","80-89","Both","Age",NA,"CPRDGold","2005-2009"
"HeadNeckSubtypeCancerOropharynx","<5","<5","<5","0","0","Kaplan-Meier",">=90","Both","Age",NA,"CPRDGold","2005-2009"
"HeadNeckSubtypeCancerSalivaryGland","<5","<5","<5","<5","<5","Kaplan-Meier","<30","Both","Age",NA,"CPRDGold","2005-2009"
"HeadNeckSubtypeCancerSalivaryGland","8","7","<5","<5","<5","Kaplan-Meier","30-39","Both","Age",NA,"CPRDGold","2005-2009"
"HeadNeckSubtypeCancerSalivaryGland","21","15","12","<5","<5","Kaplan-Meier","40-49","Both","Age",NA,"CPRDGold","2005-2009"
"HeadNeckSubtypeCancerSalivaryGland","24","16","12","9","<5","Kaplan-Meier","50-59","Both","Age",NA,"CPRDGold","2005-2009"
"HeadNeckSubtypeCancerSalivaryGland","38","23","13","8","<5","Kaplan-Meier","60-69","Both","Age",NA,"CPRDGold","2005-2009"
"HeadNeckSubtypeCancerSalivaryGland","43","26","16","8","<5","Kaplan-Meier","70-79","Both","Age",NA,"CPRDGold","2005-2009"
"HeadNeckSubtypeCancerSalivaryGland","36","15","6","<5","<5","Kaplan-Meier","80-89","Both","Age",NA,"CPRDGold","2005-2009"
"HeadNeckSubtypeCancerSalivaryGland","10","<5","<5","<5","0","Kaplan-Meier",">=90","Both","Age",NA,"CPRDGold","2005-2009"
"HeadNeckSubtypeCancerTongueIncidence","<5","<5","<5","<5","0","Kaplan-Meier","<30","Both","Age",NA,"CPRDGold","2005-2009"
"HeadNeckSubtypeCancerTongueIncidence","8","<5","<5","<5","<5","Kaplan-Meier","30-39","Both","Age",NA,"CPRDGold","2005-2009"
"HeadNeckSubtypeCancerTongueIncidence","73","34","22","15","9","Kaplan-Meier","40-49","Both","Age",NA,"CPRDGold","2005-2009"
"HeadNeckSubtypeCancerTongueIncidence","158","92","63","37","15","Kaplan-Meier","50-59","Both","Age",NA,"CPRDGold","2005-2009"
"HeadNeckSubtypeCancerTongueIncidence","182","103","58","31","18","Kaplan-Meier","60-69","Both","Age",NA,"CPRDGold","2005-2009"
"HeadNeckSubtypeCancerTongueIncidence","109","50","29","17","<5","Kaplan-Meier","70-79","Both","Age",NA,"CPRDGold","2005-2009"
"HeadNeckSubtypeCancerTongueIncidence","54","19","13","7","<5","Kaplan-Meier","80-89","Both","Age",NA,"CPRDGold","2005-2009"
"HeadNeckSubtypeCancerTongueIncidence","16","7","<5","<5","<5","Kaplan-Meier",">=90","Both","Age",NA,"CPRDGold","2005-2009"
"HeadNeckSubtypeCancerHypopharynx","0","0","0","0","0","Kaplan-Meier","18-29","Female","Age*Gender","Female_18-29","CPRDGold","2005-2009"
"HeadNeckSubtypeCancerHypopharynx","<5","0","0","0","0","Kaplan-Meier","30-39","Female","Age*Gender","Female_30-39","CPRDGold","2005-2009"
"HeadNeckSubtypeCancerHypopharynx","<5","<5","0","0","0","Kaplan-Meier","40-49","Female","Age*Gender","Female_40-49","CPRDGold","2005-2009"
"HeadNeckSubtypeCancerHypopharynx","9","<5","<5","0","0","Kaplan-Meier","50-59","Female","Age*Gender","Female_50-59","CPRDGold","2005-2009"
"HeadNeckSubtypeCancerHypopharynx","10","<5","<5","<5","<5","Kaplan-Meier","60-69","Female","Age*Gender","Female_60-69","CPRDGold","2005-2009"
"HeadNeckSubtypeCancerHypopharynx","17","6","<5","<5","0","Kaplan-Meier","70-79","Female","Age*Gender","Female_70-79","CPRDGold","2005-2009"
"HeadNeckSubtypeCancerHypopharynx","9","<5","0","0","0","Kaplan-Meier","80-89","Female","Age*Gender","Female_80-89","CPRDGold","2005-2009"
"HeadNeckSubtypeCancerHypopharynx","<5","0","0","0","0","Kaplan-Meier",">=90","Female","Age*Gender","Female_>=90","CPRDGold","2005-2009"
"HeadNeckSubtypeCancerHypopharynx","0","0","0","0","0","Kaplan-Meier","18-29","Male","Age*Gender","Male_18-29","CPRDGold","2005-2009"
"HeadNeckSubtypeCancerHypopharynx","0","0","0","0","0","Kaplan-Meier","30-39","Male","Age*Gender","Male_30-39","CPRDGold","2005-2009"
"HeadNeckSubtypeCancerHypopharynx","6","<5","<5","0","0","Kaplan-Meier","40-49","Male","Age*Gender","Male_40-49","CPRDGold","2005-2009"
"HeadNeckSubtypeCancerHypopharynx","49","29","19","7","<5","Kaplan-Meier","50-59","Male","Age*Gender","Male_50-59","CPRDGold","2005-2009"
"HeadNeckSubtypeCancerHypopharynx","63","35","22","12","<5","Kaplan-Meier","60-69","Male","Age*Gender","Male_60-69","CPRDGold","2005-2009"
"HeadNeckSubtypeCancerHypopharynx","48","32","23","13","<5","Kaplan-Meier","70-79","Male","Age*Gender","Male_70-79","CPRDGold","2005-2009"
"HeadNeckSubtypeCancerHypopharynx","18","9","6","<5","<5","Kaplan-Meier","80-89","Male","Age*Gender","Male_80-89","CPRDGold","2005-2009"
"HeadNeckSubtypeCancerHypopharynx","<5","0","0","0","0","Kaplan-Meier",">=90","Male","Age*Gender","Male_>=90","CPRDGold","2005-2009"
"HeadNeckSubtypeCancerLarynx","<5","0","0","0","0","Kaplan-Meier","18-29","Female","Age*Gender","Female_18-29","CPRDGold","2005-2009"
"HeadNeckSubtypeCancerLarynx","<5","<5","0","0","0","Kaplan-Meier","30-39","Female","Age*Gender","Female_30-39","CPRDGold","2005-2009"
"HeadNeckSubtypeCancerLarynx","12","8","<5","<5","<5","Kaplan-Meier","40-49","Female","Age*Gender","Female_40-49","CPRDGold","2005-2009"
"HeadNeckSubtypeCancerLarynx","24","15","8","6","<5","Kaplan-Meier","50-59","Female","Age*Gender","Female_50-59","CPRDGold","2005-2009"
"HeadNeckSubtypeCancerLarynx","37","19","12","8","<5","Kaplan-Meier","60-69","Female","Age*Gender","Female_60-69","CPRDGold","2005-2009"
"HeadNeckSubtypeCancerLarynx","33","26","17","10","<5","Kaplan-Meier","70-79","Female","Age*Gender","Female_70-79","CPRDGold","2005-2009"
"HeadNeckSubtypeCancerLarynx","19","12","7","<5","<5","Kaplan-Meier","80-89","Female","Age*Gender","Female_80-89","CPRDGold","2005-2009"
"HeadNeckSubtypeCancerLarynx","<5","<5","<5","0","0","Kaplan-Meier",">=90","Female","Age*Gender","Female_>=90","CPRDGold","2005-2009"
"HeadNeckSubtypeCancerLarynx","<5","<5","0","0","0","Kaplan-Meier","18-29","Male","Age*Gender","Male_18-29","CPRDGold","2005-2009"
"HeadNeckSubtypeCancerLarynx","0","0","0","0","0","Kaplan-Meier","30-39","Male","Age*Gender","Male_30-39","CPRDGold","2005-2009"
"HeadNeckSubtypeCancerLarynx","27","19","13","11","<5","Kaplan-Meier","40-49","Male","Age*Gender","Male_40-49","CPRDGold","2005-2009"
"HeadNeckSubtypeCancerLarynx","123","78","55","34","19","Kaplan-Meier","50-59","Male","Age*Gender","Male_50-59","CPRDGold","2005-2009"
"HeadNeckSubtypeCancerLarynx","213","144","91","57","27","Kaplan-Meier","60-69","Male","Age*Gender","Male_60-69","CPRDGold","2005-2009"
"HeadNeckSubtypeCancerLarynx","197","129","83","47","29","Kaplan-Meier","70-79","Male","Age*Gender","Male_70-79","CPRDGold","2005-2009"
"HeadNeckSubtypeCancerLarynx","57","33","23","13","<5","Kaplan-Meier","80-89","Male","Age*Gender","Male_80-89","CPRDGold","2005-2009"
"HeadNeckSubtypeCancerLarynx","<5","<5","<5","<5","0","Kaplan-Meier",">=90","Male","Age*Gender","Male_>=90","CPRDGold","2005-2009"
"HeadNeckSubtypeCancerNasalCavitySinus","<5","0","0","0","0","Kaplan-Meier","18-29","Female","Age*Gender","Female_18-29","CPRDGold","2005-2009"
"HeadNeckSubtypeCancerNasalCavitySinus","<5","0","0","0","0","Kaplan-Meier","30-39","Female","Age*Gender","Female_30-39","CPRDGold","2005-2009"
"HeadNeckSubtypeCancerNasalCavitySinus","<5","<5","0","0","0","Kaplan-Meier","40-49","Female","Age*Gender","Female_40-49","CPRDGold","2005-2009"
"HeadNeckSubtypeCancerNasalCavitySinus","<5","<5","<5","0","0","Kaplan-Meier","50-59","Female","Age*Gender","Female_50-59","CPRDGold","2005-2009"
"HeadNeckSubtypeCancerNasalCavitySinus","8","<5","<5","<5","<5","Kaplan-Meier","60-69","Female","Age*Gender","Female_60-69","CPRDGold","2005-2009"
"HeadNeckSubtypeCancerNasalCavitySinus","9","6","<5","<5","<5","Kaplan-Meier","70-79","Female","Age*Gender","Female_70-79","CPRDGold","2005-2009"
"HeadNeckSubtypeCancerNasalCavitySinus","<5","<5","<5","<5","0","Kaplan-Meier","80-89","Female","Age*Gender","Female_80-89","CPRDGold","2005-2009"
"HeadNeckSubtypeCancerNasalCavitySinus","0","0","0","0","0","Kaplan-Meier",">=90","Female","Age*Gender","Female_>=90","CPRDGold","2005-2009"
"HeadNeckSubtypeCancerNasalCavitySinus","0","0","0","0","0","Kaplan-Meier","18-29","Male","Age*Gender","Male_18-29","CPRDGold","2005-2009"
"HeadNeckSubtypeCancerNasalCavitySinus","<5","<5","0","0","0","Kaplan-Meier","30-39","Male","Age*Gender","Male_30-39","CPRDGold","2005-2009"
"HeadNeckSubtypeCancerNasalCavitySinus","6","<5","<5","<5","0","Kaplan-Meier","40-49","Male","Age*Gender","Male_40-49","CPRDGold","2005-2009"
"HeadNeckSubtypeCancerNasalCavitySinus","7","<5","<5","0","0","Kaplan-Meier","50-59","Male","Age*Gender","Male_50-59","CPRDGold","2005-2009"
"HeadNeckSubtypeCancerNasalCavitySinus","<5","<5","<5","<5","0","Kaplan-Meier","60-69","Male","Age*Gender","Male_60-69","CPRDGold","2005-2009"
"HeadNeckSubtypeCancerNasalCavitySinus","15","<5","<5","0","0","Kaplan-Meier","70-79","Male","Age*Gender","Male_70-79","CPRDGold","2005-2009"
"HeadNeckSubtypeCancerNasalCavitySinus","<5","<5","<5","0","0","Kaplan-Meier","80-89","Male","Age*Gender","Male_80-89","CPRDGold","2005-2009"
"HeadNeckSubtypeCancerNasalCavitySinus","0","0","0","0","0","Kaplan-Meier",">=90","Male","Age*Gender","Male_>=90","CPRDGold","2005-2009"
"HeadNeckSubtypeCancerNasopharynx","<5","<5","<5","0","0","Kaplan-Meier","18-29","Female","Age*Gender","Female_18-29","CPRDGold","2005-2009"
"HeadNeckSubtypeCancerNasopharynx","<5","<5","<5","<5","<5","Kaplan-Meier","30-39","Female","Age*Gender","Female_30-39","CPRDGold","2005-2009"
"HeadNeckSubtypeCancerNasopharynx","<5","<5","<5","<5","<5","Kaplan-Meier","40-49","Female","Age*Gender","Female_40-49","CPRDGold","2005-2009"
"HeadNeckSubtypeCancerNasopharynx","10","6","<5","<5","<5","Kaplan-Meier","50-59","Female","Age*Gender","Female_50-59","CPRDGold","2005-2009"
"HeadNeckSubtypeCancerNasopharynx","<5","<5","<5","<5","0","Kaplan-Meier","60-69","Female","Age*Gender","Female_60-69","CPRDGold","2005-2009"
"HeadNeckSubtypeCancerNasopharynx","<5","<5","<5","0","0","Kaplan-Meier","70-79","Female","Age*Gender","Female_70-79","CPRDGold","2005-2009"
"HeadNeckSubtypeCancerNasopharynx","<5","<5","<5","<5","<5","Kaplan-Meier","80-89","Female","Age*Gender","Female_80-89","CPRDGold","2005-2009"
"HeadNeckSubtypeCancerNasopharynx","0","0","0","0","0","Kaplan-Meier",">=90","Female","Age*Gender","Female_>=90","CPRDGold","2005-2009"
"HeadNeckSubtypeCancerNasopharynx","0","0","0","0","0","Kaplan-Meier","18-29","Male","Age*Gender","Male_18-29","CPRDGold","2005-2009"
